year,scenario,mpa,min_change,mean_change,median_change,max_change,sd_change,tooltip
2019,ssp126,GPZi,-4.87,3.33,1.71,14.95,5.42,"Year: 2019
Mean change: 3.3%
SD: ±5.4%"
2019,ssp126,GPZii,-11.62,-2.17,-2.02,6.3,5.47,"Year: 2019
Mean change: -2.2%
SD: ±5.5%"
2019,ssp126,GPZiii,-14.13,-2.76,-2.17,15.63,8.23,"Year: 2019
Mean change: -2.8%
SD: ±8.2%"
2019,ssp126,KRZ,-12.52,0.35,-0.72,21.69,9.85,"Year: 2019
Mean change: 0.3%
SD: ±9.8%"
2019,ssp126,SOSS,-21.87,-0.61,-5.63,39.96,18.36,"Year: 2019
Mean change: -0.6%
SD: ±18.4%"
2019,ssp126,SRZ,-7.34,6.68,6.79,35.47,12.61,"Year: 2019
Mean change: 6.7%
SD: ±12.6%"
2019,ssp585,GPZi,-13.21,-0.46,-0.96,10.91,6.69,"Year: 2019
Mean change: -0.5%
SD: ±6.7%"
2019,ssp585,GPZii,-4.71,0.52,-0.36,12.87,4.86,"Year: 2019
Mean change: 0.5%
SD: ±4.9%"
2019,ssp585,GPZiii,-8.11,-1.33,-1.58,8.28,4.25,"Year: 2019
Mean change: -1.3%
SD: ±4.2%"
2019,ssp585,KRZ,-8.59,1,-0.06,14.92,7.42,"Year: 2019
Mean change: 1%
SD: ±7.4%"
2019,ssp585,SOSS,-15.06,-1.55,-3.51,23.97,12.11,"Year: 2019
Mean change: -1.6%
SD: ±12.1%"
2019,ssp585,SRZ,-41.7,-2.43,-0.14,24.49,24.81,"Year: 2019
Mean change: -2.4%
SD: ±24.8%"
2020,ssp126,GPZi,-5.72,2.12,1.85,8.61,5.23,"Year: 2020
Mean change: 2.1%
SD: ±5.2%"
2020,ssp126,GPZii,-13.5,-2.82,-3.59,8.51,7.62,"Year: 2020
Mean change: -2.8%
SD: ±7.6%"
2020,ssp126,GPZiii,-7.7,-1.96,-2.08,6.74,4.05,"Year: 2020
Mean change: -2%
SD: ±4%"
2020,ssp126,KRZ,-5.48,1.26,-1.17,13.17,6.49,"Year: 2020
Mean change: 1.3%
SD: ±6.5%"
2020,ssp126,SOSS,-16.5,-2.45,-8.29,21.62,13.7,"Year: 2020
Mean change: -2.5%
SD: ±13.7%"
2020,ssp126,SRZ,-6.21,9.03,7.41,39.73,13.85,"Year: 2020
Mean change: 9%
SD: ±13.8%"
2020,ssp585,GPZi,-7.62,-0.22,-0.74,13.05,5.58,"Year: 2020
Mean change: -0.2%
SD: ±5.6%"
2020,ssp585,GPZii,-5.3,0.33,-2.28,16.41,6.52,"Year: 2020
Mean change: 0.3%
SD: ±6.5%"
2020,ssp585,GPZiii,-6.67,-0.14,-2.54,8.68,6.25,"Year: 2020
Mean change: -0.1%
SD: ±6.2%"
2020,ssp585,KRZ,-8.57,-0.67,-1.48,9.95,5.65,"Year: 2020
Mean change: -0.7%
SD: ±5.7%"
2020,ssp585,SOSS,-16.67,-5.2,-5.75,5.91,6.73,"Year: 2020
Mean change: -5.2%
SD: ±6.7%"
2020,ssp585,SRZ,-30.9,-5.43,-2.32,20.56,15.02,"Year: 2020
Mean change: -5.4%
SD: ±15%"
2021,ssp126,GPZi,-6,0.92,0.64,6.95,4.56,"Year: 2021
Mean change: 0.9%
SD: ±4.6%"
2021,ssp126,GPZii,-11.47,-1.74,-2.84,6.03,5.95,"Year: 2021
Mean change: -1.7%
SD: ±6%"
2021,ssp126,GPZiii,-10.71,-0.17,0.76,10.79,6.01,"Year: 2021
Mean change: -0.2%
SD: ±6%"
2021,ssp126,KRZ,-15.56,4.9,1.5,30.23,14.4,"Year: 2021
Mean change: 4.9%
SD: ±14.4%"
2021,ssp126,SOSS,-13.41,-3.69,-5.07,8.8,7.63,"Year: 2021
Mean change: -3.7%
SD: ±7.6%"
2021,ssp126,SRZ,-13.69,4.15,4.45,28.6,13.3,"Year: 2021
Mean change: 4.2%
SD: ±13.3%"
2021,ssp585,GPZi,-14.77,-1.49,-1.54,12.18,7.25,"Year: 2021
Mean change: -1.5%
SD: ±7.2%"
2021,ssp585,GPZii,-4.87,-0.02,-1.77,18.42,6.8,"Year: 2021
Mean change: 0%
SD: ±6.8%"
2021,ssp585,GPZiii,-19.25,-2.09,-2.73,19.01,10.34,"Year: 2021
Mean change: -2.1%
SD: ±10.3%"
2021,ssp585,KRZ,-13.79,-4,-4.3,9.62,7.58,"Year: 2021
Mean change: -4%
SD: ±7.6%"
2021,ssp585,SOSS,-12.42,0.3,-3.34,17.06,10.3,"Year: 2021
Mean change: 0.3%
SD: ±10.3%"
2021,ssp585,SRZ,-19.67,-3.7,-5.53,19.32,11.48,"Year: 2021
Mean change: -3.7%
SD: ±11.5%"
2022,ssp126,GPZi,-6.6,5.26,4.9,23.89,8.47,"Year: 2022
Mean change: 5.3%
SD: ±8.5%"
2022,ssp126,GPZii,-14.82,-5.7,-6.25,6.96,6.17,"Year: 2022
Mean change: -5.7%
SD: ±6.2%"
2022,ssp126,GPZiii,-12.52,-3.7,-3.67,6.97,5.69,"Year: 2022
Mean change: -3.7%
SD: ±5.7%"
2022,ssp126,KRZ,-5.58,1.6,3.25,6.39,4.57,"Year: 2022
Mean change: 1.6%
SD: ±4.6%"
2022,ssp126,SOSS,-26.65,-5.79,-2.62,5.44,11.06,"Year: 2022
Mean change: -5.8%
SD: ±11.1%"
2022,ssp126,SRZ,-6.43,5.46,0.4,30.55,12.09,"Year: 2022
Mean change: 5.5%
SD: ±12.1%"
2022,ssp585,GPZi,-8.85,1.17,1.42,10.55,6.4,"Year: 2022
Mean change: 1.2%
SD: ±6.4%"
2022,ssp585,GPZii,-8.26,1.6,-3.36,19.14,9.2,"Year: 2022
Mean change: 1.6%
SD: ±9.2%"
2022,ssp585,GPZiii,-57.92,-10.92,-7.06,19.81,23.71,"Year: 2022
Mean change: -10.9%
SD: ±23.7%"
2022,ssp585,KRZ,-5.14,4.77,-0.54,25.76,11.18,"Year: 2022
Mean change: 4.8%
SD: ±11.2%"
2022,ssp585,SOSS,-19.16,5.63,-1.44,38.22,18.91,"Year: 2022
Mean change: 5.6%
SD: ±18.9%"
2022,ssp585,SRZ,-22.16,-3.02,-4.08,19.56,12.21,"Year: 2022
Mean change: -3%
SD: ±12.2%"
2023,ssp126,GPZi,-12.13,-1.01,0.91,7.18,6.59,"Year: 2023
Mean change: -1%
SD: ±6.6%"
2023,ssp126,GPZii,-13.46,-6.33,-6.43,6.81,5.87,"Year: 2023
Mean change: -6.3%
SD: ±5.9%"
2023,ssp126,GPZiii,-17.4,-6.81,-6.08,7.32,7.58,"Year: 2023
Mean change: -6.8%
SD: ±7.6%"
2023,ssp126,KRZ,-6.76,-0.25,-0.84,9.62,4.88,"Year: 2023
Mean change: -0.2%
SD: ±4.9%"
2023,ssp126,SOSS,-23.27,4.67,3.27,27.7,16.67,"Year: 2023
Mean change: 4.7%
SD: ±16.7%"
2023,ssp126,SRZ,-32.24,-5.7,-5.48,18.49,15.61,"Year: 2023
Mean change: -5.7%
SD: ±15.6%"
2023,ssp585,GPZi,-11.47,-2.06,-1.16,4.45,5.46,"Year: 2023
Mean change: -2.1%
SD: ±5.5%"
2023,ssp585,GPZii,-6.83,1.92,-1.07,21.01,8.69,"Year: 2023
Mean change: 1.9%
SD: ±8.7%"
2023,ssp585,GPZiii,-21.27,-5.89,-7.73,8.35,8.97,"Year: 2023
Mean change: -5.9%
SD: ±9%"
2023,ssp585,KRZ,-16.23,0.47,1.5,19.12,8.94,"Year: 2023
Mean change: 0.5%
SD: ±8.9%"
2023,ssp585,SOSS,-20.25,-5.9,-5.89,6.77,7.19,"Year: 2023
Mean change: -5.9%
SD: ±7.2%"
2023,ssp585,SRZ,-35.25,-9.92,-7.47,16.32,15.08,"Year: 2023
Mean change: -9.9%
SD: ±15.1%"
2024,ssp126,GPZi,-9.49,-1.64,-1.87,7.31,5.69,"Year: 2024
Mean change: -1.6%
SD: ±5.7%"
2024,ssp126,GPZii,-15.29,-5.96,-5.45,5.33,5.5,"Year: 2024
Mean change: -6%
SD: ±5.5%"
2024,ssp126,GPZiii,-18.05,-3.14,-6.48,19.74,11.97,"Year: 2024
Mean change: -3.1%
SD: ±12%"
2024,ssp126,KRZ,-3.77,4.35,3.59,20.8,7.8,"Year: 2024
Mean change: 4.3%
SD: ±7.8%"
2024,ssp126,SOSS,-34.11,-11.83,-7.52,4.04,11.57,"Year: 2024
Mean change: -11.8%
SD: ±11.6%"
2024,ssp126,SRZ,-27.41,-5.7,-5.64,15.51,14.25,"Year: 2024
Mean change: -5.7%
SD: ±14.2%"
2024,ssp585,GPZi,-22.22,-8.01,-8.44,6.37,9.21,"Year: 2024
Mean change: -8%
SD: ±9.2%"
2024,ssp585,GPZii,-5.31,3.73,1.09,24.94,9.1,"Year: 2024
Mean change: 3.7%
SD: ±9.1%"
2024,ssp585,GPZiii,-21.25,-6.76,-7.2,9.13,9.23,"Year: 2024
Mean change: -6.8%
SD: ±9.2%"
2024,ssp585,KRZ,-22.37,-7.9,-6.15,1.21,8.13,"Year: 2024
Mean change: -7.9%
SD: ±8.1%"
2024,ssp585,SOSS,-17.08,-3.14,-3.15,14.57,9.73,"Year: 2024
Mean change: -3.1%
SD: ±9.7%"
2024,ssp585,SRZ,-24.66,-12.46,-13.13,9.86,11.4,"Year: 2024
Mean change: -12.5%
SD: ±11.4%"
2025,ssp126,GPZi,-22.93,-6.41,-7.23,5.81,7.45,"Year: 2025
Mean change: -6.4%
SD: ±7.4%"
2025,ssp126,GPZii,-11.39,-2.87,-3.96,3.87,5.25,"Year: 2025
Mean change: -2.9%
SD: ±5.2%"
2025,ssp126,GPZiii,-41.87,-13.53,-9.78,-1.17,12.01,"Year: 2025
Mean change: -13.5%
SD: ±12%"
2025,ssp126,KRZ,-17.45,-5.94,-4.46,5.49,6.68,"Year: 2025
Mean change: -5.9%
SD: ±6.7%"
2025,ssp126,SOSS,-19.63,-0.92,-5.23,38.16,17.81,"Year: 2025
Mean change: -0.9%
SD: ±17.8%"
2025,ssp126,SRZ,-27.45,-3.3,-1.07,8.66,10.11,"Year: 2025
Mean change: -3.3%
SD: ±10.1%"
2025,ssp585,GPZi,-8.17,-2.19,-1.22,3.34,3.86,"Year: 2025
Mean change: -2.2%
SD: ±3.9%"
2025,ssp585,GPZii,-4.41,3.91,2.51,28.61,9.68,"Year: 2025
Mean change: 3.9%
SD: ±9.7%"
2025,ssp585,GPZiii,-12.26,-6.16,-8.18,10.98,7.03,"Year: 2025
Mean change: -6.2%
SD: ±7%"
2025,ssp585,KRZ,-10.39,1.62,1.18,20.72,10.04,"Year: 2025
Mean change: 1.6%
SD: ±10%"
2025,ssp585,SOSS,-11.21,5.44,-2.16,39.31,17.81,"Year: 2025
Mean change: 5.4%
SD: ±17.8%"
2025,ssp585,SRZ,-27.73,-11.03,-9.11,0.43,8.22,"Year: 2025
Mean change: -11%
SD: ±8.2%"
2026,ssp126,GPZi,-21.63,-8.02,-5.38,1.84,8.26,"Year: 2026
Mean change: -8%
SD: ±8.3%"
2026,ssp126,GPZii,-8.78,-2.93,-4.16,4.48,4.63,"Year: 2026
Mean change: -2.9%
SD: ±4.6%"
2026,ssp126,GPZiii,-35.1,-15.06,-10.94,-3.87,10.14,"Year: 2026
Mean change: -15.1%
SD: ±10.1%"
2026,ssp126,KRZ,-8.5,-0.16,-3.93,20.86,9.36,"Year: 2026
Mean change: -0.2%
SD: ±9.4%"
2026,ssp126,SOSS,-33.65,-9.48,-7.78,6.08,11.01,"Year: 2026
Mean change: -9.5%
SD: ±11%"
2026,ssp126,SRZ,-57,-12.66,-4.03,17.83,24.5,"Year: 2026
Mean change: -12.7%
SD: ±24.5%"
2026,ssp585,GPZi,-8.53,-2.77,-3.1,4.83,4.01,"Year: 2026
Mean change: -2.8%
SD: ±4%"
2026,ssp585,GPZii,-10.58,1.48,-1.39,28.99,12.39,"Year: 2026
Mean change: 1.5%
SD: ±12.4%"
2026,ssp585,GPZiii,-19.07,-8.55,-11.06,5.18,7.36,"Year: 2026
Mean change: -8.6%
SD: ±7.4%"
2026,ssp585,KRZ,-11.22,-0.94,-1.4,8.41,7.03,"Year: 2026
Mean change: -0.9%
SD: ±7%"
2026,ssp585,SOSS,-9.12,-0.06,0.67,9.37,6.18,"Year: 2026
Mean change: -0.1%
SD: ±6.2%"
2026,ssp585,SRZ,-11.79,2.06,-0.06,29.01,12.09,"Year: 2026
Mean change: 2.1%
SD: ±12.1%"
2027,ssp126,GPZi,-26.82,-10.17,-9.1,6.96,10.14,"Year: 2027
Mean change: -10.2%
SD: ±10.1%"
2027,ssp126,GPZii,-6.31,-3.05,-3.91,3.03,3,"Year: 2027
Mean change: -3%
SD: ±3%"
2027,ssp126,GPZiii,-24.57,-15.31,-13.84,-7.01,6.15,"Year: 2027
Mean change: -15.3%
SD: ±6.2%"
2027,ssp126,KRZ,-13.33,-5.65,-6.1,5.6,6.45,"Year: 2027
Mean change: -5.7%
SD: ±6.4%"
2027,ssp126,SOSS,-18.51,0.52,-4.82,40.66,17,"Year: 2027
Mean change: 0.5%
SD: ±17%"
2027,ssp126,SRZ,-54.62,-14.77,-7.43,24.63,23.22,"Year: 2027
Mean change: -14.8%
SD: ±23.2%"
2027,ssp585,GPZi,-8.53,0.16,0.95,9.49,5.41,"Year: 2027
Mean change: 0.2%
SD: ±5.4%"
2027,ssp585,GPZii,-10.92,0.73,-2.89,26.65,10.57,"Year: 2027
Mean change: 0.7%
SD: ±10.6%"
2027,ssp585,GPZiii,-24.01,-12.25,-11.82,-1.31,6.44,"Year: 2027
Mean change: -12.2%
SD: ±6.4%"
2027,ssp585,KRZ,-14.87,-5.14,-6.93,9.24,6.74,"Year: 2027
Mean change: -5.1%
SD: ±6.7%"
2027,ssp585,SOSS,-26.86,-0.37,-4.56,30.93,17.71,"Year: 2027
Mean change: -0.4%
SD: ±17.7%"
2027,ssp585,SRZ,-14.78,7.31,11.18,34.88,15.79,"Year: 2027
Mean change: 7.3%
SD: ±15.8%"
2028,ssp126,GPZi,-24.46,-2.97,-5.87,23.79,12.44,"Year: 2028
Mean change: -3%
SD: ±12.4%"
2028,ssp126,GPZii,-7.22,-2.28,-3.55,5.42,4.36,"Year: 2028
Mean change: -2.3%
SD: ±4.4%"
2028,ssp126,GPZiii,-28.91,-12.6,-12.68,5.01,10,"Year: 2028
Mean change: -12.6%
SD: ±10%"
2028,ssp126,KRZ,-15.37,-2.98,-6.61,16.44,9.81,"Year: 2028
Mean change: -3%
SD: ±9.8%"
2028,ssp126,SOSS,-14.56,4.04,-3.9,38.87,18.95,"Year: 2028
Mean change: 4%
SD: ±19%"
2028,ssp126,SRZ,-23.29,4.98,2.84,49.87,20.01,"Year: 2028
Mean change: 5%
SD: ±20%"
2028,ssp585,GPZi,-13.52,-5.31,-5.46,2.61,5.14,"Year: 2028
Mean change: -5.3%
SD: ±5.1%"
2028,ssp585,GPZii,-6.86,1.37,-0.8,22.66,8.38,"Year: 2028
Mean change: 1.4%
SD: ±8.4%"
2028,ssp585,GPZiii,-18.87,-3.09,-6.22,20.06,12.28,"Year: 2028
Mean change: -3.1%
SD: ±12.3%"
2028,ssp585,KRZ,-11.24,-1.18,-0.46,7.5,5.18,"Year: 2028
Mean change: -1.2%
SD: ±5.2%"
2028,ssp585,SOSS,-15.06,-0.56,-4.5,21.9,11.09,"Year: 2028
Mean change: -0.6%
SD: ±11.1%"
2028,ssp585,SRZ,-26.72,-11.53,-10.85,1.56,9.88,"Year: 2028
Mean change: -11.5%
SD: ±9.9%"
2029,ssp126,GPZi,-20.73,-3.02,-2.76,9,8.87,"Year: 2029
Mean change: -3%
SD: ±8.9%"
2029,ssp126,GPZii,-9.35,0.3,-2.22,14.92,8.55,"Year: 2029
Mean change: 0.3%
SD: ±8.6%"
2029,ssp126,GPZiii,-27.09,-11.89,-11.96,4.88,9.21,"Year: 2029
Mean change: -11.9%
SD: ±9.2%"
2029,ssp126,KRZ,-15.33,-4.36,-5.6,6.34,7.39,"Year: 2029
Mean change: -4.4%
SD: ±7.4%"
2029,ssp126,SOSS,-27.89,-4.47,-4.88,17.81,12.4,"Year: 2029
Mean change: -4.5%
SD: ±12.4%"
2029,ssp126,SRZ,-22.99,2.66,4.97,30.53,16.19,"Year: 2029
Mean change: 2.7%
SD: ±16.2%"
2029,ssp585,GPZi,-14.97,-3.94,-6.12,10.65,8.54,"Year: 2029
Mean change: -3.9%
SD: ±8.5%"
2029,ssp585,GPZii,-9.34,-1.41,-3.55,18.05,7.79,"Year: 2029
Mean change: -1.4%
SD: ±7.8%"
2029,ssp585,GPZiii,-24.07,-9.42,-6.81,3.43,9.68,"Year: 2029
Mean change: -9.4%
SD: ±9.7%"
2029,ssp585,KRZ,-12.57,-1.25,-3.62,17.3,9.24,"Year: 2029
Mean change: -1.2%
SD: ±9.2%"
2029,ssp585,SOSS,-17.72,1.08,-4.5,29.59,16.81,"Year: 2029
Mean change: 1.1%
SD: ±16.8%"
2029,ssp585,SRZ,-32.08,-13.33,-14.34,5.63,12.72,"Year: 2029
Mean change: -13.3%
SD: ±12.7%"
2030,ssp126,GPZi,-10.31,-2.69,-3.92,7.57,6.13,"Year: 2030
Mean change: -2.7%
SD: ±6.1%"
2030,ssp126,GPZii,-24.61,-3.71,-3.05,15.57,11.89,"Year: 2030
Mean change: -3.7%
SD: ±11.9%"
2030,ssp126,GPZiii,-21.26,-3.97,-10.45,35.25,19.83,"Year: 2030
Mean change: -4%
SD: ±19.8%"
2030,ssp126,KRZ,-13.47,3.62,0.8,32.88,12.78,"Year: 2030
Mean change: 3.6%
SD: ±12.8%"
2030,ssp126,SOSS,-27.23,-4.37,-5.03,32.57,15.04,"Year: 2030
Mean change: -4.4%
SD: ±15%"
2030,ssp126,SRZ,-16.35,2.09,2.13,21.18,9.78,"Year: 2030
Mean change: 2.1%
SD: ±9.8%"
2030,ssp585,GPZi,-9.75,-3.38,-1.91,2.37,3.99,"Year: 2030
Mean change: -3.4%
SD: ±4%"
2030,ssp585,GPZii,-9.89,-1.86,-4.58,13.38,6.49,"Year: 2030
Mean change: -1.9%
SD: ±6.5%"
2030,ssp585,GPZiii,-23.81,-7.94,-4.65,5.72,9.23,"Year: 2030
Mean change: -7.9%
SD: ±9.2%"
2030,ssp585,KRZ,-13.98,-2.64,-1.89,10.31,7,"Year: 2030
Mean change: -2.6%
SD: ±7%"
2030,ssp585,SOSS,-17.66,-7.75,-9.6,9.85,8.31,"Year: 2030
Mean change: -7.8%
SD: ±8.3%"
2030,ssp585,SRZ,-53.31,-15.37,-12.37,11.79,21.26,"Year: 2030
Mean change: -15.4%
SD: ±21.3%"
2031,ssp126,GPZi,-11.12,-4.79,-4.6,3.47,5.57,"Year: 2031
Mean change: -4.8%
SD: ±5.6%"
2031,ssp126,GPZii,-11.56,-3.79,-4.83,8.71,5.93,"Year: 2031
Mean change: -3.8%
SD: ±5.9%"
2031,ssp126,GPZiii,-35.41,-18.01,-14.82,-4.7,9.55,"Year: 2031
Mean change: -18%
SD: ±9.6%"
2031,ssp126,KRZ,-24.5,-7.05,-4.63,6.75,9.66,"Year: 2031
Mean change: -7%
SD: ±9.7%"
2031,ssp126,SOSS,-12.13,-1.89,-1.96,11.22,7.07,"Year: 2031
Mean change: -1.9%
SD: ±7.1%"
2031,ssp126,SRZ,-17.89,0.98,0.47,19.27,11.41,"Year: 2031
Mean change: 1%
SD: ±11.4%"
2031,ssp585,GPZi,-23.91,-7.13,-5.96,1.68,8.33,"Year: 2031
Mean change: -7.1%
SD: ±8.3%"
2031,ssp585,GPZii,-10.2,-2.03,-3.06,9.6,5.58,"Year: 2031
Mean change: -2%
SD: ±5.6%"
2031,ssp585,GPZiii,-21.53,-2.86,-0.32,11.93,10.1,"Year: 2031
Mean change: -2.9%
SD: ±10.1%"
2031,ssp585,KRZ,-15.46,-2.61,-1.77,8.66,6.05,"Year: 2031
Mean change: -2.6%
SD: ±6%"
2031,ssp585,SOSS,-48.71,-9.64,-5.52,27.64,23.13,"Year: 2031
Mean change: -9.6%
SD: ±23.1%"
2031,ssp585,SRZ,-62.53,-17.08,-13.88,30.22,28.7,"Year: 2031
Mean change: -17.1%
SD: ±28.7%"
2032,ssp126,GPZi,-11.67,0.07,2.14,15.54,8.72,"Year: 2032
Mean change: 0.1%
SD: ±8.7%"
2032,ssp126,GPZii,-16.54,-5.14,-4.72,6.08,6.11,"Year: 2032
Mean change: -5.1%
SD: ±6.1%"
2032,ssp126,GPZiii,-24.96,-2.02,-8.43,37.99,20.5,"Year: 2032
Mean change: -2%
SD: ±20.5%"
2032,ssp126,KRZ,-17.49,1.84,0.07,30.24,12.71,"Year: 2032
Mean change: 1.8%
SD: ±12.7%"
2032,ssp126,SOSS,-10.79,-0.26,-2.22,17.9,8.29,"Year: 2032
Mean change: -0.3%
SD: ±8.3%"
2032,ssp126,SRZ,-19.14,1.59,1.16,24.78,11.9,"Year: 2032
Mean change: 1.6%
SD: ±11.9%"
2032,ssp585,GPZi,-10.4,-4.74,-5.4,3.35,4.29,"Year: 2032
Mean change: -4.7%
SD: ±4.3%"
2032,ssp585,GPZii,-10.21,0.2,-0.05,8.26,6.86,"Year: 2032
Mean change: 0.2%
SD: ±6.9%"
2032,ssp585,GPZiii,-23.07,-0.95,-0.56,25.2,12.91,"Year: 2032
Mean change: -0.9%
SD: ±12.9%"
2032,ssp585,KRZ,-21.65,-9.45,-6.71,-2.3,7.15,"Year: 2032
Mean change: -9.4%
SD: ±7.2%"
2032,ssp585,SOSS,-44.51,-11.63,-6.78,4.71,14.9,"Year: 2032
Mean change: -11.6%
SD: ±14.9%"
2032,ssp585,SRZ,-16.7,-0.17,-4.97,22.23,13.44,"Year: 2032
Mean change: -0.2%
SD: ±13.4%"
2033,ssp126,GPZi,-12.85,-3.66,-2.62,4.35,5.77,"Year: 2033
Mean change: -3.7%
SD: ±5.8%"
2033,ssp126,GPZii,-14.11,-6.07,-6.58,3.08,5.38,"Year: 2033
Mean change: -6.1%
SD: ±5.4%"
2033,ssp126,GPZiii,-35.97,-16.48,-13.87,-3.38,10.57,"Year: 2033
Mean change: -16.5%
SD: ±10.6%"
2033,ssp126,KRZ,-19.46,-5.94,-7.05,9.21,9.03,"Year: 2033
Mean change: -5.9%
SD: ±9%"
2033,ssp126,SOSS,-7.47,1.44,-2.34,19.13,9.98,"Year: 2033
Mean change: 1.4%
SD: ±10%"
2033,ssp126,SRZ,-20.19,2.8,1.9,40.65,17.45,"Year: 2033
Mean change: 2.8%
SD: ±17.4%"
2033,ssp585,GPZi,-12.35,-6.34,-8.42,4.96,5.62,"Year: 2033
Mean change: -6.3%
SD: ±5.6%"
2033,ssp585,GPZii,-7.34,-2.86,-4.14,7.87,4.73,"Year: 2033
Mean change: -2.9%
SD: ±4.7%"
2033,ssp585,GPZiii,-27.57,-6.17,0.2,6.33,12.34,"Year: 2033
Mean change: -6.2%
SD: ±12.3%"
2033,ssp585,KRZ,-18.68,-6.08,-6.01,4.55,6.52,"Year: 2033
Mean change: -6.1%
SD: ±6.5%"
2033,ssp585,SOSS,-21.58,-5.37,-7.15,43.54,18.82,"Year: 2033
Mean change: -5.4%
SD: ±18.8%"
2033,ssp585,SRZ,-42.55,-15.47,-11.54,3.32,16.71,"Year: 2033
Mean change: -15.5%
SD: ±16.7%"
2034,ssp126,GPZi,-17.14,-6.05,-7.41,7.71,8.22,"Year: 2034
Mean change: -6%
SD: ±8.2%"
2034,ssp126,GPZii,-7.94,-3.2,-4.68,8.75,5.09,"Year: 2034
Mean change: -3.2%
SD: ±5.1%"
2034,ssp126,GPZiii,-29.38,-3.09,-8.22,28.53,18.59,"Year: 2034
Mean change: -3.1%
SD: ±18.6%"
2034,ssp126,KRZ,-21.36,1.6,2.74,21.13,12.44,"Year: 2034
Mean change: 1.6%
SD: ±12.4%"
2034,ssp126,SOSS,-24.11,-4.58,-7.11,19.4,12.78,"Year: 2034
Mean change: -4.6%
SD: ±12.8%"
2034,ssp126,SRZ,-53.83,-13.77,-9.52,15.54,22.33,"Year: 2034
Mean change: -13.8%
SD: ±22.3%"
2034,ssp585,GPZi,-11.31,-4.51,-3.83,5.43,4.9,"Year: 2034
Mean change: -4.5%
SD: ±4.9%"
2034,ssp585,GPZii,-9.47,-3.7,-6.38,6.7,5.64,"Year: 2034
Mean change: -3.7%
SD: ±5.6%"
2034,ssp585,GPZiii,-32.5,-14.31,-14.68,3.51,12.59,"Year: 2034
Mean change: -14.3%
SD: ±12.6%"
2034,ssp585,KRZ,-20.04,-6.37,-5.51,4.89,7.86,"Year: 2034
Mean change: -6.4%
SD: ±7.9%"
2034,ssp585,SOSS,-26.18,-8.12,-8.85,11.33,9.93,"Year: 2034
Mean change: -8.1%
SD: ±9.9%"
2034,ssp585,SRZ,-18.84,-2.68,-4.02,18.73,10.29,"Year: 2034
Mean change: -2.7%
SD: ±10.3%"
2035,ssp126,GPZi,-15.02,-5.15,-4,3.96,6.94,"Year: 2035
Mean change: -5.2%
SD: ±6.9%"
2035,ssp126,GPZii,-16.8,-4.16,-6.41,11.38,8.95,"Year: 2035
Mean change: -4.2%
SD: ±8.9%"
2035,ssp126,GPZiii,-31.44,-11.31,-7.8,5.05,13.29,"Year: 2035
Mean change: -11.3%
SD: ±13.3%"
2035,ssp126,KRZ,-23.11,-2.25,0.46,6.18,9.19,"Year: 2035
Mean change: -2.2%
SD: ±9.2%"
2035,ssp126,SOSS,-45.81,-12.23,-6.99,8.89,18.38,"Year: 2035
Mean change: -12.2%
SD: ±18.4%"
2035,ssp126,SRZ,-21.65,-3.43,-2.62,11.28,9.72,"Year: 2035
Mean change: -3.4%
SD: ±9.7%"
2035,ssp585,GPZi,-14.2,-5.47,-6.47,6.97,6.63,"Year: 2035
Mean change: -5.5%
SD: ±6.6%"
2035,ssp585,GPZii,-11.12,0.72,-0.73,17.76,10.07,"Year: 2035
Mean change: 0.7%
SD: ±10.1%"
2035,ssp585,GPZiii,-26.91,-10.43,-10.17,0.83,7.54,"Year: 2035
Mean change: -10.4%
SD: ±7.5%"
2035,ssp585,KRZ,-21.41,-3.76,-4.71,19,12.42,"Year: 2035
Mean change: -3.8%
SD: ±12.4%"
2035,ssp585,SOSS,-20.01,-6.4,-9.87,36.94,16.71,"Year: 2035
Mean change: -6.4%
SD: ±16.7%"
2035,ssp585,SRZ,-19.92,-2.73,-2.85,22.91,12.84,"Year: 2035
Mean change: -2.7%
SD: ±12.8%"
2036,ssp126,GPZi,-15.85,-6.34,-7.45,3.36,6.58,"Year: 2036
Mean change: -6.3%
SD: ±6.6%"
2036,ssp126,GPZii,-8.16,-0.56,-3.8,11.63,7.39,"Year: 2036
Mean change: -0.6%
SD: ±7.4%"
2036,ssp126,GPZiii,-33.47,-10.13,-11.52,8.17,12.95,"Year: 2036
Mean change: -10.1%
SD: ±12.9%"
2036,ssp126,KRZ,-24.59,-3.66,-2.65,21.62,14.34,"Year: 2036
Mean change: -3.7%
SD: ±14.3%"
2036,ssp126,SOSS,-15.02,5.9,-1.17,38.4,18.58,"Year: 2036
Mean change: 5.9%
SD: ±18.6%"
2036,ssp126,SRZ,-22.31,-1.74,-2.91,23.28,12.93,"Year: 2036
Mean change: -1.7%
SD: ±12.9%"
2036,ssp585,GPZi,-18.22,-5.84,-6.83,5.97,8.47,"Year: 2036
Mean change: -5.8%
SD: ±8.5%"
2036,ssp585,GPZii,-7.25,-1.37,-1.56,4.81,3.78,"Year: 2036
Mean change: -1.4%
SD: ±3.8%"
2036,ssp585,GPZiii,-32.34,-15.55,-14.96,0.67,9.46,"Year: 2036
Mean change: -15.6%
SD: ±9.5%"
