year,scenario,eez,min_change,mean_change,median_change,max_change,sd_change,tooltip,fao,mpa,so,subregion
2039,ssp585,NA,-6.95,-2.78,-4.21,2.72,3.73,"Year: 2039
Mean change: -2.8%
SD: ±3.7%",NA,NA,NA,5843a
2039,ssp585,NA,-0.9,4.13,2.52,16.57,5.52,"Year: 2039
Mean change: 4.1%
SD: ±5.5%",NA,NA,NA,5843b
2039,ssp585,NA,-12.48,-3.83,-1.72,2.2,5.56,"Year: 2039
Mean change: -3.8%
SD: ±5.6%",NA,NA,NA,5844a
2039,ssp585,NA,-15.58,-4.23,-4.47,2.68,5.79,"Year: 2039
Mean change: -4.2%
SD: ±5.8%",NA,NA,NA,5844b
2039,ssp585,NA,-15.13,-6.02,-6.49,2.09,4.75,"Year: 2039
Mean change: -6%
SD: ±4.8%",NA,NA,NA,5851
2039,ssp585,NA,-11.48,-5,-4.72,0.26,4.61,"Year: 2039
Mean change: -5%
SD: ±4.6%",NA,NA,NA,5852
2039,ssp585,NA,-19.39,-7.16,-7.16,3.3,6.92,"Year: 2039
Mean change: -7.2%
SD: ±6.9%",NA,NA,NA,586
2039,ssp585,NA,-14.85,-5.39,-5.08,3.66,6.07,"Year: 2039
Mean change: -5.4%
SD: ±6.1%",NA,NA,NA,587
2039,ssp585,NA,-13.33,-4.41,-5.13,7.17,6.27,"Year: 2039
Mean change: -4.4%
SD: ±6.3%",NA,NA,NA,881
2039,ssp585,NA,-11.15,-4.35,-4.1,0.28,4.3,"Year: 2039
Mean change: -4.3%
SD: ±4.3%",NA,NA,NA,882
2039,ssp585,NA,-10.92,-0.37,-1.21,16.11,7.41,"Year: 2039
Mean change: -0.4%
SD: ±7.4%",NA,NA,NA,883
2040,ssp126,NA,-13.19,1.64,1.17,16.99,10.17,"Year: 2040
Mean change: 1.6%
SD: ±10.2%",NA,NA,NA,481
2040,ssp126,NA,-13.21,-2.78,-1.14,6.13,5.77,"Year: 2040
Mean change: -2.8%
SD: ±5.8%",NA,NA,NA,482
2040,ssp126,NA,-5.06,1.34,1.99,9.05,4.29,"Year: 2040
Mean change: 1.3%
SD: ±4.3%",NA,NA,NA,483
2040,ssp126,NA,-13.65,-2.45,-1.46,6.47,6.12,"Year: 2040
Mean change: -2.5%
SD: ±6.1%",NA,NA,NA,484
2040,ssp126,NA,-17.81,1.97,2.31,19.7,11.44,"Year: 2040
Mean change: 2%
SD: ±11.4%",NA,NA,NA,485
2040,ssp126,NA,-7.07,1.04,-0.95,11.05,6.15,"Year: 2040
Mean change: 1%
SD: ±6.2%",NA,NA,NA,486
2040,ssp126,NA,-9.51,-0.36,-1.37,11.42,5.66,"Year: 2040
Mean change: -0.4%
SD: ±5.7%",NA,NA,NA,5841
2040,ssp126,NA,-5.13,8.35,9.96,17.42,7.41,"Year: 2040
Mean change: 8.3%
SD: ±7.4%",NA,NA,NA,5842
2040,ssp126,NA,-8.06,-1.95,-1.96,3.82,3.7,"Year: 2040
Mean change: -2%
SD: ±3.7%",NA,NA,NA,5843a
2040,ssp126,NA,-7.63,5.59,4.09,17.55,8.17,"Year: 2040
Mean change: 5.6%
SD: ±8.2%",NA,NA,NA,5843b
2040,ssp126,NA,-9.59,-1.25,-2.28,6.92,5.06,"Year: 2040
Mean change: -1.2%
SD: ±5.1%",NA,NA,NA,5844a
2040,ssp126,NA,-7.48,-2.91,-4.07,5.65,4.55,"Year: 2040
Mean change: -2.9%
SD: ±4.6%",NA,NA,NA,5844b
2040,ssp126,NA,-16.27,-4.66,-3.72,5.05,5.48,"Year: 2040
Mean change: -4.7%
SD: ±5.5%",NA,NA,NA,5851
2040,ssp126,NA,-8.31,-3.44,-3.61,3.83,3.64,"Year: 2040
Mean change: -3.4%
SD: ±3.6%",NA,NA,NA,5852
2040,ssp126,NA,-15.55,-5.75,-4.78,4.79,5.78,"Year: 2040
Mean change: -5.8%
SD: ±5.8%",NA,NA,NA,586
2040,ssp126,NA,-11.79,-2.7,-3.47,5.73,5.29,"Year: 2040
Mean change: -2.7%
SD: ±5.3%",NA,NA,NA,587
2040,ssp126,NA,-18.5,-3.41,-1.75,8.93,8.76,"Year: 2040
Mean change: -3.4%
SD: ±8.8%",NA,NA,NA,881
2040,ssp126,NA,-12.84,-5.53,-5.58,1.83,3.72,"Year: 2040
Mean change: -5.5%
SD: ±3.7%",NA,NA,NA,882
2040,ssp126,NA,-1.76,2.44,-0.35,12.29,5.05,"Year: 2040
Mean change: 2.4%
SD: ±5%",NA,NA,NA,883
2040,ssp585,NA,-11.85,-0.92,-3.51,14.91,9.13,"Year: 2040
Mean change: -0.9%
SD: ±9.1%",NA,NA,NA,481
2040,ssp585,NA,-13.32,-0.76,-1.16,9.42,7.23,"Year: 2040
Mean change: -0.8%
SD: ±7.2%",NA,NA,NA,482
2040,ssp585,NA,-7.18,-0.75,-2.61,8.66,4.72,"Year: 2040
Mean change: -0.8%
SD: ±4.7%",NA,NA,NA,483
2040,ssp585,NA,-6.77,-1.8,-1.9,6.56,3.92,"Year: 2040
Mean change: -1.8%
SD: ±3.9%",NA,NA,NA,484
2040,ssp585,NA,-6.39,3.58,2.67,12.83,6.28,"Year: 2040
Mean change: 3.6%
SD: ±6.3%",NA,NA,NA,485
2040,ssp585,NA,-11.32,-2.38,-2.02,5.68,5.12,"Year: 2040
Mean change: -2.4%
SD: ±5.1%",NA,NA,NA,486
2040,ssp585,NA,-13.07,-2.71,-3.23,6.82,6.96,"Year: 2040
Mean change: -2.7%
SD: ±7%",NA,NA,NA,5841
2040,ssp585,NA,-4.68,7.48,7.58,25.77,9.09,"Year: 2040
Mean change: 7.5%
SD: ±9.1%",NA,NA,NA,5842
2040,ssp585,NA,-8.32,-1.67,-1.41,7.31,5.14,"Year: 2040
Mean change: -1.7%
SD: ±5.1%",NA,NA,NA,5843a
2040,ssp585,NA,-8,2.14,-0.98,18.93,7.53,"Year: 2040
Mean change: 2.1%
SD: ±7.5%",NA,NA,NA,5843b
2040,ssp585,NA,-13.83,-5.02,-2.86,0.25,4.87,"Year: 2040
Mean change: -5%
SD: ±4.9%",NA,NA,NA,5844a
2040,ssp585,NA,-16.05,-4.51,-3.84,5.11,6.38,"Year: 2040
Mean change: -4.5%
SD: ±6.4%",NA,NA,NA,5844b
2040,ssp585,NA,-10.39,-5.3,-6.87,2.45,4.49,"Year: 2040
Mean change: -5.3%
SD: ±4.5%",NA,NA,NA,5851
2040,ssp585,NA,-15.55,-5.56,-3.62,4.43,6.54,"Year: 2040
Mean change: -5.6%
SD: ±6.5%",NA,NA,NA,5852
2040,ssp585,NA,-18.73,-7.58,-6.74,3.58,6.04,"Year: 2040
Mean change: -7.6%
SD: ±6%",NA,NA,NA,586
2040,ssp585,NA,-20.4,-6.93,-6.09,2.78,5.84,"Year: 2040
Mean change: -6.9%
SD: ±5.8%",NA,NA,NA,587
2040,ssp585,NA,-14.38,-6.05,-5.74,7.58,6.23,"Year: 2040
Mean change: -6%
SD: ±6.2%",NA,NA,NA,881
2040,ssp585,NA,-8.05,-2.63,-4.66,13.93,6.29,"Year: 2040
Mean change: -2.6%
SD: ±6.3%",NA,NA,NA,882
2040,ssp585,NA,-11.12,1.29,0.76,13.96,7.38,"Year: 2040
Mean change: 1.3%
SD: ±7.4%",NA,NA,NA,883
2041,ssp126,NA,-13.17,4.14,5.33,13.37,8.37,"Year: 2041
Mean change: 4.1%
SD: ±8.4%",NA,NA,NA,481
2041,ssp126,NA,-14,-1.66,-1.15,15.37,8.29,"Year: 2041
Mean change: -1.7%
SD: ±8.3%",NA,NA,NA,482
2041,ssp126,NA,-7.46,1.45,-1.59,14.95,8.43,"Year: 2041
Mean change: 1.4%
SD: ±8.4%",NA,NA,NA,483
2041,ssp126,NA,-9.23,-0.93,-1.45,10.05,5.94,"Year: 2041
Mean change: -0.9%
SD: ±5.9%",NA,NA,NA,484
2041,ssp126,NA,-7.24,4.06,1.69,17.82,7.41,"Year: 2041
Mean change: 4.1%
SD: ±7.4%",NA,NA,NA,485
2041,ssp126,NA,-5.18,1.06,-0.8,10.27,5.35,"Year: 2041
Mean change: 1.1%
SD: ±5.3%",NA,NA,NA,486
2041,ssp126,NA,-8.3,-1.9,-2.52,8.88,4.72,"Year: 2041
Mean change: -1.9%
SD: ±4.7%",NA,NA,NA,5841
2041,ssp126,NA,-1.12,6.15,5.71,14.87,5.43,"Year: 2041
Mean change: 6.2%
SD: ±5.4%",NA,NA,NA,5842
2041,ssp126,NA,-10.56,-2.15,-1.84,3.53,4.57,"Year: 2041
Mean change: -2.1%
SD: ±4.6%",NA,NA,NA,5843a
2041,ssp126,NA,-5.86,5.76,2.85,14.81,7.1,"Year: 2041
Mean change: 5.8%
SD: ±7.1%",NA,NA,NA,5843b
2041,ssp126,NA,-11.28,-3.62,-4.19,9.74,5.4,"Year: 2041
Mean change: -3.6%
SD: ±5.4%",NA,NA,NA,5844a
2041,ssp126,NA,-8.64,-3.65,-4.33,2.57,3.12,"Year: 2041
Mean change: -3.6%
SD: ±3.1%",NA,NA,NA,5844b
2041,ssp126,NA,-15.7,-5.98,-5.19,4.08,6.01,"Year: 2041
Mean change: -6%
SD: ±6%",NA,NA,NA,5851
2041,ssp126,NA,-10.59,-5.24,-6.26,4.31,4.8,"Year: 2041
Mean change: -5.2%
SD: ±4.8%",NA,NA,NA,5852
2041,ssp126,NA,-12.09,-3.57,-3.86,6.1,6.37,"Year: 2041
Mean change: -3.6%
SD: ±6.4%",NA,NA,NA,586
2041,ssp126,NA,-7.92,-1.41,-2,11.56,5.89,"Year: 2041
Mean change: -1.4%
SD: ±5.9%",NA,NA,NA,587
2041,ssp126,NA,-19.77,-4.62,-2.88,4.19,8.29,"Year: 2041
Mean change: -4.6%
SD: ±8.3%",NA,NA,NA,881
2041,ssp126,NA,-8.09,-1.6,-2.81,8.1,5.47,"Year: 2041
Mean change: -1.6%
SD: ±5.5%",NA,NA,NA,882
2041,ssp126,NA,-7.3,-0.25,-0.52,11.15,4.82,"Year: 2041
Mean change: -0.2%
SD: ±4.8%",NA,NA,NA,883
2041,ssp585,NA,-15.57,-2.7,-5.88,10.55,8.57,"Year: 2041
Mean change: -2.7%
SD: ±8.6%",NA,NA,NA,481
2041,ssp585,NA,-14.36,-6.2,-6.38,2.63,5.41,"Year: 2041
Mean change: -6.2%
SD: ±5.4%",NA,NA,NA,482
2041,ssp585,NA,-10.8,-2.91,-3.06,10.04,6.04,"Year: 2041
Mean change: -2.9%
SD: ±6%",NA,NA,NA,483
2041,ssp585,NA,-5.54,-3.5,-4.03,-0.82,1.81,"Year: 2041
Mean change: -3.5%
SD: ±1.8%",NA,NA,NA,484
2041,ssp585,NA,-11.33,-0.5,2.06,9.88,7.06,"Year: 2041
Mean change: -0.5%
SD: ±7.1%",NA,NA,NA,485
2041,ssp585,NA,-4.38,-0.95,-2.14,6.93,3.64,"Year: 2041
Mean change: -0.9%
SD: ±3.6%",NA,NA,NA,486
2041,ssp585,NA,-10.25,-1.8,-1.84,5.57,4.68,"Year: 2041
Mean change: -1.8%
SD: ±4.7%",NA,NA,NA,5841
2041,ssp585,NA,-1.5,8.73,8.72,19.78,6.68,"Year: 2041
Mean change: 8.7%
SD: ±6.7%",NA,NA,NA,5842
2041,ssp585,NA,-10.33,-4,-4.81,1.99,4.3,"Year: 2041
Mean change: -4%
SD: ±4.3%",NA,NA,NA,5843a
2041,ssp585,NA,-5.31,2.95,0.6,14.67,6.61,"Year: 2041
Mean change: 3%
SD: ±6.6%",NA,NA,NA,5843b
2041,ssp585,NA,-15.13,-5.31,-3.78,1.54,5.31,"Year: 2041
Mean change: -5.3%
SD: ±5.3%",NA,NA,NA,5844a
2041,ssp585,NA,-16.28,-6.6,-5.52,-0.77,4.75,"Year: 2041
Mean change: -6.6%
SD: ±4.8%",NA,NA,NA,5844b
2041,ssp585,NA,-10.22,-5.15,-5.33,0.08,3.55,"Year: 2041
Mean change: -5.2%
SD: ±3.5%",NA,NA,NA,5851
2041,ssp585,NA,-17.47,-4.99,-5.29,5.59,7.02,"Year: 2041
Mean change: -5%
SD: ±7%",NA,NA,NA,5852
2041,ssp585,NA,-15.65,-6.55,-4.77,1.06,5.01,"Year: 2041
Mean change: -6.6%
SD: ±5%",NA,NA,NA,586
2041,ssp585,NA,-13.77,-4.88,-5.12,3.47,4.79,"Year: 2041
Mean change: -4.9%
SD: ±4.8%",NA,NA,NA,587
2041,ssp585,NA,-16.87,-3.51,-3.96,8.2,9.03,"Year: 2041
Mean change: -3.5%
SD: ±9%",NA,NA,NA,881
2041,ssp585,NA,-8.9,-1.42,-3.33,12.31,6.33,"Year: 2041
Mean change: -1.4%
SD: ±6.3%",NA,NA,NA,882
2041,ssp585,NA,-11.34,3.04,1.28,17.35,8.4,"Year: 2041
Mean change: 3%
SD: ±8.4%",NA,NA,NA,883
2042,ssp126,NA,-12.74,1.98,3.76,12.27,8.7,"Year: 2042
Mean change: 2%
SD: ±8.7%",NA,NA,NA,481
2042,ssp126,NA,-14.15,-4.45,-4.11,2.35,4.87,"Year: 2042
Mean change: -4.4%
SD: ±4.9%",NA,NA,NA,482
2042,ssp126,NA,-5,-0.72,-1.47,5.35,3.52,"Year: 2042
Mean change: -0.7%
SD: ±3.5%",NA,NA,NA,483
2042,ssp126,NA,-5.79,-1.94,-2.65,3.21,2.73,"Year: 2042
Mean change: -1.9%
SD: ±2.7%",NA,NA,NA,484
2042,ssp126,NA,-6.96,1.79,0.61,9.46,4.57,"Year: 2042
Mean change: 1.8%
SD: ±4.6%",NA,NA,NA,485
2042,ssp126,NA,-6.53,-1.54,-2.87,8.1,3.94,"Year: 2042
Mean change: -1.5%
SD: ±3.9%",NA,NA,NA,486
2042,ssp126,NA,-8.45,-3.11,-4.06,6.26,4.1,"Year: 2042
Mean change: -3.1%
SD: ±4.1%",NA,NA,NA,5841
2042,ssp126,NA,-9.74,2.41,3.4,11.25,6.64,"Year: 2042
Mean change: 2.4%
SD: ±6.6%",NA,NA,NA,5842
2042,ssp126,NA,-6.78,-1.82,-1.48,3.58,2.98,"Year: 2042
Mean change: -1.8%
SD: ±3%",NA,NA,NA,5843a
2042,ssp126,NA,-10.68,1.31,1.06,13.71,6.94,"Year: 2042
Mean change: 1.3%
SD: ±6.9%",NA,NA,NA,5843b
2042,ssp126,NA,-11.52,-3,-3.19,8.23,5.05,"Year: 2042
Mean change: -3%
SD: ±5%",NA,NA,NA,5844a
2042,ssp126,NA,-8.78,-1.75,-2.06,6.74,4.83,"Year: 2042
Mean change: -1.8%
SD: ±4.8%",NA,NA,NA,5844b
2042,ssp126,NA,-15.7,-5.09,-5.53,2.61,5.41,"Year: 2042
Mean change: -5.1%
SD: ±5.4%",NA,NA,NA,5851
2042,ssp126,NA,-9.91,-4.52,-5.37,5.69,4.31,"Year: 2042
Mean change: -4.5%
SD: ±4.3%",NA,NA,NA,5852
2042,ssp126,NA,-16.47,-4.36,-3.61,5.28,6.46,"Year: 2042
Mean change: -4.4%
SD: ±6.5%",NA,NA,NA,586
2042,ssp126,NA,-13.84,-5.04,-4.63,3.73,5.52,"Year: 2042
Mean change: -5%
SD: ±5.5%",NA,NA,NA,587
2042,ssp126,NA,-20.85,-5.8,-4.46,2.91,7.34,"Year: 2042
Mean change: -5.8%
SD: ±7.3%",NA,NA,NA,881
2042,ssp126,NA,-11.46,-4.18,-4.89,8.2,5.38,"Year: 2042
Mean change: -4.2%
SD: ±5.4%",NA,NA,NA,882
2042,ssp126,NA,-4.01,0.61,-0.82,10,4.39,"Year: 2042
Mean change: 0.6%
SD: ±4.4%",NA,NA,NA,883
2042,ssp585,NA,-11.66,1.63,2.83,13.96,6.93,"Year: 2042
Mean change: 1.6%
SD: ±6.9%",NA,NA,NA,481
2042,ssp585,NA,-12.56,-3.03,-3.04,9.58,5.86,"Year: 2042
Mean change: -3%
SD: ±5.9%",NA,NA,NA,482
2042,ssp585,NA,-10.66,-1.79,-2.33,6.31,5.3,"Year: 2042
Mean change: -1.8%
SD: ±5.3%",NA,NA,NA,483
2042,ssp585,NA,-8.05,-0.51,-1.12,8.99,4.9,"Year: 2042
Mean change: -0.5%
SD: ±4.9%",NA,NA,NA,484
2042,ssp585,NA,-1,6.18,3.22,21.52,8.09,"Year: 2042
Mean change: 6.2%
SD: ±8.1%",NA,NA,NA,485
2042,ssp585,NA,-4.01,0.13,0.42,5.84,3.06,"Year: 2042
Mean change: 0.1%
SD: ±3.1%",NA,NA,NA,486
2042,ssp585,NA,-7.17,-1.63,-2.55,5.73,4.24,"Year: 2042
Mean change: -1.6%
SD: ±4.2%",NA,NA,NA,5841
2042,ssp585,NA,-4.57,6.66,7.04,15.2,5.83,"Year: 2042
Mean change: 6.7%
SD: ±5.8%",NA,NA,NA,5842
2042,ssp585,NA,-7.19,-3.17,-3.92,1.74,3.48,"Year: 2042
Mean change: -3.2%
SD: ±3.5%",NA,NA,NA,5843a
2042,ssp585,NA,-1.84,2.91,0.37,11.69,5.2,"Year: 2042
Mean change: 2.9%
SD: ±5.2%",NA,NA,NA,5843b
2042,ssp585,NA,-15.83,-2.83,-1.88,3.21,5.62,"Year: 2042
Mean change: -2.8%
SD: ±5.6%",NA,NA,NA,5844a
2042,ssp585,NA,-16.06,-5.12,-4.43,2.78,5.18,"Year: 2042
Mean change: -5.1%
SD: ±5.2%",NA,NA,NA,5844b
2042,ssp585,NA,-18.47,-5.67,-4.86,1.95,6.23,"Year: 2042
Mean change: -5.7%
SD: ±6.2%",NA,NA,NA,5851
2042,ssp585,NA,-11.88,-4.52,-3.82,5.26,4.81,"Year: 2042
Mean change: -4.5%
SD: ±4.8%",NA,NA,NA,5852
2042,ssp585,NA,-18.4,-5.35,-4.86,4.55,7.34,"Year: 2042
Mean change: -5.3%
SD: ±7.3%",NA,NA,NA,586
2042,ssp585,NA,-15.13,-3.23,-3.46,8.46,6.5,"Year: 2042
Mean change: -3.2%
SD: ±6.5%",NA,NA,NA,587
2042,ssp585,NA,-15.93,-5.48,-3.42,0.19,5.75,"Year: 2042
Mean change: -5.5%
SD: ±5.8%",NA,NA,NA,881
2042,ssp585,NA,-6.65,-4.46,-4.85,1.21,2.24,"Year: 2042
Mean change: -4.5%
SD: ±2.2%",NA,NA,NA,882
2042,ssp585,NA,-6.89,1.44,0.25,10.45,5.56,"Year: 2042
Mean change: 1.4%
SD: ±5.6%",NA,NA,NA,883
2043,ssp126,NA,-30.22,-4.15,0.34,12.85,14.81,"Year: 2043
Mean change: -4.2%
SD: ±14.8%",NA,NA,NA,481
2043,ssp126,NA,-32.15,-8.64,-4.96,1.69,10.27,"Year: 2043
Mean change: -8.6%
SD: ±10.3%",NA,NA,NA,482
2043,ssp126,NA,-4.83,-1.68,-2.51,5.28,3.22,"Year: 2043
Mean change: -1.7%
SD: ±3.2%",NA,NA,NA,483
2043,ssp126,NA,-10.69,-4.67,-3.65,0.64,3.53,"Year: 2043
Mean change: -4.7%
SD: ±3.5%",NA,NA,NA,484
2043,ssp126,NA,-27.38,-1.31,0.98,17.84,14.31,"Year: 2043
Mean change: -1.3%
SD: ±14.3%",NA,NA,NA,485
2043,ssp126,NA,-3.31,0.23,-0.29,8.64,3.66,"Year: 2043
Mean change: 0.2%
SD: ±3.7%",NA,NA,NA,486
2043,ssp126,NA,-8.03,-1.85,-2.9,8.24,5.15,"Year: 2043
Mean change: -1.9%
SD: ±5.2%",NA,NA,NA,5841
2043,ssp126,NA,-5.5,5.16,5.56,15.26,5.87,"Year: 2043
Mean change: 5.2%
SD: ±5.9%",NA,NA,NA,5842
2043,ssp126,NA,-6.74,-0.08,0.4,5.31,3.77,"Year: 2043
Mean change: -0.1%
SD: ±3.8%",NA,NA,NA,5843a
2043,ssp126,NA,-2.38,4.49,2.22,16.48,6.3,"Year: 2043
Mean change: 4.5%
SD: ±6.3%",NA,NA,NA,5843b
2043,ssp126,NA,-11.09,-3.31,-3.28,7.5,4.77,"Year: 2043
Mean change: -3.3%
SD: ±4.8%",NA,NA,NA,5844a
2043,ssp126,NA,-8.16,-2.63,-2.62,3.97,3.38,"Year: 2043
Mean change: -2.6%
SD: ±3.4%",NA,NA,NA,5844b
2043,ssp126,NA,-9.64,-4.56,-3.89,0.59,3.69,"Year: 2043
Mean change: -4.6%
SD: ±3.7%",NA,NA,NA,5851
2043,ssp126,NA,-9.55,-3.37,-2.78,0.35,3.27,"Year: 2043
Mean change: -3.4%
SD: ±3.3%",NA,NA,NA,5852
2043,ssp126,NA,-11.28,-4.11,-3.5,0.83,4.03,"Year: 2043
Mean change: -4.1%
SD: ±4%",NA,NA,NA,586
2043,ssp126,NA,-9.24,-3.9,-4.16,2.83,3.72,"Year: 2043
Mean change: -3.9%
SD: ±3.7%",NA,NA,NA,587
2043,ssp126,NA,-21.89,-8.18,-7.22,-0.73,6.67,"Year: 2043
Mean change: -8.2%
SD: ±6.7%",NA,NA,NA,881
2043,ssp126,NA,-10.65,-5.06,-5.2,1.22,3.41,"Year: 2043
Mean change: -5.1%
SD: ±3.4%",NA,NA,NA,882
2043,ssp126,NA,-11.42,-3.13,-3.13,8.71,5.66,"Year: 2043
Mean change: -3.1%
SD: ±5.7%",NA,NA,NA,883
2043,ssp585,NA,-11.07,0.12,1.41,14.72,8.83,"Year: 2043
Mean change: 0.1%
SD: ±8.8%",NA,NA,NA,481
2043,ssp585,NA,-14.45,-6.81,-6.09,-1.13,4.92,"Year: 2043
Mean change: -6.8%
SD: ±4.9%",NA,NA,NA,482
2043,ssp585,NA,-6.47,-1.53,-3.37,13.06,5.87,"Year: 2043
Mean change: -1.5%
SD: ±5.9%",NA,NA,NA,483
2043,ssp585,NA,-7.17,-3.08,-3.31,3.95,3.13,"Year: 2043
Mean change: -3.1%
SD: ±3.1%",NA,NA,NA,484
2043,ssp585,NA,-4.06,3.09,0.75,17.45,6.81,"Year: 2043
Mean change: 3.1%
SD: ±6.8%",NA,NA,NA,485
2043,ssp585,NA,-4.19,-1.91,-3.13,6.96,3.35,"Year: 2043
Mean change: -1.9%
SD: ±3.4%",NA,NA,NA,486
2043,ssp585,NA,-9.66,-3.29,-3.78,9.29,5.8,"Year: 2043
Mean change: -3.3%
SD: ±5.8%",NA,NA,NA,5841
2043,ssp585,NA,-16.97,2.25,3.28,15.68,10.03,"Year: 2043
Mean change: 2.2%
SD: ±10%",NA,NA,NA,5842
2043,ssp585,NA,-9.71,-2.17,-3.14,9.67,5.92,"Year: 2043
Mean change: -2.2%
SD: ±5.9%",NA,NA,NA,5843a
2043,ssp585,NA,-5.72,1.1,0.03,11.93,5.12,"Year: 2043
Mean change: 1.1%
SD: ±5.1%",NA,NA,NA,5843b
2043,ssp585,NA,-15.97,-3.82,-2.9,6.07,5.81,"Year: 2043
Mean change: -3.8%
SD: ±5.8%",NA,NA,NA,5844a
2043,ssp585,NA,-15.55,-4.56,-3.93,2.11,5.28,"Year: 2043
Mean change: -4.6%
SD: ±5.3%",NA,NA,NA,5844b
2043,ssp585,NA,-13.47,-5.75,-4.62,0.07,4.47,"Year: 2043
Mean change: -5.8%
SD: ±4.5%",NA,NA,NA,5851
2043,ssp585,NA,-10.79,-4.97,-4.69,3.73,4.61,"Year: 2043
Mean change: -5%
SD: ±4.6%",NA,NA,NA,5852
2043,ssp585,NA,-22.14,-6.3,-4.85,5.47,7.58,"Year: 2043
Mean change: -6.3%
SD: ±7.6%",NA,NA,NA,586
2043,ssp585,NA,-27.63,-6.1,-4.53,5.53,9.08,"Year: 2043
Mean change: -6.1%
SD: ±9.1%",NA,NA,NA,587
2043,ssp585,NA,-16.47,-7.5,-6.89,-2.47,4.15,"Year: 2043
Mean change: -7.5%
SD: ±4.2%",NA,NA,NA,881
2043,ssp585,NA,-5.6,-1.53,-1.31,4.62,3.23,"Year: 2043
Mean change: -1.5%
SD: ±3.2%",NA,NA,NA,882
2043,ssp585,NA,-2.61,1.2,-1.18,9.67,4.62,"Year: 2043
Mean change: 1.2%
SD: ±4.6%",NA,NA,NA,883
2044,ssp126,NA,-28.94,-5.27,-1.37,9.85,13.72,"Year: 2044
Mean change: -5.3%
SD: ±13.7%",NA,NA,NA,481
2044,ssp126,NA,-19.36,-6.57,-4.25,3.35,8.01,"Year: 2044
Mean change: -6.6%
SD: ±8%",NA,NA,NA,482
2044,ssp126,NA,-5.19,4.85,0.55,36.23,12.83,"Year: 2044
Mean change: 4.8%
SD: ±12.8%",NA,NA,NA,483
2044,ssp126,NA,-6.19,0.56,-2.34,16.19,7.05,"Year: 2044
Mean change: 0.6%
SD: ±7%",NA,NA,NA,484
2044,ssp126,NA,-23.51,-2.4,-0.26,13.48,12.12,"Year: 2044
Mean change: -2.4%
SD: ±12.1%",NA,NA,NA,485
2044,ssp126,NA,-4.59,0.82,0.56,9.53,4.09,"Year: 2044
Mean change: 0.8%
SD: ±4.1%",NA,NA,NA,486
2044,ssp126,NA,-10.79,-1.79,-3.29,11.53,7.61,"Year: 2044
Mean change: -1.8%
SD: ±7.6%",NA,NA,NA,5841
2044,ssp126,NA,-6.13,3.11,0.79,18.08,7.3,"Year: 2044
Mean change: 3.1%
SD: ±7.3%",NA,NA,NA,5842
2044,ssp126,NA,-5.19,-0.98,-0.79,5.51,3.66,"Year: 2044
Mean change: -1%
SD: ±3.7%",NA,NA,NA,5843a
2044,ssp126,NA,-17.79,0.82,1.05,21.09,10.57,"Year: 2044
Mean change: 0.8%
SD: ±10.6%",NA,NA,NA,5843b
2044,ssp126,NA,-11.07,-2.96,-4.17,10.56,6,"Year: 2044
Mean change: -3%
SD: ±6%",NA,NA,NA,5844a
2044,ssp126,NA,-9.19,-3.74,-4.93,4.3,4.46,"Year: 2044
Mean change: -3.7%
SD: ±4.5%",NA,NA,NA,5844b
2044,ssp126,NA,-8.96,-2.93,-3.15,2.78,4.09,"Year: 2044
Mean change: -2.9%
SD: ±4.1%",NA,NA,NA,5851
2044,ssp126,NA,-9.99,-3.96,-3.99,4.14,4.49,"Year: 2044
Mean change: -4%
SD: ±4.5%",NA,NA,NA,5852
2044,ssp126,NA,-10.46,-2.37,-3.35,3.6,4.41,"Year: 2044
Mean change: -2.4%
SD: ±4.4%",NA,NA,NA,586
2044,ssp126,NA,-7.95,-0.29,0.3,8.09,4.79,"Year: 2044
Mean change: -0.3%
SD: ±4.8%",NA,NA,NA,587
2044,ssp126,NA,-22.73,-4.37,-4.88,12.73,10.63,"Year: 2044
Mean change: -4.4%
SD: ±10.6%",NA,NA,NA,881
2044,ssp126,NA,-9.6,-2.92,-2.57,1.66,3.65,"Year: 2044
Mean change: -2.9%
SD: ±3.6%",NA,NA,NA,882
2044,ssp126,NA,-7.93,-0.29,-0.49,7.52,4.08,"Year: 2044
Mean change: -0.3%
SD: ±4.1%",NA,NA,NA,883
2044,ssp585,NA,-10.74,5,6.38,17.96,8.55,"Year: 2044
Mean change: 5%
SD: ±8.6%",NA,NA,NA,481
2044,ssp585,NA,-13.75,-1.34,-0.82,9.07,6.64,"Year: 2044
Mean change: -1.3%
SD: ±6.6%",NA,NA,NA,482
2044,ssp585,NA,-4.15,3.44,1.37,21.49,8.53,"Year: 2044
Mean change: 3.4%
SD: ±8.5%",NA,NA,NA,483
2044,ssp585,NA,-5.61,-0.06,-1.55,10.6,5.32,"Year: 2044
Mean change: -0.1%
SD: ±5.3%",NA,NA,NA,484
2044,ssp585,NA,-5.3,7.61,5.8,29.63,9.74,"Year: 2044
Mean change: 7.6%
SD: ±9.7%",NA,NA,NA,485
2044,ssp585,NA,-3.82,-1.14,-1.88,7.65,3.25,"Year: 2044
Mean change: -1.1%
SD: ±3.2%",NA,NA,NA,486
2044,ssp585,NA,-7.66,-2.57,-3.77,11.18,5.44,"Year: 2044
Mean change: -2.6%
SD: ±5.4%",NA,NA,NA,5841
