year,scenario,eez,min_change,mean_change,median_change,max_change,sd_change,tooltip,fao,mpa,so,subregion
2066,ssp126,NA,-36.4,-2.26,-7.66,35.59,21.43,"Year: 2066
Mean change: -2.3%
SD: ±21.4%",NA,KRZ,NA,NA
2066,ssp126,NA,-23.8,-8.54,-10.12,16.92,12.28,"Year: 2066
Mean change: -8.5%
SD: ±12.3%",NA,SOSS,NA,NA
2066,ssp126,NA,-36.71,-12.59,-14.49,17.55,17.31,"Year: 2066
Mean change: -12.6%
SD: ±17.3%",NA,SRZ,NA,NA
2066,ssp585,NA,-20.85,-0.81,-0.97,14.02,11.96,"Year: 2066
Mean change: -0.8%
SD: ±12%",NA,GPZi,NA,NA
2066,ssp585,NA,-17.01,-5.71,-9.37,15.19,10.3,"Year: 2066
Mean change: -5.7%
SD: ±10.3%",NA,GPZii,NA,NA
2066,ssp585,NA,-59.32,-10,-3.78,24.51,22.88,"Year: 2066
Mean change: -10%
SD: ±22.9%",NA,GPZiii,NA,NA
2066,ssp585,NA,-33.72,-3.67,-0.57,9.72,13.2,"Year: 2066
Mean change: -3.7%
SD: ±13.2%",NA,KRZ,NA,NA
2066,ssp585,NA,-28.82,1.91,1.35,24.43,17.5,"Year: 2066
Mean change: 1.9%
SD: ±17.5%",NA,SOSS,NA,NA
2066,ssp585,NA,-24.1,7.18,7.59,27.58,16.39,"Year: 2066
Mean change: 7.2%
SD: ±16.4%",NA,SRZ,NA,NA
2067,ssp126,NA,-23.42,-10.24,-12.74,16.42,13.45,"Year: 2067
Mean change: -10.2%
SD: ±13.4%",NA,GPZi,NA,NA
2067,ssp126,NA,-16.56,-1,0.38,15.72,11.12,"Year: 2067
Mean change: -1%
SD: ±11.1%",NA,GPZii,NA,NA
2067,ssp126,NA,-64.49,-13.45,-5.51,9.87,21.8,"Year: 2067
Mean change: -13.4%
SD: ±21.8%",NA,GPZiii,NA,NA
2067,ssp126,NA,-36.14,-6,-5.34,21.21,14.66,"Year: 2067
Mean change: -6%
SD: ±14.7%",NA,KRZ,NA,NA
2067,ssp126,NA,-29.09,0.41,-1.26,39,20.2,"Year: 2067
Mean change: 0.4%
SD: ±20.2%",NA,SOSS,NA,NA
2067,ssp126,NA,-61.92,-12.79,-11.24,33.22,31.61,"Year: 2067
Mean change: -12.8%
SD: ±31.6%",NA,SRZ,NA,NA
2067,ssp585,NA,-20.89,-3.25,-3.43,10.21,10.18,"Year: 2067
Mean change: -3.2%
SD: ±10.2%",NA,GPZi,NA,NA
2067,ssp585,NA,-20.76,-8.97,-13.08,17.25,11.55,"Year: 2067
Mean change: -9%
SD: ±11.6%",NA,GPZii,NA,NA
2067,ssp585,NA,-59.82,-11.35,-6.86,23,21.72,"Year: 2067
Mean change: -11.3%
SD: ±21.7%",NA,GPZiii,NA,NA
2067,ssp585,NA,-33.95,-9.4,-10.6,13.82,13.24,"Year: 2067
Mean change: -9.4%
SD: ±13.2%",NA,KRZ,NA,NA
2067,ssp585,NA,-29.39,-9.59,-7.82,8.29,12.36,"Year: 2067
Mean change: -9.6%
SD: ±12.4%",NA,SOSS,NA,NA
2067,ssp585,NA,-23.61,5.64,6.68,31.4,16.66,"Year: 2067
Mean change: 5.6%
SD: ±16.7%",NA,SRZ,NA,NA
2068,ssp126,NA,-23.88,-7.24,-5.87,6.86,8.65,"Year: 2068
Mean change: -7.2%
SD: ±8.7%",NA,GPZi,NA,NA
2068,ssp126,NA,-16.23,-1.64,-0.79,12.8,8.96,"Year: 2068
Mean change: -1.6%
SD: ±9%",NA,GPZii,NA,NA
2068,ssp126,NA,-64.86,-17.99,-12.79,1.48,19.33,"Year: 2068
Mean change: -18%
SD: ±19.3%",NA,GPZiii,NA,NA
2068,ssp126,NA,-36.05,-7.97,-5.31,9.47,11.46,"Year: 2068
Mean change: -8%
SD: ±11.5%",NA,KRZ,NA,NA
2068,ssp126,NA,-22.37,0.29,0.01,41.51,18.5,"Year: 2068
Mean change: 0.3%
SD: ±18.5%",NA,SOSS,NA,NA
2068,ssp126,NA,-23.15,4.31,6.01,39.18,19.56,"Year: 2068
Mean change: 4.3%
SD: ±19.6%",NA,SRZ,NA,NA
2068,ssp585,NA,-21.01,-4.78,-5.81,8.61,9.5,"Year: 2068
Mean change: -4.8%
SD: ±9.5%",NA,GPZi,NA,NA
2068,ssp585,NA,-19.64,-7.22,-8.49,10.53,10.03,"Year: 2068
Mean change: -7.2%
SD: ±10%",NA,GPZii,NA,NA
2068,ssp585,NA,-60.32,-13.07,-10.61,23.04,22.62,"Year: 2068
Mean change: -13.1%
SD: ±22.6%",NA,GPZiii,NA,NA
2068,ssp585,NA,-34.26,-4.97,-4.58,11.03,12.84,"Year: 2068
Mean change: -5%
SD: ±12.8%",NA,KRZ,NA,NA
2068,ssp585,NA,-36.15,-10.97,-4.82,13.28,16.82,"Year: 2068
Mean change: -11%
SD: ±16.8%",NA,SOSS,NA,NA
2068,ssp585,NA,-23.16,7.56,7.46,46.93,19.04,"Year: 2068
Mean change: 7.6%
SD: ±19%",NA,SRZ,NA,NA
2069,ssp126,NA,-25.01,-12.9,-13.5,5.1,8.72,"Year: 2069
Mean change: -12.9%
SD: ±8.7%",NA,GPZi,NA,NA
2069,ssp126,NA,-14.91,3.31,1.29,29.39,13.83,"Year: 2069
Mean change: 3.3%
SD: ±13.8%",NA,GPZii,NA,NA
2069,ssp126,NA,-65.19,-18.91,-13.55,-0.63,19.01,"Year: 2069
Mean change: -18.9%
SD: ±19%",NA,GPZiii,NA,NA
2069,ssp126,NA,-36.12,-4.56,-7.49,18.39,16.23,"Year: 2069
Mean change: -4.6%
SD: ±16.2%",NA,KRZ,NA,NA
2069,ssp126,NA,-21.52,-2.57,-2.56,22.1,14.47,"Year: 2069
Mean change: -2.6%
SD: ±14.5%",NA,SOSS,NA,NA
2069,ssp126,NA,-46.92,-15.29,-15.09,15.18,19.52,"Year: 2069
Mean change: -15.3%
SD: ±19.5%",NA,SRZ,NA,NA
2069,ssp585,NA,-21.11,-1.04,-0.65,14.88,11.53,"Year: 2069
Mean change: -1%
SD: ±11.5%",NA,GPZi,NA,NA
2069,ssp585,NA,-20.16,-3.46,-5.79,19.55,11.9,"Year: 2069
Mean change: -3.5%
SD: ±11.9%",NA,GPZii,NA,NA
2069,ssp585,NA,-60.79,-12.31,-16.05,34.99,26.37,"Year: 2069
Mean change: -12.3%
SD: ±26.4%",NA,GPZiii,NA,NA
2069,ssp585,NA,-34.58,-4.48,-2.79,9.24,12.44,"Year: 2069
Mean change: -4.5%
SD: ±12.4%",NA,KRZ,NA,NA
2069,ssp585,NA,-30.45,-1.82,-1.07,28,16.19,"Year: 2069
Mean change: -1.8%
SD: ±16.2%",NA,SOSS,NA,NA
2069,ssp585,NA,-22.97,6.33,6.61,56.24,23.51,"Year: 2069
Mean change: 6.3%
SD: ±23.5%",NA,SRZ,NA,NA
2070,ssp126,NA,-24.92,-11.14,-15.78,22.82,13.29,"Year: 2070
Mean change: -11.1%
SD: ±13.3%",NA,GPZi,NA,NA
2070,ssp126,NA,-12.81,-1.65,-3.69,8.52,6.98,"Year: 2070
Mean change: -1.6%
SD: ±7%",NA,GPZii,NA,NA
2070,ssp126,NA,-65.48,-5.87,-9.04,57.66,33.2,"Year: 2070
Mean change: -5.9%
SD: ±33.2%",NA,GPZiii,NA,NA
2070,ssp126,NA,-36.28,-10.3,-9.28,17.74,13.95,"Year: 2070
Mean change: -10.3%
SD: ±13.9%",NA,KRZ,NA,NA
2070,ssp126,NA,-22.25,3.74,0.92,31,16.11,"Year: 2070
Mean change: 3.7%
SD: ±16.1%",NA,SOSS,NA,NA
2070,ssp126,NA,-31.07,-7.96,-19.59,65.24,28.69,"Year: 2070
Mean change: -8%
SD: ±28.7%",NA,SRZ,NA,NA
2070,ssp585,NA,-21.11,-1.95,-1.26,12.21,10.8,"Year: 2070
Mean change: -2%
SD: ±10.8%",NA,GPZi,NA,NA
2070,ssp585,NA,-19.88,-5.61,-7.74,14.64,10.48,"Year: 2070
Mean change: -5.6%
SD: ±10.5%",NA,GPZii,NA,NA
2070,ssp585,NA,-61.18,-20.68,-16.55,2.16,18.34,"Year: 2070
Mean change: -20.7%
SD: ±18.3%",NA,GPZiii,NA,NA
2070,ssp585,NA,-34.74,-3.07,-5.57,23.61,16.74,"Year: 2070
Mean change: -3.1%
SD: ±16.7%",NA,KRZ,NA,NA
2070,ssp585,NA,-30.7,-0.01,0.99,17.76,14.09,"Year: 2070
Mean change: 0%
SD: ±14.1%",NA,SOSS,NA,NA
2070,ssp585,NA,-22.97,7.86,6.81,50.75,19.94,"Year: 2070
Mean change: 7.9%
SD: ±19.9%",NA,SRZ,NA,NA
2071,ssp126,NA,-29.51,-14.76,-15.83,4.2,11.27,"Year: 2071
Mean change: -14.8%
SD: ±11.3%",NA,GPZi,NA,NA
2071,ssp126,NA,-10.77,0.26,-3.13,18.97,10.09,"Year: 2071
Mean change: 0.3%
SD: ±10.1%",NA,GPZii,NA,NA
2071,ssp126,NA,-65.71,-16.53,-11.03,9.02,20.18,"Year: 2071
Mean change: -16.5%
SD: ±20.2%",NA,GPZiii,NA,NA
2071,ssp126,NA,-36.62,-6.12,-5.67,20.44,15.05,"Year: 2071
Mean change: -6.1%
SD: ±15.1%",NA,KRZ,NA,NA
2071,ssp126,NA,-37.4,-8.99,-6.33,27.13,19.64,"Year: 2071
Mean change: -9%
SD: ±19.6%",NA,SOSS,NA,NA
2071,ssp126,NA,-77.79,-23.92,-18.55,4.22,30.67,"Year: 2071
Mean change: -23.9%
SD: ±30.7%",NA,SRZ,NA,NA
2071,ssp585,NA,-20.93,-1.6,-1.95,15.66,12.12,"Year: 2071
Mean change: -1.6%
SD: ±12.1%",NA,GPZi,NA,NA
2071,ssp585,NA,-19.28,-4.42,-7.04,17.46,10.59,"Year: 2071
Mean change: -4.4%
SD: ±10.6%",NA,GPZii,NA,NA
2071,ssp585,NA,-61.57,-10.28,-10.61,30.58,25.31,"Year: 2071
Mean change: -10.3%
SD: ±25.3%",NA,GPZiii,NA,NA
2071,ssp585,NA,-34.71,-5.73,-5.49,16.63,13.53,"Year: 2071
Mean change: -5.7%
SD: ±13.5%",NA,KRZ,NA,NA
2071,ssp585,NA,-30.99,-6.6,-6.64,15.89,15.17,"Year: 2071
Mean change: -6.6%
SD: ±15.2%",NA,SOSS,NA,NA
2071,ssp585,NA,-23.02,6.03,0.93,42.52,21.91,"Year: 2071
Mean change: 6%
SD: ±21.9%",NA,SRZ,NA,NA
2072,ssp126,NA,-26.06,-7.96,-6.92,2.33,9.25,"Year: 2072
Mean change: -8%
SD: ±9.2%",NA,GPZi,NA,NA
2072,ssp126,NA,-10.81,1.57,-1.23,19.74,10.39,"Year: 2072
Mean change: 1.6%
SD: ±10.4%",NA,GPZii,NA,NA
2072,ssp126,NA,-65.93,-15.58,-10.34,6.35,19.81,"Year: 2072
Mean change: -15.6%
SD: ±19.8%",NA,GPZiii,NA,NA
2072,ssp126,NA,-36.84,-1.59,-2.8,19.27,16.86,"Year: 2072
Mean change: -1.6%
SD: ±16.9%",NA,KRZ,NA,NA
2072,ssp126,NA,-34.41,-8.17,-8.22,22.58,16.74,"Year: 2072
Mean change: -8.2%
SD: ±16.7%",NA,SOSS,NA,NA
2072,ssp126,NA,-40.64,-11.74,-12.53,24.48,19.78,"Year: 2072
Mean change: -11.7%
SD: ±19.8%",NA,SRZ,NA,NA
2072,ssp585,NA,-20.7,-2.9,-3.12,14.71,11.66,"Year: 2072
Mean change: -2.9%
SD: ±11.7%",NA,GPZi,NA,NA
2072,ssp585,NA,-19.03,-6.06,-7.31,8.25,7.86,"Year: 2072
Mean change: -6.1%
SD: ±7.9%",NA,GPZii,NA,NA
2072,ssp585,NA,-61.94,-16.6,-11.2,11.3,20.89,"Year: 2072
Mean change: -16.6%
SD: ±20.9%",NA,GPZiii,NA,NA
2072,ssp585,NA,-34.66,-6.19,-7.06,8.35,12.83,"Year: 2072
Mean change: -6.2%
SD: ±12.8%",NA,KRZ,NA,NA
2072,ssp585,NA,-31.17,1.55,0.99,29,17.25,"Year: 2072
Mean change: 1.6%
SD: ±17.2%",NA,SOSS,NA,NA
2072,ssp585,NA,-23.01,13.76,10.16,50.89,24.18,"Year: 2072
Mean change: 13.8%
SD: ±24.2%",NA,SRZ,NA,NA
2073,ssp126,NA,-26.19,-7.56,-7.45,8.18,10.18,"Year: 2073
Mean change: -7.6%
SD: ±10.2%",NA,GPZi,NA,NA
2073,ssp126,NA,-11.4,-1.86,-4.53,13.78,7.57,"Year: 2073
Mean change: -1.9%
SD: ±7.6%",NA,GPZii,NA,NA
2073,ssp126,NA,-66.13,-17.47,-17.17,11.63,21.21,"Year: 2073
Mean change: -17.5%
SD: ±21.2%",NA,GPZiii,NA,NA
2073,ssp126,NA,-36.88,-5.11,-5.17,20.38,14.16,"Year: 2073
Mean change: -5.1%
SD: ±14.2%",NA,KRZ,NA,NA
2073,ssp126,NA,-25.75,-11.75,-12.26,11.54,12.11,"Year: 2073
Mean change: -11.8%
SD: ±12.1%",NA,SOSS,NA,NA
2073,ssp126,NA,-26.37,0.35,0.31,22.77,16.55,"Year: 2073
Mean change: 0.3%
SD: ±16.6%",NA,SRZ,NA,NA
2073,ssp585,NA,-20.66,-5.03,-6.67,16.7,11.95,"Year: 2073
Mean change: -5%
SD: ±11.9%",NA,GPZi,NA,NA
2073,ssp585,NA,-19.33,-2.98,-5.29,18.1,10.48,"Year: 2073
Mean change: -3%
SD: ±10.5%",NA,GPZii,NA,NA
2073,ssp585,NA,-62.34,-16.72,-7.49,1.63,18.88,"Year: 2073
Mean change: -16.7%
SD: ±18.9%",NA,GPZiii,NA,NA
2073,ssp585,NA,-34.62,1.38,-5.24,46.5,23.02,"Year: 2073
Mean change: 1.4%
SD: ±23%",NA,KRZ,NA,NA
2073,ssp585,NA,-30.84,1.02,2.11,37.03,18.74,"Year: 2073
Mean change: 1%
SD: ±18.7%",NA,SOSS,NA,NA
2073,ssp585,NA,-50.62,-10.12,-13.32,35.65,27.45,"Year: 2073
Mean change: -10.1%
SD: ±27.4%",NA,SRZ,NA,NA
2074,ssp126,NA,-26.1,-9.53,-10.35,13.35,10.29,"Year: 2074
Mean change: -9.5%
SD: ±10.3%",NA,GPZi,NA,NA
2074,ssp126,NA,-8.55,-0.44,-1.45,9.48,6.93,"Year: 2074
Mean change: -0.4%
SD: ±6.9%",NA,GPZii,NA,NA
2074,ssp126,NA,-66.31,-22.81,-18.44,-4.54,18.04,"Year: 2074
Mean change: -22.8%
SD: ±18%",NA,GPZiii,NA,NA
2074,ssp126,NA,-37,-11.48,-10.87,9.98,12.53,"Year: 2074
Mean change: -11.5%
SD: ±12.5%",NA,KRZ,NA,NA
2074,ssp126,NA,-24.69,2.67,0.41,40.67,23.07,"Year: 2074
Mean change: 2.7%
SD: ±23.1%",NA,SOSS,NA,NA
2074,ssp126,NA,-26.62,2.35,2.59,39.69,18.01,"Year: 2074
Mean change: 2.4%
SD: ±18%",NA,SRZ,NA,NA
2074,ssp585,NA,-20.64,-1.46,-2.84,13.73,12.09,"Year: 2074
Mean change: -1.5%
SD: ±12.1%",NA,GPZi,NA,NA
2074,ssp585,NA,-20.26,-5.01,-6.74,17.61,12.7,"Year: 2074
Mean change: -5%
SD: ±12.7%",NA,GPZii,NA,NA
2074,ssp585,NA,-62.71,-12.25,-4.83,6.78,21.43,"Year: 2074
Mean change: -12.2%
SD: ±21.4%",NA,GPZiii,NA,NA
2074,ssp585,NA,-34.62,0.31,2.64,20.16,15.31,"Year: 2074
Mean change: 0.3%
SD: ±15.3%",NA,KRZ,NA,NA
2074,ssp585,NA,-30.3,-7.68,-7.03,15.44,15.34,"Year: 2074
Mean change: -7.7%
SD: ±15.3%",NA,SOSS,NA,NA
2074,ssp585,NA,-23.56,4.22,1.89,27.2,15.82,"Year: 2074
Mean change: 4.2%
SD: ±15.8%",NA,SRZ,NA,NA
2075,ssp126,NA,-25.9,-6.76,-8.2,23.37,13.15,"Year: 2075
Mean change: -6.8%
SD: ±13.2%",NA,GPZi,NA,NA
2075,ssp126,NA,-7.75,-1.13,-1.51,6.57,6.06,"Year: 2075
Mean change: -1.1%
SD: ±6.1%",NA,GPZii,NA,NA
2075,ssp126,NA,-66.46,-13.29,-13.68,34.68,26.83,"Year: 2075
Mean change: -13.3%
SD: ±26.8%",NA,GPZiii,NA,NA
2075,ssp126,NA,-37.16,-11.02,-8.61,3.2,11.39,"Year: 2075
Mean change: -11%
SD: ±11.4%",NA,KRZ,NA,NA
2075,ssp126,NA,-24.42,-8.35,-5.98,7.65,10.44,"Year: 2075
Mean change: -8.3%
SD: ±10.4%",NA,SOSS,NA,NA
2075,ssp126,NA,-26.68,3.9,3.31,42.36,19.59,"Year: 2075
Mean change: 3.9%
SD: ±19.6%",NA,SRZ,NA,NA
2075,ssp585,NA,-20.59,-0.15,-1.64,15.03,12.59,"Year: 2075
Mean change: -0.1%
SD: ±12.6%",NA,GPZi,NA,NA
2075,ssp585,NA,-21.59,-6.47,-4.8,8.12,8.56,"Year: 2075
Mean change: -6.5%
SD: ±8.6%",NA,GPZii,NA,NA
2075,ssp585,NA,-63.07,-13.84,-8.83,16.35,22.04,"Year: 2075
Mean change: -13.8%
SD: ±22%",NA,GPZiii,NA,NA
2075,ssp585,NA,-34.75,-0.93,-0.7,23.47,16.11,"Year: 2075
Mean change: -0.9%
SD: ±16.1%",NA,KRZ,NA,NA
2075,ssp585,NA,-30.04,5.7,6.42,39.13,20.39,"Year: 2075
Mean change: 5.7%
SD: ±20.4%",NA,SOSS,NA,NA
2075,ssp585,NA,-23.71,1.8,2.51,21.23,13.63,"Year: 2075
Mean change: 1.8%
SD: ±13.6%",NA,SRZ,NA,NA
2076,ssp126,NA,-25.41,-7.57,-8.69,18.31,12.23,"Year: 2076
Mean change: -7.6%
SD: ±12.2%",NA,GPZi,NA,NA
2076,ssp126,NA,-12.35,-1.72,-5.04,7.79,7.56,"Year: 2076
Mean change: -1.7%
SD: ±7.6%",NA,GPZii,NA,NA
2076,ssp126,NA,-66.5,-21.77,-17.23,-6.13,17.49,"Year: 2076
Mean change: -21.8%
SD: ±17.5%",NA,GPZiii,NA,NA
2076,ssp126,NA,-37.19,-12.09,-10.05,4.79,10.99,"Year: 2076
Mean change: -12.1%
SD: ±11%",NA,KRZ,NA,NA
2076,ssp126,NA,-26.97,-2.94,-5.05,28.11,19.11,"Year: 2076
Mean change: -2.9%
SD: ±19.1%",NA,SOSS,NA,NA
2076,ssp126,NA,-26.5,-1.11,-5.64,29.99,16.57,"Year: 2076
Mean change: -1.1%
SD: ±16.6%",NA,SRZ,NA,NA
2076,ssp585,NA,-20.52,-2.91,-5.63,12.97,11.53,"Year: 2076
Mean change: -2.9%
SD: ±11.5%",NA,GPZi,NA,NA
2076,ssp585,NA,-22.63,-7.56,-6.06,13.13,9.94,"Year: 2076
Mean change: -7.6%
SD: ±9.9%",NA,GPZii,NA,NA
2076,ssp585,NA,-63.4,-15.5,-10.12,10.89,21.14,"Year: 2076
Mean change: -15.5%
SD: ±21.1%",NA,GPZiii,NA,NA
2076,ssp585,NA,-34.94,0.69,5.28,20.72,15.51,"Year: 2076
Mean change: 0.7%
SD: ±15.5%",NA,KRZ,NA,NA
2076,ssp585,NA,-29.64,-4.19,-1.15,23.59,18.18,"Year: 2076
Mean change: -4.2%
SD: ±18.2%",NA,SOSS,NA,NA
2076,ssp585,NA,-26.39,-0.53,-0.25,37.71,20.5,"Year: 2076
Mean change: -0.5%
SD: ±20.5%",NA,SRZ,NA,NA
2077,ssp126,NA,-24.69,-5.88,-6.44,8.3,10.59,"Year: 2077
Mean change: -5.9%
SD: ±10.6%",NA,GPZi,NA,NA
2077,ssp126,NA,-11.11,-0.61,-3.09,13.04,8.79,"Year: 2077
Mean change: -0.6%
SD: ±8.8%",NA,GPZii,NA,NA
2077,ssp126,NA,-66.46,-11.18,-4.12,20.64,23.38,"Year: 2077
Mean change: -11.2%
SD: ±23.4%",NA,GPZiii,NA,NA
2077,ssp126,NA,-37.01,-11.99,-10.97,2.83,10.03,"Year: 2077
Mean change: -12%
SD: ±10%",NA,KRZ,NA,NA
2077,ssp126,NA,-24.76,-8.79,-8.28,14.92,13.03,"Year: 2077
Mean change: -8.8%
SD: ±13%",NA,SOSS,NA,NA
2077,ssp126,NA,-26.16,1.06,2.62,20.95,17.89,"Year: 2077
Mean change: 1.1%
SD: ±17.9%",NA,SRZ,NA,NA
2077,ssp585,NA,-20.48,-3.92,-4.62,8.92,9.35,"Year: 2077
Mean change: -3.9%
SD: ±9.3%",NA,GPZi,NA,NA
2077,ssp585,NA,-23.25,-5.8,-6.38,10.01,10.1,"Year: 2077
Mean change: -5.8%
SD: ±10.1%",NA,GPZii,NA,NA
2077,ssp585,NA,-63.73,-14.65,-10.22,2.34,19.92,"Year: 2077
Mean change: -14.7%
SD: ±19.9%",NA,GPZiii,NA,NA
2077,ssp585,NA,-35.22,-0.92,4.28,15.77,14.23,"Year: 2077
Mean change: -0.9%
SD: ±14.2%",NA,KRZ,NA,NA
2077,ssp585,NA,-29.39,4.18,3.66,30.65,20.06,"Year: 2077
Mean change: 4.2%
SD: ±20.1%",NA,SOSS,NA,NA
2077,ssp585,NA,-23.7,1.16,2.69,23.65,15.57,"Year: 2077
Mean change: 1.2%
SD: ±15.6%",NA,SRZ,NA,NA
2078,ssp126,NA,-24.08,-6.21,-4.73,14.73,10.97,"Year: 2078
Mean change: -6.2%
SD: ±11%",NA,GPZi,NA,NA
2078,ssp126,NA,-10.31,-1.74,-4.35,9.16,6.87,"Year: 2078
Mean change: -1.7%
SD: ±6.9%",NA,GPZii,NA,NA
2078,ssp126,NA,-66.36,-12.39,-6.78,27.84,26.75,"Year: 2078
Mean change: -12.4%
SD: ±26.8%",NA,GPZiii,NA,NA
2078,ssp126,NA,-36.61,-3.49,-7.69,23.97,17.5,"Year: 2078
Mean change: -3.5%
SD: ±17.5%",NA,KRZ,NA,NA
2078,ssp126,NA,-23.03,-3.62,-4.5,40.11,18.99,"Year: 2078
Mean change: -3.6%
SD: ±19%",NA,SOSS,NA,NA
2078,ssp126,NA,-28.23,-4.67,-9.99,32.91,21.97,"Year: 2078
Mean change: -4.7%
SD: ±22%",NA,SRZ,NA,NA
2078,ssp585,NA,-20.41,-0.24,-1.46,23.52,13.98,"Year: 2078
Mean change: -0.2%
SD: ±14%",NA,GPZi,NA,NA
2078,ssp585,NA,-23.27,-7.54,-10.02,7.57,8.33,"Year: 2078
Mean change: -7.5%
SD: ±8.3%",NA,GPZii,NA,NA
2078,ssp585,NA,-64.08,-13.38,-7.94,22.99,23.96,"Year: 2078
Mean change: -13.4%
SD: ±24%",NA,GPZiii,NA,NA
2078,ssp585,NA,-35.7,0.17,2.83,18.22,15.73,"Year: 2078
Mean change: 0.2%
SD: ±15.7%",NA,KRZ,NA,NA
2078,ssp585,NA,-38.33,-8.58,-5.38,37.05,22.42,"Year: 2078
Mean change: -8.6%
SD: ±22.4%",NA,SOSS,NA,NA
2078,ssp585,NA,-33.73,9.69,13.51,57.92,28.62,"Year: 2078
Mean change: 9.7%
SD: ±28.6%",NA,SRZ,NA,NA
2079,ssp126,NA,-23.48,-6.03,-5.27,13.41,10.8,"Year: 2079
Mean change: -6%
SD: ±10.8%",NA,GPZi,NA,NA
2079,ssp126,NA,-16.52,-5.86,-5.63,3.76,6.27,"Year: 2079
Mean change: -5.9%
SD: ±6.3%",NA,GPZii,NA,NA
2079,ssp126,NA,-66.07,-15.38,-5.01,8.73,23.22,"Year: 2079
Mean change: -15.4%
SD: ±23.2%",NA,GPZiii,NA,NA
2079,ssp126,NA,-35.87,-8.73,-6.79,9.33,11.65,"Year: 2079
Mean change: -8.7%
SD: ±11.7%",NA,KRZ,NA,NA
2079,ssp126,NA,-28.18,-6.8,-4.07,16.08,15.32,"Year: 2079
Mean change: -6.8%
SD: ±15.3%",NA,SOSS,NA,NA
2079,ssp126,NA,-32.05,-6.8,-15.29,22.87,20.55,"Year: 2079
Mean change: -6.8%
SD: ±20.6%",NA,SRZ,NA,NA
2079,ssp585,NA,-20.42,-0.41,-0.61,19.84,13.61,"Year: 2079
Mean change: -0.4%
SD: ±13.6%",NA,GPZi,NA,NA
2079,ssp585,NA,-22.81,-6.82,-8.73,16.43,10.51,"Year: 2079
Mean change: -6.8%
SD: ±10.5%",NA,GPZii,NA,NA
2079,ssp585,NA,-64.41,-13.96,-7.85,20.7,25.66,"Year: 2079
Mean change: -14%
SD: ±25.7%",NA,GPZiii,NA,NA
2079,ssp585,NA,-36.08,0.46,2.43,30.24,17.72,"Year: 2079
Mean change: 0.5%
SD: ±17.7%",NA,KRZ,NA,NA
2079,ssp585,NA,-29.76,-0.95,0.89,28.76,17.99,"Year: 2079
Mean change: -0.9%
SD: ±18%",NA,SOSS,NA,NA
2079,ssp585,NA,-22.9,11.21,12.72,49.77,22.43,"Year: 2079
Mean change: 11.2%
SD: ±22.4%",NA,SRZ,NA,NA
2080,ssp126,NA,-22.75,-2.72,-2.39,15.34,11.91,"Year: 2080
Mean change: -2.7%
SD: ±11.9%",NA,GPZi,NA,NA
2080,ssp126,NA,-17.15,-7.11,-7.26,3.1,7.67,"Year: 2080
Mean change: -7.1%
SD: ±7.7%",NA,GPZii,NA,NA
2080,ssp126,NA,-65.74,-20.88,-16.52,0.09,19.83,"Year: 2080
Mean change: -20.9%
SD: ±19.8%",NA,GPZiii,NA,NA
2080,ssp126,NA,-34.93,-5.81,-3.58,17.05,15.85,"Year: 2080
Mean change: -5.8%
SD: ±15.8%",NA,KRZ,NA,NA
2080,ssp126,NA,-32.13,-9.73,-8.67,7.34,14.12,"Year: 2080
Mean change: -9.7%
SD: ±14.1%",NA,SOSS,NA,NA
2080,ssp126,NA,-25.15,11.76,13.37,44.04,22.74,"Year: 2080
Mean change: 11.8%
SD: ±22.7%",NA,SRZ,NA,NA
2080,ssp585,NA,-20.49,-2.79,-1.24,11.92,10.08,"Year: 2080
Mean change: -2.8%
SD: ±10.1%",NA,GPZi,NA,NA
2080,ssp585,NA,-22.33,-8.56,-10.22,15.54,10.88,"Year: 2080
Mean change: -8.6%
SD: ±10.9%",NA,GPZii,NA,NA
2080,ssp585,NA,-64.7,-13.76,-6.32,18.79,24.9,"Year: 2080
Mean change: -13.8%
SD: ±24.9%",NA,GPZiii,NA,NA
2080,ssp585,NA,-36.23,-2,-1.4,19.79,15.65,"Year: 2080
Mean change: -2%
SD: ±15.7%",NA,KRZ,NA,NA
2080,ssp585,NA,-30.49,-2.53,-0.36,34.77,21.29,"Year: 2080
Mean change: -2.5%
SD: ±21.3%",NA,SOSS,NA,NA
2080,ssp585,NA,-22.41,8.36,11.38,31.89,16.25,"Year: 2080
Mean change: 8.4%
SD: ±16.2%",NA,SRZ,NA,NA
2081,ssp126,NA,-21.99,-4.36,-4.16,18.89,13.31,"Year: 2081
Mean change: -4.4%
SD: ±13.3%",NA,GPZi,NA,NA
2081,ssp126,NA,-14.93,-2.43,-1.59,10.42,8.88,"Year: 2081
Mean change: -2.4%
SD: ±8.9%",NA,GPZii,NA,NA
2081,ssp126,NA,-65.43,-15.47,-10.25,13.22,21.78,"Year: 2081
Mean change: -15.5%
SD: ±21.8%",NA,GPZiii,NA,NA
2081,ssp126,NA,-33.9,-2.53,-1.63,16.53,15.71,"Year: 2081
Mean change: -2.5%
SD: ±15.7%",NA,KRZ,NA,NA
2081,ssp126,NA,-26.27,0.16,-3.23,44.96,25.26,"Year: 2081
Mean change: 0.2%
SD: ±25.3%",NA,SOSS,NA,NA
2081,ssp126,NA,-29.86,-0.42,-4.14,41.77,24.06,"Year: 2081
Mean change: -0.4%
SD: ±24.1%",NA,SRZ,NA,NA
