year,scenario,subregion,min_change,mean_change,median_change,max_change,sd_change,tooltip
2075,ssp585,5843a,-14.11,-5.75,-7.36,4.87,6.09,"Year: 2075
Mean change: -5.8%
SD: ±6.1%"
2075,ssp585,5843b,-4.48,3.86,2.91,24.3,8.12,"Year: 2075
Mean change: 3.9%
SD: ±8.1%"
2075,ssp585,5844a,-20.9,-6.81,-8.05,7.65,7.89,"Year: 2075
Mean change: -6.8%
SD: ±7.9%"
2075,ssp585,5844b,-18.72,-7.03,-8.48,7.7,7.15,"Year: 2075
Mean change: -7%
SD: ±7.2%"
2075,ssp585,5851,-30.39,-12.84,-12.17,3.45,10.3,"Year: 2075
Mean change: -12.8%
SD: ±10.3%"
2075,ssp585,5852,-17.39,-9.97,-11,2.6,5.93,"Year: 2075
Mean change: -10%
SD: ±5.9%"
2075,ssp585,586,-33.17,-10.99,-8.82,4.15,12.89,"Year: 2075
Mean change: -11%
SD: ±12.9%"
2075,ssp585,587,-35.35,-11.75,-9.99,2.75,12.74,"Year: 2075
Mean change: -11.8%
SD: ±12.7%"
2075,ssp585,881,-26.79,-3.33,-4.5,14.05,12.62,"Year: 2075
Mean change: -3.3%
SD: ±12.6%"
2075,ssp585,882,-28.34,-6.51,-5.24,0.88,8.56,"Year: 2075
Mean change: -6.5%
SD: ±8.6%"
2075,ssp585,883,-10.07,-0.68,-1.81,9.7,6.32,"Year: 2075
Mean change: -0.7%
SD: ±6.3%"
2076,ssp126,481,-15.98,-1.36,-1.97,15.42,10.03,"Year: 2076
Mean change: -1.4%
SD: ±10%"
2076,ssp126,482,-22.76,-4.12,-0.26,8.99,10.23,"Year: 2076
Mean change: -4.1%
SD: ±10.2%"
2076,ssp126,483,-4.08,2.58,0.55,13.3,6.3,"Year: 2076
Mean change: 2.6%
SD: ±6.3%"
2076,ssp126,484,-13.93,-1.99,-2.46,12.53,8.55,"Year: 2076
Mean change: -2%
SD: ±8.6%"
2076,ssp126,485,-21.2,-7.57,-7.17,6.38,8.55,"Year: 2076
Mean change: -7.6%
SD: ±8.6%"
2076,ssp126,486,-4.4,-0.65,-1.47,7.36,3.23,"Year: 2076
Mean change: -0.7%
SD: ±3.2%"
2076,ssp126,5841,-10.97,-2.07,-3.42,17.02,8.15,"Year: 2076
Mean change: -2.1%
SD: ±8.2%"
2076,ssp126,5842,-4.75,2.83,4.04,15.26,6.45,"Year: 2076
Mean change: 2.8%
SD: ±6.4%"
2076,ssp126,5843a,-7.26,0.5,0.35,7.94,4.63,"Year: 2076
Mean change: 0.5%
SD: ±4.6%"
2076,ssp126,5843b,-7.46,2.78,2.96,23.57,8.65,"Year: 2076
Mean change: 2.8%
SD: ±8.7%"
2076,ssp126,5844a,-7.05,-1.63,-2.44,3.91,3.31,"Year: 2076
Mean change: -1.6%
SD: ±3.3%"
2076,ssp126,5844b,-5.6,-0.55,0.04,2.65,2.57,"Year: 2076
Mean change: -0.6%
SD: ±2.6%"
2076,ssp126,5851,-14.15,-3.98,-2.09,3.54,5.65,"Year: 2076
Mean change: -4%
SD: ±5.7%"
2076,ssp126,5852,-11.25,-1.96,-2.3,7.32,5.58,"Year: 2076
Mean change: -2%
SD: ±5.6%"
2076,ssp126,586,-22.95,-2.77,-1.4,7.15,8.82,"Year: 2076
Mean change: -2.8%
SD: ±8.8%"
2076,ssp126,587,-17.82,-5.41,-5.14,3.63,6.41,"Year: 2076
Mean change: -5.4%
SD: ±6.4%"
2076,ssp126,881,-27.21,-7.22,-6.6,3.39,8.92,"Year: 2076
Mean change: -7.2%
SD: ±8.9%"
2076,ssp126,882,-25.47,-7.17,-6.68,2.16,7.3,"Year: 2076
Mean change: -7.2%
SD: ±7.3%"
2076,ssp126,883,-9.23,-3.48,-2.85,-0.66,2.43,"Year: 2076
Mean change: -3.5%
SD: ±2.4%"
2076,ssp585,481,-9.45,6.64,5.24,21.81,10.67,"Year: 2076
Mean change: 6.6%
SD: ±10.7%"
2076,ssp585,482,-20.69,-2.47,0.32,8.61,9.99,"Year: 2076
Mean change: -2.5%
SD: ±10%"
2076,ssp585,483,-14.99,-4.93,-8.32,9.02,8.19,"Year: 2076
Mean change: -4.9%
SD: ±8.2%"
2076,ssp585,484,-15.41,-3.68,-1.36,6.39,6.9,"Year: 2076
Mean change: -3.7%
SD: ±6.9%"
2076,ssp585,485,-4.79,12.29,10.47,35.44,13.1,"Year: 2076
Mean change: 12.3%
SD: ±13.1%"
2076,ssp585,486,-9.88,-0.66,-1.02,12.46,7.41,"Year: 2076
Mean change: -0.7%
SD: ±7.4%"
2076,ssp585,5841,-11.89,-1.52,-4.22,15.02,9.42,"Year: 2076
Mean change: -1.5%
SD: ±9.4%"
2076,ssp585,5842,4.46,14.7,13.58,31.54,8.66,"Year: 2076
Mean change: 14.7%
SD: ±8.7%"
2076,ssp585,5843a,-14.35,-5.2,-6.68,11.69,8.03,"Year: 2076
Mean change: -5.2%
SD: ±8%"
2076,ssp585,5843b,-12.83,2.91,3.28,22.46,9.85,"Year: 2076
Mean change: 2.9%
SD: ±9.8%"
2076,ssp585,5844a,-22.44,-6.78,-7.41,10.32,9.64,"Year: 2076
Mean change: -6.8%
SD: ±9.6%"
2076,ssp585,5844b,-19.56,-6.78,-6.98,15.45,9.37,"Year: 2076
Mean change: -6.8%
SD: ±9.4%"
2076,ssp585,5851,-24.32,-10.17,-10.92,8.06,9.94,"Year: 2076
Mean change: -10.2%
SD: ±9.9%"
2076,ssp585,5852,-19.22,-9.77,-10.99,7.75,7.76,"Year: 2076
Mean change: -9.8%
SD: ±7.8%"
2076,ssp585,586,-25.47,-8.57,-7.63,8.05,10.86,"Year: 2076
Mean change: -8.6%
SD: ±10.9%"
2076,ssp585,587,-30.6,-11.78,-10.24,3.92,11.97,"Year: 2076
Mean change: -11.8%
SD: ±12%"
2076,ssp585,881,-26.95,-6,-8.07,8.12,10.24,"Year: 2076
Mean change: -6%
SD: ±10.2%"
2076,ssp585,882,-28.4,-8.53,-8.55,5.81,8.66,"Year: 2076
Mean change: -8.5%
SD: ±8.7%"
2076,ssp585,883,-10.2,-1.56,-2.02,10.2,5.69,"Year: 2076
Mean change: -1.6%
SD: ±5.7%"
2077,ssp126,481,-21.95,-2.66,-2.04,8.93,10.52,"Year: 2077
Mean change: -2.7%
SD: ±10.5%"
2077,ssp126,482,-22.41,-5.66,-1.44,2.54,8.98,"Year: 2077
Mean change: -5.7%
SD: ±9%"
2077,ssp126,483,-7.24,-1.75,-1.65,3.17,3.73,"Year: 2077
Mean change: -1.8%
SD: ±3.7%"
2077,ssp126,484,-13.09,-3.93,-5.8,10.4,8.18,"Year: 2077
Mean change: -3.9%
SD: ±8.2%"
2077,ssp126,485,-25.25,-4.38,-5.08,32.84,16.92,"Year: 2077
Mean change: -4.4%
SD: ±16.9%"
2077,ssp126,486,-6.57,-1.19,-1.49,7.51,4.36,"Year: 2077
Mean change: -1.2%
SD: ±4.4%"
2077,ssp126,5841,-17.94,-5.67,-6.49,20.48,10.92,"Year: 2077
Mean change: -5.7%
SD: ±10.9%"
2077,ssp126,5842,-10.98,3.6,3.18,15.83,7.98,"Year: 2077
Mean change: 3.6%
SD: ±8%"
2077,ssp126,5843a,-8.42,-3.13,-3.34,3.08,3.82,"Year: 2077
Mean change: -3.1%
SD: ±3.8%"
2077,ssp126,5843b,-9.35,1.63,1.6,25.96,9.96,"Year: 2077
Mean change: 1.6%
SD: ±10%"
2077,ssp126,5844a,-6.53,-3.27,-4.31,3.5,3.39,"Year: 2077
Mean change: -3.3%
SD: ±3.4%"
2077,ssp126,5844b,-6.36,-2.64,-3.54,3.19,3.38,"Year: 2077
Mean change: -2.6%
SD: ±3.4%"
2077,ssp126,5851,-14.1,-5.15,-4.08,1.08,5.58,"Year: 2077
Mean change: -5.2%
SD: ±5.6%"
2077,ssp126,5852,-10.72,-4.54,-4.82,1.82,4.19,"Year: 2077
Mean change: -4.5%
SD: ±4.2%"
2077,ssp126,586,-18.01,-0.46,-0.93,20.09,10.11,"Year: 2077
Mean change: -0.5%
SD: ±10.1%"
2077,ssp126,587,-23.31,-4.51,-6.06,11.75,9.65,"Year: 2077
Mean change: -4.5%
SD: ±9.7%"
2077,ssp126,881,-26.74,-6.2,-4.9,4.24,9.19,"Year: 2077
Mean change: -6.2%
SD: ±9.2%"
2077,ssp126,882,-25.54,-5.17,-5.04,9.53,8.81,"Year: 2077
Mean change: -5.2%
SD: ±8.8%"
2077,ssp126,883,-9.68,0.27,-1.04,10.49,6.01,"Year: 2077
Mean change: 0.3%
SD: ±6%"
2077,ssp585,481,-13.88,2.16,5.18,20.09,10.81,"Year: 2077
Mean change: 2.2%
SD: ±10.8%"
2077,ssp585,482,-20.28,-3.16,-0.75,10.83,11.33,"Year: 2077
Mean change: -3.2%
SD: ±11.3%"
2077,ssp585,483,-16.11,-4.91,-9.05,7.09,8.67,"Year: 2077
Mean change: -4.9%
SD: ±8.7%"
2077,ssp585,484,-16.77,-5.94,-5.91,4.34,6.94,"Year: 2077
Mean change: -5.9%
SD: ±6.9%"
2077,ssp585,485,-5.21,8.73,3.61,35.85,15.36,"Year: 2077
Mean change: 8.7%
SD: ±15.4%"
2077,ssp585,486,-11.61,-1.4,-1.58,13.14,7.15,"Year: 2077
Mean change: -1.4%
SD: ±7.2%"
2077,ssp585,5841,-11.91,0.14,0.04,11.39,7.56,"Year: 2077
Mean change: 0.1%
SD: ±7.6%"
2077,ssp585,5842,-2.44,12.96,12.86,28.13,9.96,"Year: 2077
Mean change: 13%
SD: ±10%"
2077,ssp585,5843a,-14.61,-4.73,-6.81,16.82,10.02,"Year: 2077
Mean change: -4.7%
SD: ±10%"
2077,ssp585,5843b,-9.02,3.61,2.96,16.22,7.34,"Year: 2077
Mean change: 3.6%
SD: ±7.3%"
2077,ssp585,5844a,-24.14,-8.79,-8.88,4.97,8.3,"Year: 2077
Mean change: -8.8%
SD: ±8.3%"
2077,ssp585,5844b,-20.77,-7.17,-8.49,8.51,8.57,"Year: 2077
Mean change: -7.2%
SD: ±8.6%"
2077,ssp585,5851,-25.37,-11.03,-10.55,3.56,9.52,"Year: 2077
Mean change: -11%
SD: ±9.5%"
2077,ssp585,5852,-19.29,-9.61,-11.23,2.84,7.37,"Year: 2077
Mean change: -9.6%
SD: ±7.4%"
2077,ssp585,586,-31.33,-9.99,-10.42,7.94,12.13,"Year: 2077
Mean change: -10%
SD: ±12.1%"
2077,ssp585,587,-37.89,-13.6,-12,1.96,12.87,"Year: 2077
Mean change: -13.6%
SD: ±12.9%"
2077,ssp585,881,-27.23,-5.83,-4.22,4.48,9.61,"Year: 2077
Mean change: -5.8%
SD: ±9.6%"
2077,ssp585,882,-28.53,-8.48,-8.26,1.27,8.16,"Year: 2077
Mean change: -8.5%
SD: ±8.2%"
2077,ssp585,883,-10.21,-2.18,-1.53,6.68,5.4,"Year: 2077
Mean change: -2.2%
SD: ±5.4%"
2078,ssp126,481,-12.27,2.63,2.76,15.64,8.82,"Year: 2078
Mean change: 2.6%
SD: ±8.8%"
2078,ssp126,482,-21.98,-5.47,-4.55,15.49,10.97,"Year: 2078
Mean change: -5.5%
SD: ±11%"
2078,ssp126,483,-10.01,-1.2,-3.15,11.8,5.94,"Year: 2078
Mean change: -1.2%
SD: ±5.9%"
2078,ssp126,484,-15.98,-7.85,-8.68,1.35,5.15,"Year: 2078
Mean change: -7.8%
SD: ±5.2%"
2078,ssp126,485,-41.48,-8.59,-11.56,31.58,22.91,"Year: 2078
Mean change: -8.6%
SD: ±22.9%"
2078,ssp126,486,-9.43,-3.75,-4.55,6.98,4.44,"Year: 2078
Mean change: -3.8%
SD: ±4.4%"
2078,ssp126,5841,-13.58,-3.08,-5.1,18.62,9.2,"Year: 2078
Mean change: -3.1%
SD: ±9.2%"
2078,ssp126,5842,-5.39,3.8,3.41,13.98,7.44,"Year: 2078
Mean change: 3.8%
SD: ±7.4%"
2078,ssp126,5843a,-8.11,-4.14,-4.93,2.76,3.71,"Year: 2078
Mean change: -4.1%
SD: ±3.7%"
2078,ssp126,5843b,-11.19,-0.64,-3.9,23.24,10.14,"Year: 2078
Mean change: -0.6%
SD: ±10.1%"
2078,ssp126,5844a,-7.89,-2.36,-3.92,4.72,4.83,"Year: 2078
Mean change: -2.4%
SD: ±4.8%"
2078,ssp126,5844b,-8.42,-4.22,-4.58,1.72,3.83,"Year: 2078
Mean change: -4.2%
SD: ±3.8%"
2078,ssp126,5851,-13.59,-5.22,-5.18,1.27,4.84,"Year: 2078
Mean change: -5.2%
SD: ±4.8%"
2078,ssp126,5852,-8.98,-5.45,-6.81,1.56,3.36,"Year: 2078
Mean change: -5.4%
SD: ±3.4%"
2078,ssp126,586,-12.24,-2.47,-4.44,11.21,7.56,"Year: 2078
Mean change: -2.5%
SD: ±7.6%"
2078,ssp126,587,-13.22,-5.77,-5.74,1.29,4.56,"Year: 2078
Mean change: -5.8%
SD: ±4.6%"
2078,ssp126,881,-26.11,-5.27,-5,9.67,10.4,"Year: 2078
Mean change: -5.3%
SD: ±10.4%"
2078,ssp126,882,-25.55,-9.17,-7.4,3.04,7.71,"Year: 2078
Mean change: -9.2%
SD: ±7.7%"
2078,ssp126,883,-9.79,-2.71,-2.48,4.03,4,"Year: 2078
Mean change: -2.7%
SD: ±4%"
2078,ssp585,481,-12.82,3.02,5.09,17.73,10.1,"Year: 2078
Mean change: 3%
SD: ±10.1%"
2078,ssp585,482,-20.55,-4.65,-3.51,13.15,9.95,"Year: 2078
Mean change: -4.7%
SD: ±9.9%"
2078,ssp585,483,-16.76,-6.75,-7.96,4.74,7.02,"Year: 2078
Mean change: -6.8%
SD: ±7%"
2078,ssp585,484,-17.8,-4,-3.22,6.08,7.48,"Year: 2078
Mean change: -4%
SD: ±7.5%"
2078,ssp585,485,-5.69,10.91,8.65,29.93,11.78,"Year: 2078
Mean change: 10.9%
SD: ±11.8%"
2078,ssp585,486,-13.02,-1.07,-1.49,15.72,7.28,"Year: 2078
Mean change: -1.1%
SD: ±7.3%"
2078,ssp585,5841,-10.63,-1.66,-4.07,12.79,7.75,"Year: 2078
Mean change: -1.7%
SD: ±7.8%"
2078,ssp585,5842,0.98,12.79,11.48,31.39,10.64,"Year: 2078
Mean change: 12.8%
SD: ±10.6%"
2078,ssp585,5843a,-15.02,-6.3,-9.01,4.28,7.29,"Year: 2078
Mean change: -6.3%
SD: ±7.3%"
2078,ssp585,5843b,-4.9,2.8,1.86,17.88,7.1,"Year: 2078
Mean change: 2.8%
SD: ±7.1%"
2078,ssp585,5844a,-25.58,-8.77,-9.91,1.41,7.84,"Year: 2078
Mean change: -8.8%
SD: ±7.8%"
2078,ssp585,5844b,-21.89,-9.17,-11.36,3.13,7.06,"Year: 2078
Mean change: -9.2%
SD: ±7.1%"
2078,ssp585,5851,-32.55,-14.13,-13.62,2.27,10.67,"Year: 2078
Mean change: -14.1%
SD: ±10.7%"
2078,ssp585,5852,-20.26,-11.35,-11.85,1.45,6.77,"Year: 2078
Mean change: -11.3%
SD: ±6.8%"
2078,ssp585,586,-30.33,-11.69,-10.8,3.31,11.34,"Year: 2078
Mean change: -11.7%
SD: ±11.3%"
2078,ssp585,587,-34.14,-12.08,-11.55,4.57,12.72,"Year: 2078
Mean change: -12.1%
SD: ±12.7%"
2078,ssp585,881,-27.53,-4.84,-6.69,12.43,12.19,"Year: 2078
Mean change: -4.8%
SD: ±12.2%"
2078,ssp585,882,-28.8,-7.01,-5.87,8,9.23,"Year: 2078
Mean change: -7%
SD: ±9.2%"
2078,ssp585,883,-10.41,-3.94,-3.79,1.86,3.93,"Year: 2078
Mean change: -3.9%
SD: ±3.9%"
2079,ssp126,481,-10.75,3.72,4.51,14.1,8.77,"Year: 2079
Mean change: 3.7%
SD: ±8.8%"
2079,ssp126,482,-20.95,-4.48,-2.03,10.33,9.96,"Year: 2079
Mean change: -4.5%
SD: ±10%"
2079,ssp126,483,-15.03,-2.05,-0.69,7.39,5.89,"Year: 2079
Mean change: -2%
SD: ±5.9%"
2079,ssp126,484,-12.97,-4.37,-6.51,14.18,8.14,"Year: 2079
Mean change: -4.4%
SD: ±8.1%"
2079,ssp126,485,-19.34,-5.9,-5.47,6.77,10.26,"Year: 2079
Mean change: -5.9%
SD: ±10.3%"
2079,ssp126,486,-8.61,-3.18,-4.02,4.69,3.86,"Year: 2079
Mean change: -3.2%
SD: ±3.9%"
2079,ssp126,5841,-12.85,-4.2,-4.26,14.87,7.97,"Year: 2079
Mean change: -4.2%
SD: ±8%"
2079,ssp126,5842,-8.04,1.33,2.11,11.06,5.62,"Year: 2079
Mean change: 1.3%
SD: ±5.6%"
2079,ssp126,5843a,-8.08,-0.66,-0.78,9.63,4.94,"Year: 2079
Mean change: -0.7%
SD: ±4.9%"
2079,ssp126,5843b,-9.85,-0.68,-1.33,14.97,7.65,"Year: 2079
Mean change: -0.7%
SD: ±7.7%"
2079,ssp126,5844a,-5.95,-2.39,-3.19,5.48,3.67,"Year: 2079
Mean change: -2.4%
SD: ±3.7%"
2079,ssp126,5844b,-7.29,-2.98,-2.53,1.94,3.17,"Year: 2079
Mean change: -3%
SD: ±3.2%"
2079,ssp126,5851,-12.82,-4.09,-3.36,2.63,5.61,"Year: 2079
Mean change: -4.1%
SD: ±5.6%"
2079,ssp126,5852,-14.13,-3.79,-3.39,5.94,5.87,"Year: 2079
Mean change: -3.8%
SD: ±5.9%"
2079,ssp126,586,-18.26,-2.54,-2.85,12.21,8.45,"Year: 2079
Mean change: -2.5%
SD: ±8.4%"
2079,ssp126,587,-18.97,-6.34,-5.86,1.98,6.17,"Year: 2079
Mean change: -6.3%
SD: ±6.2%"
2079,ssp126,881,-25.17,-7.63,-7.78,2.4,7.95,"Year: 2079
Mean change: -7.6%
SD: ±8%"
2079,ssp126,882,-25.36,-6.05,-5.19,3.28,7.82,"Year: 2079
Mean change: -6%
SD: ±7.8%"
2079,ssp126,883,-9.62,0.32,0.33,10.63,5.18,"Year: 2079
Mean change: 0.3%
SD: ±5.2%"
2079,ssp585,481,-7.69,7.17,5.33,19.59,8.36,"Year: 2079
Mean change: 7.2%
SD: ±8.4%"
2079,ssp585,482,-21.06,-2.71,-0.64,6.11,9.34,"Year: 2079
Mean change: -2.7%
SD: ±9.3%"
2079,ssp585,483,-17.45,-5.85,-6.72,6.11,6.91,"Year: 2079
Mean change: -5.8%
SD: ±6.9%"
2079,ssp585,484,-18.57,-5.59,-5.31,1.82,5.82,"Year: 2079
Mean change: -5.6%
SD: ±5.8%"
2079,ssp585,485,-6.34,12.23,13.38,33.59,12.77,"Year: 2079
Mean change: 12.2%
SD: ±12.8%"
2079,ssp585,486,-13.86,-1.45,-1.69,16.36,7.74,"Year: 2079
Mean change: -1.4%
SD: ±7.7%"
2079,ssp585,5841,-14.08,-1.98,-4.13,14.26,8.32,"Year: 2079
Mean change: -2%
SD: ±8.3%"
2079,ssp585,5842,0.68,12.73,9.78,24.63,9.35,"Year: 2079
Mean change: 12.7%
SD: ±9.3%"
2079,ssp585,5843a,-15.64,-5.2,-9.92,15.26,9.9,"Year: 2079
Mean change: -5.2%
SD: ±9.9%"
2079,ssp585,5843b,-10.07,4.1,2.7,27.36,10.52,"Year: 2079
Mean change: 4.1%
SD: ±10.5%"
2079,ssp585,5844a,-26.12,-7.88,-9.26,2.97,8.7,"Year: 2079
Mean change: -7.9%
SD: ±8.7%"
2079,ssp585,5844b,-22.29,-8.7,-8.35,4.14,7.81,"Year: 2079
Mean change: -8.7%
SD: ±7.8%"
2079,ssp585,5851,-25.4,-12.63,-12.64,0.45,8.58,"Year: 2079
Mean change: -12.6%
SD: ±8.6%"
2079,ssp585,5852,-20.61,-12.18,-13.18,-1.31,6.16,"Year: 2079
Mean change: -12.2%
SD: ±6.2%"
2079,ssp585,586,-34.04,-11.4,-9.09,5.74,11.91,"Year: 2079
Mean change: -11.4%
SD: ±11.9%"
2079,ssp585,587,-35.64,-10.71,-10.63,11.23,13.78,"Year: 2079
Mean change: -10.7%
SD: ±13.8%"
2079,ssp585,881,-27.69,-4.88,-6.41,12.28,12.88,"Year: 2079
Mean change: -4.9%
SD: ±12.9%"
2079,ssp585,882,-28.88,-8.09,-6.21,5.85,9.05,"Year: 2079
Mean change: -8.1%
SD: ±9.1%"
2079,ssp585,883,-10.53,-1.95,-1.19,6.01,4.89,"Year: 2079
Mean change: -2%
SD: ±4.9%"
2080,ssp126,481,-12,1.38,4.81,14.53,8.81,"Year: 2080
Mean change: 1.4%
SD: ±8.8%"
2080,ssp126,482,-21.02,-5.55,-3.43,8.9,9.83,"Year: 2080
Mean change: -5.6%
SD: ±9.8%"
2080,ssp126,483,-4.87,0.41,-1.52,13.17,5.24,"Year: 2080
Mean change: 0.4%
SD: ±5.2%"
2080,ssp126,484,-12.87,-4.68,-4.48,5.61,5.26,"Year: 2080
Mean change: -4.7%
SD: ±5.3%"
2080,ssp126,485,-28.18,-7.85,-5.08,6.04,10.52,"Year: 2080
Mean change: -7.8%
SD: ±10.5%"
2080,ssp126,486,-6.18,-0.4,-1.31,6.52,3.91,"Year: 2080
Mean change: -0.4%
SD: ±3.9%"
2080,ssp126,5841,-13.97,-3.28,-4.23,16.52,8.37,"Year: 2080
Mean change: -3.3%
SD: ±8.4%"
2080,ssp126,5842,-1.07,4.29,4.48,11.41,4.54,"Year: 2080
Mean change: 4.3%
SD: ±4.5%"
2080,ssp126,5843a,-9.06,-0.92,-0.93,10.7,5.88,"Year: 2080
Mean change: -0.9%
SD: ±5.9%"
2080,ssp126,5843b,-10.21,-0.23,0.77,12.4,6.99,"Year: 2080
Mean change: -0.2%
SD: ±7%"
2080,ssp126,5844a,-6.32,-2.9,-2.83,2.16,2.93,"Year: 2080
Mean change: -2.9%
SD: ±2.9%"
2080,ssp126,5844b,-6.69,-1.63,-1.61,5.95,3.41,"Year: 2080
Mean change: -1.6%
SD: ±3.4%"
2080,ssp126,5851,-12.38,-3.2,-2.49,3.13,4.95,"Year: 2080
Mean change: -3.2%
SD: ±5%"
2080,ssp126,5852,-8.71,-3.94,-3.74,2.11,3.87,"Year: 2080
Mean change: -3.9%
SD: ±3.9%"
2080,ssp126,586,-13.98,-1.23,-2.55,12.74,8.64,"Year: 2080
Mean change: -1.2%
SD: ±8.6%"
2080,ssp126,587,-15.7,-6.25,-5.92,2.12,5.64,"Year: 2080
Mean change: -6.2%
SD: ±5.6%"
2080,ssp126,881,-24.43,-7.94,-7.97,-0.34,7.14,"Year: 2080
Mean change: -7.9%
SD: ±7.1%"
2080,ssp126,882,-25.03,-7.22,-6.25,-0.6,6.95,"Year: 2080
Mean change: -7.2%
SD: ±7%"
2080,ssp126,883,-9.31,-0.83,-0.76,5.53,4.01,"Year: 2080
Mean change: -0.8%
SD: ±4%"
2080,ssp585,481,-7.83,4.74,6.07,16.29,9.61,"Year: 2080
Mean change: 4.7%
SD: ±9.6%"
2080,ssp585,482,-21.51,-3.98,-3.72,9.53,10.13,"Year: 2080
Mean change: -4%
SD: ±10.1%"
2080,ssp585,483,-18.08,-5.17,-4.78,6.49,8.56,"Year: 2080
Mean change: -5.2%
SD: ±8.6%"
2080,ssp585,484,-19.25,-5.16,-5.16,1.92,6.29,"Year: 2080
Mean change: -5.2%
SD: ±6.3%"
2080,ssp585,485,-10.03,7.77,6.49,39.92,17.06,"Year: 2080
Mean change: 7.8%
SD: ±17.1%"
2080,ssp585,486,-14.19,-1.93,-2.51,14.51,7.71,"Year: 2080
Mean change: -1.9%
SD: ±7.7%"
2080,ssp585,5841,-13.51,-2.02,-5.41,15.9,9.22,"Year: 2080
Mean change: -2%
SD: ±9.2%"
2080,ssp585,5842,-6.03,12.71,9.72,27.25,11.64,"Year: 2080
Mean change: 12.7%
SD: ±11.6%"
2080,ssp585,5843a,-15.82,-4.31,-8.02,13.63,8.74,"Year: 2080
Mean change: -4.3%
SD: ±8.7%"
2080,ssp585,5843b,-6.38,6.18,4.74,30.53,10.06,"Year: 2080
Mean change: 6.2%
SD: ±10.1%"
2080,ssp585,5844a,-25.47,-6.73,-7.82,6.5,8.73,"Year: 2080
Mean change: -6.7%
SD: ±8.7%"
2080,ssp585,5844b,-21.31,-7.95,-9.15,2.02,7.26,"Year: 2080
Mean change: -8%
SD: ±7.3%"
2080,ssp585,5851,-26.78,-12.44,-12.82,1.51,9.92,"Year: 2080
Mean change: -12.4%
SD: ±9.9%"
2080,ssp585,5852,-19.72,-10.3,-10.32,2.28,6.72,"Year: 2080
Mean change: -10.3%
SD: ±6.7%"
2080,ssp585,586,-37.19,-11.53,-8.9,7.3,13.26,"Year: 2080
Mean change: -11.5%
SD: ±13.3%"
2080,ssp585,587,-34.57,-9.66,-9.18,12.87,13.81,"Year: 2080
Mean change: -9.7%
SD: ±13.8%"
2080,ssp585,881,-27.76,-6.81,-7.54,7.95,10.58,"Year: 2080
Mean change: -6.8%
SD: ±10.6%"
2080,ssp585,882,-28.72,-7.26,-5.28,3.4,9.15,"Year: 2080
Mean change: -7.3%
SD: ±9.2%"
2080,ssp585,883,-10.46,-1.69,-0.56,7.9,6.14,"Year: 2080
Mean change: -1.7%
SD: ±6.1%"
2081,ssp126,481,-7.9,2.21,1.7,15.21,6.71,"Year: 2081
Mean change: 2.2%
SD: ±6.7%"
2081,ssp126,482,-19.77,-4.37,-0.88,11.72,10.66,"Year: 2081
Mean change: -4.4%
SD: ±10.7%"
2081,ssp126,483,-6.79,-0.53,-1.16,13.79,5.72,"Year: 2081
Mean change: -0.5%
SD: ±5.7%"
2081,ssp126,484,-13.08,-6.33,-6.12,2.07,4.51,"Year: 2081
Mean change: -6.3%
SD: ±4.5%"
2081,ssp126,485,-18.5,3.35,1.86,23.94,13.56,"Year: 2081
Mean change: 3.4%
SD: ±13.6%"
2081,ssp126,486,-15.21,-4.21,-3.6,10.14,6.61,"Year: 2081
Mean change: -4.2%
SD: ±6.6%"
2081,ssp126,5841,-13.35,-3.98,-5.85,17.03,8.58,"Year: 2081
Mean change: -4%
SD: ±8.6%"
2081,ssp126,5842,-10.59,3.89,3.82,14.35,7.47,"Year: 2081
Mean change: 3.9%
SD: ±7.5%"
2081,ssp126,5843a,-8,-1.11,-0.93,3.95,4.26,"Year: 2081
Mean change: -1.1%
SD: ±4.3%"
2081,ssp126,5843b,-9.87,2.42,2.39,17.88,8.65,"Year: 2081
Mean change: 2.4%
SD: ±8.7%"
2081,ssp126,5844a,-14.09,-4.84,-4.65,5.22,5.92,"Year: 2081
Mean change: -4.8%
SD: ±5.9%"
2081,ssp126,5844b,-8.43,-3.36,-3.58,3.5,4.05,"Year: 2081
Mean change: -3.4%
SD: ±4%"
2081,ssp126,5851,-16.52,-5.8,-4.58,-0.39,5.27,"Year: 2081
Mean change: -5.8%
SD: ±5.3%"
2081,ssp126,5852,-8,-4.22,-4.75,0.74,2.77,"Year: 2081
Mean change: -4.2%
SD: ±2.8%"
2081,ssp126,586,-23.64,-5.61,-4.71,11.61,9.32,"Year: 2081
Mean change: -5.6%
SD: ±9.3%"
2081,ssp126,587,-18.34,-6.66,-6.2,5.2,7.17,"Year: 2081
Mean change: -6.7%
SD: ±7.2%"
2081,ssp126,881,-24.12,-6.02,-5.48,9.42,8.86,"Year: 2081
Mean change: -6%
SD: ±8.9%"
2081,ssp126,882,-24.9,-8.43,-8.12,2.45,8.35,"Year: 2081
Mean change: -8.4%
SD: ±8.3%"
2081,ssp126,883,-9.01,-2.74,-2.61,7.31,5.1,"Year: 2081
Mean change: -2.7%
SD: ±5.1%"
2081,ssp585,481,-8.13,5.84,6.54,23.17,11,"Year: 2081
Mean change: 5.8%
SD: ±11%"
2081,ssp585,482,-21.37,1.5,3.29,20.28,13.49,"Year: 2081
Mean change: 1.5%
SD: ±13.5%"
