year,scenario,eez,min_change,mean_change,median_change,max_change,sd_change,tooltip
2056,ssp585,Prince Edward Islands,-19.96,-7.1,-7.67,4.22,6.42,"Year: 2056
Mean change: -7.1%
SD: ±6.4%"
2057,ssp126,Crozet Islands,-15.97,-4.71,-4.62,1.18,4.87,"Year: 2057
Mean change: -4.7%
SD: ±4.9%"
2057,ssp126,Heard Island and McDonald Islands,-13.66,-6.06,-5.22,-0.23,3.64,"Year: 2057
Mean change: -6.1%
SD: ±3.6%"
2057,ssp126,Kerguelen Islands,-17.26,-5.63,-5.04,-0.04,4.91,"Year: 2057
Mean change: -5.6%
SD: ±4.9%"
2057,ssp126,Prince Edward Islands,-6.15,-2.23,-2.63,4.44,3.55,"Year: 2057
Mean change: -2.2%
SD: ±3.5%"
2057,ssp585,Crozet Islands,-18.79,-7.54,-6.57,2.12,5.98,"Year: 2057
Mean change: -7.5%
SD: ±6%"
2057,ssp585,Heard Island and McDonald Islands,-11.15,-6.03,-6.76,2.78,3.61,"Year: 2057
Mean change: -6%
SD: ±3.6%"
2057,ssp585,Kerguelen Islands,-20.29,-7.67,-7.36,1.23,6.18,"Year: 2057
Mean change: -7.7%
SD: ±6.2%"
2057,ssp585,Prince Edward Islands,-19.21,-8.36,-8.46,-1.01,5.83,"Year: 2057
Mean change: -8.4%
SD: ±5.8%"
2058,ssp126,Crozet Islands,-17.27,-5.41,-6.67,1.8,5.56,"Year: 2058
Mean change: -5.4%
SD: ±5.6%"
2058,ssp126,Heard Island and McDonald Islands,-14.16,-5,-5,1.23,4.02,"Year: 2058
Mean change: -5%
SD: ±4%"
2058,ssp126,Kerguelen Islands,-12.79,-5.95,-6.52,3.83,5.22,"Year: 2058
Mean change: -6%
SD: ±5.2%"
2058,ssp126,Prince Edward Islands,-16.46,-4.3,-4.03,3.14,5.99,"Year: 2058
Mean change: -4.3%
SD: ±6%"
2058,ssp585,Crozet Islands,-12.75,-4.92,-6.01,5.75,5.56,"Year: 2058
Mean change: -4.9%
SD: ±5.6%"
2058,ssp585,Heard Island and McDonald Islands,-9.31,-5.48,-5.96,4.29,3.82,"Year: 2058
Mean change: -5.5%
SD: ±3.8%"
2058,ssp585,Kerguelen Islands,-16.28,-6.47,-5.12,3.5,5.89,"Year: 2058
Mean change: -6.5%
SD: ±5.9%"
2058,ssp585,Prince Edward Islands,-18.37,-6.62,-6.8,3.76,7.23,"Year: 2058
Mean change: -6.6%
SD: ±7.2%"
2059,ssp126,Crozet Islands,-9.96,-4.08,-5.68,6.1,5.1,"Year: 2059
Mean change: -4.1%
SD: ±5.1%"
2059,ssp126,Heard Island and McDonald Islands,-14.6,-4.29,-3.74,2.12,5.05,"Year: 2059
Mean change: -4.3%
SD: ±5%"
2059,ssp126,Kerguelen Islands,-15.76,-5.35,-5.68,3.19,5.49,"Year: 2059
Mean change: -5.3%
SD: ±5.5%"
2059,ssp126,Prince Edward Islands,-10.05,-3.32,-4.14,6.45,5.32,"Year: 2059
Mean change: -3.3%
SD: ±5.3%"
2059,ssp585,Crozet Islands,-19.35,-6.14,-6.1,5.02,7.68,"Year: 2059
Mean change: -6.1%
SD: ±7.7%"
2059,ssp585,Heard Island and McDonald Islands,-8.63,-5.27,-6.69,2.62,3.68,"Year: 2059
Mean change: -5.3%
SD: ±3.7%"
2059,ssp585,Kerguelen Islands,-16.57,-6.8,-6.95,2.36,6.07,"Year: 2059
Mean change: -6.8%
SD: ±6.1%"
2059,ssp585,Prince Edward Islands,-23.62,-8.6,-8.52,1.56,8.31,"Year: 2059
Mean change: -8.6%
SD: ±8.3%"
2060,ssp126,Crozet Islands,-17.14,-5.14,-5.47,4.81,6.38,"Year: 2060
Mean change: -5.1%
SD: ±6.4%"
2060,ssp126,Heard Island and McDonald Islands,-14.6,-3.96,-2.68,4.06,5.04,"Year: 2060
Mean change: -4%
SD: ±5%"
2060,ssp126,Kerguelen Islands,-20.04,-5.99,-6.77,7.09,7.69,"Year: 2060
Mean change: -6%
SD: ±7.7%"
2060,ssp126,Prince Edward Islands,-17.68,-5.48,-4.55,1.86,6.07,"Year: 2060
Mean change: -5.5%
SD: ±6.1%"
2060,ssp585,Crozet Islands,-25.19,-7.6,-5.61,1.86,8.27,"Year: 2060
Mean change: -7.6%
SD: ±8.3%"
2060,ssp585,Heard Island and McDonald Islands,-8.98,-4.4,-5.15,2.65,3.6,"Year: 2060
Mean change: -4.4%
SD: ±3.6%"
2060,ssp585,Kerguelen Islands,-16.9,-6.31,-4.83,5.15,6.63,"Year: 2060
Mean change: -6.3%
SD: ±6.6%"
2060,ssp585,Prince Edward Islands,-26.3,-9.69,-9.03,1.75,7.66,"Year: 2060
Mean change: -9.7%
SD: ±7.7%"
2061,ssp126,Crozet Islands,-20.24,-7.47,-6.72,3.37,6.3,"Year: 2061
Mean change: -7.5%
SD: ±6.3%"
2061,ssp126,Heard Island and McDonald Islands,-13.69,-3.92,-1.68,0.98,4.61,"Year: 2061
Mean change: -3.9%
SD: ±4.6%"
2061,ssp126,Kerguelen Islands,-13.48,-4.42,-4.85,6.83,5.94,"Year: 2061
Mean change: -4.4%
SD: ±5.9%"
2061,ssp126,Prince Edward Islands,-19.87,-6.43,-4.72,2.13,6.26,"Year: 2061
Mean change: -6.4%
SD: ±6.3%"
2061,ssp585,Crozet Islands,-18.53,-7.24,-7.46,4.22,7.25,"Year: 2061
Mean change: -7.2%
SD: ±7.2%"
2061,ssp585,Heard Island and McDonald Islands,-15.02,-6.89,-7.68,0.45,4.43,"Year: 2061
Mean change: -6.9%
SD: ±4.4%"
2061,ssp585,Kerguelen Islands,-26.2,-8.85,-8.35,-0.05,7.82,"Year: 2061
Mean change: -8.8%
SD: ±7.8%"
2061,ssp585,Prince Edward Islands,-15.37,-6.01,-6.99,9.18,6.72,"Year: 2061
Mean change: -6%
SD: ±6.7%"
2062,ssp126,Crozet Islands,-10.53,-4.69,-5.42,1.96,3.55,"Year: 2062
Mean change: -4.7%
SD: ±3.5%"
2062,ssp126,Heard Island and McDonald Islands,-12.02,-3.18,-5.71,9.62,6.76,"Year: 2062
Mean change: -3.2%
SD: ±6.8%"
2062,ssp126,Kerguelen Islands,-9.31,-4.31,-6.92,4.55,4.97,"Year: 2062
Mean change: -4.3%
SD: ±5%"
2062,ssp126,Prince Edward Islands,-8.67,-3.37,-3.31,2.78,3.35,"Year: 2062
Mean change: -3.4%
SD: ±3.4%"
2062,ssp585,Crozet Islands,-26.26,-7.87,-6.1,3.86,9.61,"Year: 2062
Mean change: -7.9%
SD: ±9.6%"
2062,ssp585,Heard Island and McDonald Islands,-15.53,-7.1,-8.45,-0.15,4.65,"Year: 2062
Mean change: -7.1%
SD: ±4.7%"
2062,ssp585,Kerguelen Islands,-26.11,-8.72,-8.24,7.75,9.09,"Year: 2062
Mean change: -8.7%
SD: ±9.1%"
2062,ssp585,Prince Edward Islands,-25.49,-8.11,-8.36,5.19,9.56,"Year: 2062
Mean change: -8.1%
SD: ±9.6%"
2063,ssp126,Crozet Islands,-10.77,-3.6,-3.35,1.32,3.72,"Year: 2063
Mean change: -3.6%
SD: ±3.7%"
2063,ssp126,Heard Island and McDonald Islands,-14.75,-6.61,-5.77,1.16,4.45,"Year: 2063
Mean change: -6.6%
SD: ±4.4%"
2063,ssp126,Kerguelen Islands,-11.38,-5.34,-5.96,2.25,4.18,"Year: 2063
Mean change: -5.3%
SD: ±4.2%"
2063,ssp126,Prince Edward Islands,-6.71,-1.96,-2.47,2.74,3.22,"Year: 2063
Mean change: -2%
SD: ±3.2%"
2063,ssp585,Crozet Islands,-28.7,-7.5,-7.47,7.65,10.46,"Year: 2063
Mean change: -7.5%
SD: ±10.5%"
2063,ssp585,Heard Island and McDonald Islands,-15.53,-6.53,-6.85,4.23,5.31,"Year: 2063
Mean change: -6.5%
SD: ±5.3%"
2063,ssp585,Kerguelen Islands,-23.5,-8.72,-8.97,3.34,8.94,"Year: 2063
Mean change: -8.7%
SD: ±8.9%"
2063,ssp585,Prince Edward Islands,-28.75,-8.44,-8.35,5.45,9.96,"Year: 2063
Mean change: -8.4%
SD: ±10%"
2064,ssp126,Crozet Islands,-11.86,-5.63,-5.36,3.27,4.61,"Year: 2064
Mean change: -5.6%
SD: ±4.6%"
2064,ssp126,Heard Island and McDonald Islands,-11.3,-5.68,-5.58,0.48,3.66,"Year: 2064
Mean change: -5.7%
SD: ±3.7%"
2064,ssp126,Kerguelen Islands,-9.49,-4.9,-6.27,1.42,3.53,"Year: 2064
Mean change: -4.9%
SD: ±3.5%"
2064,ssp126,Prince Edward Islands,-9.9,-4.5,-4.82,5.2,4.24,"Year: 2064
Mean change: -4.5%
SD: ±4.2%"
2064,ssp585,Crozet Islands,-25.79,-8.13,-6.48,2.81,9.26,"Year: 2064
Mean change: -8.1%
SD: ±9.3%"
2064,ssp585,Heard Island and McDonald Islands,-18.45,-8.21,-8.33,-0.07,5.33,"Year: 2064
Mean change: -8.2%
SD: ±5.3%"
2064,ssp585,Kerguelen Islands,-26.91,-10.48,-10.01,1.28,8.36,"Year: 2064
Mean change: -10.5%
SD: ±8.4%"
2064,ssp585,Prince Edward Islands,-23.35,-7.73,-7.9,3.79,8.16,"Year: 2064
Mean change: -7.7%
SD: ±8.2%"
2065,ssp126,Crozet Islands,-17.45,-5.62,-6.36,3.41,6.7,"Year: 2065
Mean change: -5.6%
SD: ±6.7%"
2065,ssp126,Heard Island and McDonald Islands,-10.35,-4.17,-4.56,2.83,3.44,"Year: 2065
Mean change: -4.2%
SD: ±3.4%"
2065,ssp126,Kerguelen Islands,-12.36,-5.37,-5.73,-0.16,3.75,"Year: 2065
Mean change: -5.4%
SD: ±3.8%"
2065,ssp126,Prince Edward Islands,-17.22,-6.83,-5.52,3.3,6.21,"Year: 2065
Mean change: -6.8%
SD: ±6.2%"
2065,ssp585,Crozet Islands,-23.46,-8.35,-7.53,2.89,8.67,"Year: 2065
Mean change: -8.3%
SD: ±8.7%"
2065,ssp585,Heard Island and McDonald Islands,-18.9,-7.39,-8.54,4.75,7.23,"Year: 2065
Mean change: -7.4%
SD: ±7.2%"
2065,ssp585,Kerguelen Islands,-25.41,-9.1,-9.59,4.24,8.9,"Year: 2065
Mean change: -9.1%
SD: ±8.9%"
2065,ssp585,Prince Edward Islands,-23.77,-9.66,-8.19,1.12,8.78,"Year: 2065
Mean change: -9.7%
SD: ±8.8%"
2066,ssp126,Crozet Islands,-9.83,-3.93,-4.26,3.67,4.24,"Year: 2066
Mean change: -3.9%
SD: ±4.2%"
2066,ssp126,Heard Island and McDonald Islands,-9.14,-2.02,-1.93,4.61,4.17,"Year: 2066
Mean change: -2%
SD: ±4.2%"
2066,ssp126,Kerguelen Islands,-8.92,-3.94,-4.57,3.57,3.85,"Year: 2066
Mean change: -3.9%
SD: ±3.9%"
2066,ssp126,Prince Edward Islands,-8.68,-4.41,-4.85,2.98,3.61,"Year: 2066
Mean change: -4.4%
SD: ±3.6%"
2066,ssp585,Crozet Islands,-22.42,-9.15,-8.61,4.29,8.55,"Year: 2066
Mean change: -9.2%
SD: ±8.6%"
2066,ssp585,Heard Island and McDonald Islands,-22.38,-7.97,-7.78,4.3,7.5,"Year: 2066
Mean change: -8%
SD: ±7.5%"
2066,ssp585,Kerguelen Islands,-33.23,-9.96,-11.35,4.84,10.75,"Year: 2066
Mean change: -10%
SD: ±10.8%"
2066,ssp585,Prince Edward Islands,-21.79,-9.95,-9.32,3.37,7.41,"Year: 2066
Mean change: -9.9%
SD: ±7.4%"
2067,ssp126,Crozet Islands,-19.32,-8.1,-6.84,-0.57,6.06,"Year: 2067
Mean change: -8.1%
SD: ±6.1%"
2067,ssp126,Heard Island and McDonald Islands,-9.07,-3.44,-2.96,2.87,3.91,"Year: 2067
Mean change: -3.4%
SD: ±3.9%"
2067,ssp126,Kerguelen Islands,-20.42,-7.37,-6.68,2.65,6.6,"Year: 2067
Mean change: -7.4%
SD: ±6.6%"
2067,ssp126,Prince Edward Islands,-18.53,-6.97,-7.11,-0.12,5.78,"Year: 2067
Mean change: -7%
SD: ±5.8%"
2067,ssp585,Crozet Islands,-27.17,-8.25,-7.3,3.14,8.44,"Year: 2067
Mean change: -8.2%
SD: ±8.4%"
2067,ssp585,Heard Island and McDonald Islands,-17.15,-8.65,-8.89,0.46,5.51,"Year: 2067
Mean change: -8.7%
SD: ±5.5%"
2067,ssp585,Kerguelen Islands,-18.7,-8.43,-8.68,3.44,7.15,"Year: 2067
Mean change: -8.4%
SD: ±7.2%"
2067,ssp585,Prince Edward Islands,-26.01,-8.35,-8.77,3.19,8.4,"Year: 2067
Mean change: -8.3%
SD: ±8.4%"
2068,ssp126,Crozet Islands,-19.45,-7.17,-7.06,-0.56,5.35,"Year: 2068
Mean change: -7.2%
SD: ±5.3%"
2068,ssp126,Heard Island and McDonald Islands,-10.17,-6.39,-6.02,-4.15,2.09,"Year: 2068
Mean change: -6.4%
SD: ±2.1%"
2068,ssp126,Kerguelen Islands,-16.7,-7.75,-7.68,-0.11,5.58,"Year: 2068
Mean change: -7.8%
SD: ±5.6%"
2068,ssp126,Prince Edward Islands,-18.71,-6.68,-6.36,1.18,5.44,"Year: 2068
Mean change: -6.7%
SD: ±5.4%"
2068,ssp585,Crozet Islands,-30.62,-9.66,-8.67,3.28,10.62,"Year: 2068
Mean change: -9.7%
SD: ±10.6%"
2068,ssp585,Heard Island and McDonald Islands,-17.76,-8.74,-9.65,0.47,5.7,"Year: 2068
Mean change: -8.7%
SD: ±5.7%"
2068,ssp585,Kerguelen Islands,-23.43,-10.02,-9.88,4.27,8.39,"Year: 2068
Mean change: -10%
SD: ±8.4%"
2068,ssp585,Prince Edward Islands,-25.41,-8.72,-8.93,5.9,10.34,"Year: 2068
Mean change: -8.7%
SD: ±10.3%"
2069,ssp126,Crozet Islands,-20.04,-5.2,-3.54,0.92,6.62,"Year: 2069
Mean change: -5.2%
SD: ±6.6%"
2069,ssp126,Heard Island and McDonald Islands,-9.65,-5.39,-5.48,-0.62,2.75,"Year: 2069
Mean change: -5.4%
SD: ±2.8%"
2069,ssp126,Kerguelen Islands,-15.26,-6.48,-7.01,0.33,4.89,"Year: 2069
Mean change: -6.5%
SD: ±4.9%"
2069,ssp126,Prince Edward Islands,-16.75,-5.44,-6.21,-0.02,5.39,"Year: 2069
Mean change: -5.4%
SD: ±5.4%"
2069,ssp585,Crozet Islands,-29.64,-11.15,-10.98,2.7,10.45,"Year: 2069
Mean change: -11.2%
SD: ±10.4%"
2069,ssp585,Heard Island and McDonald Islands,-18.43,-8.72,-9.87,4,6.07,"Year: 2069
Mean change: -8.7%
SD: ±6.1%"
2069,ssp585,Kerguelen Islands,-28.04,-12.33,-11.8,0.78,9.39,"Year: 2069
Mean change: -12.3%
SD: ±9.4%"
2069,ssp585,Prince Edward Islands,-31.91,-10.57,-10.54,6.05,11.94,"Year: 2069
Mean change: -10.6%
SD: ±11.9%"
2070,ssp126,Crozet Islands,-14.46,-3.75,-3.4,3.41,5.45,"Year: 2070
Mean change: -3.8%
SD: ±5.4%"
2070,ssp126,Heard Island and McDonald Islands,-9.32,-4.36,-3.6,-1.56,2.49,"Year: 2070
Mean change: -4.4%
SD: ±2.5%"
2070,ssp126,Kerguelen Islands,-11.2,-4.44,-4.22,1.47,3.85,"Year: 2070
Mean change: -4.4%
SD: ±3.9%"
2070,ssp126,Prince Edward Islands,-11.19,-5.1,-5.22,1.27,3.99,"Year: 2070
Mean change: -5.1%
SD: ±4%"
2070,ssp585,Crozet Islands,-30.57,-11.47,-9.86,1.49,10.44,"Year: 2070
Mean change: -11.5%
SD: ±10.4%"
2070,ssp585,Heard Island and McDonald Islands,-18.79,-9.92,-11.28,0.91,6.09,"Year: 2070
Mean change: -9.9%
SD: ±6.1%"
2070,ssp585,Kerguelen Islands,-25.32,-11.25,-11.25,3.59,9.42,"Year: 2070
Mean change: -11.2%
SD: ±9.4%"
2070,ssp585,Prince Edward Islands,-29.83,-11.65,-9.35,-1.21,8.92,"Year: 2070
Mean change: -11.7%
SD: ±8.9%"
2071,ssp126,Crozet Islands,-17.42,-4.72,-4.92,4.43,6.04,"Year: 2071
Mean change: -4.7%
SD: ±6%"
2071,ssp126,Heard Island and McDonald Islands,-9.1,-2.59,-2.02,3.53,3.91,"Year: 2071
Mean change: -2.6%
SD: ±3.9%"
2071,ssp126,Kerguelen Islands,-8.97,-3.82,-3.83,2.07,3.39,"Year: 2071
Mean change: -3.8%
SD: ±3.4%"
2071,ssp126,Prince Edward Islands,-17.2,-6.31,-6.39,2.11,5.71,"Year: 2071
Mean change: -6.3%
SD: ±5.7%"
2071,ssp585,Crozet Islands,-34.99,-12.05,-10.53,0.52,10.51,"Year: 2071
Mean change: -12.1%
SD: ±10.5%"
2071,ssp585,Heard Island and McDonald Islands,-18.79,-11.2,-11.73,-1.34,6,"Year: 2071
Mean change: -11.2%
SD: ±6%"
2071,ssp585,Kerguelen Islands,-29.5,-12.4,-11.97,1.55,9.84,"Year: 2071
Mean change: -12.4%
SD: ±9.8%"
2071,ssp585,Prince Edward Islands,-32.64,-12.08,-9.91,2.08,9.75,"Year: 2071
Mean change: -12.1%
SD: ±9.8%"
2072,ssp126,Crozet Islands,-17.69,-6.05,-4.95,1.07,5.68,"Year: 2072
Mean change: -6%
SD: ±5.7%"
2072,ssp126,Heard Island and McDonald Islands,-8.7,-3.86,-4.47,2.27,3.58,"Year: 2072
Mean change: -3.9%
SD: ±3.6%"
2072,ssp126,Kerguelen Islands,-9,-4.06,-4.26,3.92,4.24,"Year: 2072
Mean change: -4.1%
SD: ±4.2%"
2072,ssp126,Prince Edward Islands,-19.96,-8.13,-7.63,3.23,6.84,"Year: 2072
Mean change: -8.1%
SD: ±6.8%"
2072,ssp585,Crozet Islands,-36.1,-11.52,-10.28,4.16,11.95,"Year: 2072
Mean change: -11.5%
SD: ±11.9%"
2072,ssp585,Heard Island and McDonald Islands,-18.69,-10.21,-11.18,-1.75,6,"Year: 2072
Mean change: -10.2%
SD: ±6%"
2072,ssp585,Kerguelen Islands,-28.86,-12.34,-12.11,0.08,9.95,"Year: 2072
Mean change: -12.3%
SD: ±9.9%"
2072,ssp585,Prince Edward Islands,-32.25,-10.64,-10.31,4.54,11.46,"Year: 2072
Mean change: -10.6%
SD: ±11.5%"
2073,ssp126,Crozet Islands,-24.35,-8.44,-6.65,0.46,7.98,"Year: 2073
Mean change: -8.4%
SD: ±8%"
2073,ssp126,Heard Island and McDonald Islands,-8.67,-4.29,-4.89,1.54,3.19,"Year: 2073
Mean change: -4.3%
SD: ±3.2%"
2073,ssp126,Kerguelen Islands,-13.07,-6.82,-5.97,-0.94,4.43,"Year: 2073
Mean change: -6.8%
SD: ±4.4%"
2073,ssp126,Prince Edward Islands,-21.3,-8.06,-7.99,5.44,8.72,"Year: 2073
Mean change: -8.1%
SD: ±8.7%"
2073,ssp585,Crozet Islands,-32.14,-10.64,-9.59,1.92,11.26,"Year: 2073
Mean change: -10.6%
SD: ±11.3%"
2073,ssp585,Heard Island and McDonald Islands,-18.04,-8.82,-9.34,3.07,7.02,"Year: 2073
Mean change: -8.8%
SD: ±7%"
2073,ssp585,Kerguelen Islands,-28.93,-10.88,-10.76,4.32,10.62,"Year: 2073
Mean change: -10.9%
SD: ±10.6%"
2073,ssp585,Prince Edward Islands,-29.03,-11.21,-9.9,1.69,10.19,"Year: 2073
Mean change: -11.2%
SD: ±10.2%"
2074,ssp126,Crozet Islands,-16.99,-5.65,-6.08,3.69,6.76,"Year: 2074
Mean change: -5.7%
SD: ±6.8%"
2074,ssp126,Heard Island and McDonald Islands,-10.25,-4.63,-5.04,-0.64,3.1,"Year: 2074
Mean change: -4.6%
SD: ±3.1%"
2074,ssp126,Kerguelen Islands,-25.43,-6.32,-4.35,3.63,7.96,"Year: 2074
Mean change: -6.3%
SD: ±8%"
2074,ssp126,Prince Edward Islands,-17.56,-5.72,-6.91,3.72,6.58,"Year: 2074
Mean change: -5.7%
SD: ±6.6%"
2074,ssp585,Crozet Islands,-32.1,-11.76,-10.64,4.79,11.72,"Year: 2074
Mean change: -11.8%
SD: ±11.7%"
2074,ssp585,Heard Island and McDonald Islands,-19.35,-9.94,-11.07,2.05,6.69,"Year: 2074
Mean change: -9.9%
SD: ±6.7%"
2074,ssp585,Kerguelen Islands,-32.64,-12.72,-12.32,5.56,11.73,"Year: 2074
Mean change: -12.7%
SD: ±11.7%"
2074,ssp585,Prince Edward Islands,-31.48,-11.82,-10.12,2.24,11.59,"Year: 2074
Mean change: -11.8%
SD: ±11.6%"
2075,ssp126,Crozet Islands,-14.92,-5.1,-4.33,2.39,6.23,"Year: 2075
Mean change: -5.1%
SD: ±6.2%"
2075,ssp126,Heard Island and McDonald Islands,-8.15,-3.87,-3.71,0.58,3.34,"Year: 2075
Mean change: -3.9%
SD: ±3.3%"
2075,ssp126,Kerguelen Islands,-16.56,-5.02,-4.09,4.04,5.53,"Year: 2075
Mean change: -5%
SD: ±5.5%"
2075,ssp126,Prince Edward Islands,-18.79,-7.49,-7.65,2.98,6.81,"Year: 2075
Mean change: -7.5%
SD: ±6.8%"
2075,ssp585,Crozet Islands,-33.73,-11.7,-9.93,4.75,12.98,"Year: 2075
Mean change: -11.7%
SD: ±13%"
2075,ssp585,Heard Island and McDonald Islands,-17.71,-10.09,-11,2.55,6.06,"Year: 2075
Mean change: -10.1%
SD: ±6.1%"
2075,ssp585,Kerguelen Islands,-30.66,-12.66,-12.66,4.95,10.63,"Year: 2075
Mean change: -12.7%
SD: ±10.6%"
2075,ssp585,Prince Edward Islands,-34.35,-11.72,-10.25,4.28,12.74,"Year: 2075
Mean change: -11.7%
SD: ±12.7%"
2076,ssp126,Crozet Islands,-25.21,-3.78,-1.63,6.45,9.06,"Year: 2076
Mean change: -3.8%
SD: ±9.1%"
2076,ssp126,Heard Island and McDonald Islands,-12.15,-2.14,-2.83,8.84,5.95,"Year: 2076
Mean change: -2.1%
SD: ±6%"
2076,ssp126,Kerguelen Islands,-17.53,-4.62,-4.04,3.97,6.25,"Year: 2076
Mean change: -4.6%
SD: ±6.2%"
2076,ssp126,Prince Edward Islands,-18.57,-5.63,-5.78,4.23,7.04,"Year: 2076
Mean change: -5.6%
SD: ±7%"
2076,ssp585,Crozet Islands,-26.38,-9.23,-9.08,7.43,10.91,"Year: 2076
Mean change: -9.2%
SD: ±10.9%"
2076,ssp585,Heard Island and McDonald Islands,-21.01,-9.75,-10.71,9.7,8.58,"Year: 2076
Mean change: -9.8%
SD: ±8.6%"
2076,ssp585,Kerguelen Islands,-25.62,-9.87,-11.29,9.94,10.56,"Year: 2076
Mean change: -9.9%
SD: ±10.6%"
2076,ssp585,Prince Edward Islands,-30.67,-11.88,-10.63,4.84,11.75,"Year: 2076
Mean change: -11.9%
SD: ±11.8%"
2077,ssp126,Crozet Islands,-17.47,-1.17,-0.66,19.63,9.64,"Year: 2077
Mean change: -1.2%
SD: ±9.6%"
2077,ssp126,Heard Island and McDonald Islands,-11.12,-4.48,-4.36,3.11,4.56,"Year: 2077
Mean change: -4.5%
SD: ±4.6%"
2077,ssp126,Kerguelen Islands,-16.48,-6.21,-5.42,-0.15,5.74,"Year: 2077
Mean change: -6.2%
SD: ±5.7%"
2077,ssp126,Prince Edward Islands,-22.01,-4.58,-6.06,11.16,9.27,"Year: 2077
Mean change: -4.6%
SD: ±9.3%"
2077,ssp585,Crozet Islands,-31.68,-10.41,-10.65,6.33,11.74,"Year: 2077
Mean change: -10.4%
SD: ±11.7%"
2077,ssp585,Heard Island and McDonald Islands,-19.7,-10.41,-11.34,1.14,6.71,"Year: 2077
Mean change: -10.4%
SD: ±6.7%"
2077,ssp585,Kerguelen Islands,-25.92,-11.17,-10.86,3.69,9.91,"Year: 2077
Mean change: -11.2%
SD: ±9.9%"
2077,ssp585,Prince Edward Islands,-36.39,-13.2,-12.19,4.04,12.72,"Year: 2077
Mean change: -13.2%
SD: ±12.7%"
2078,ssp126,Crozet Islands,-12.92,-3.48,-4.55,6.83,6.5,"Year: 2078
Mean change: -3.5%
SD: ±6.5%"
2078,ssp126,Heard Island and McDonald Islands,-9.8,-5.83,-6.53,1.6,3.38,"Year: 2078
Mean change: -5.8%
SD: ±3.4%"
2078,ssp126,Kerguelen Islands,-14.89,-5.8,-5.67,2.34,5.14,"Year: 2078
Mean change: -5.8%
SD: ±5.1%"
2078,ssp126,Prince Edward Islands,-13.33,-6.19,-6.45,0.18,4.58,"Year: 2078
Mean change: -6.2%
SD: ±4.6%"
2078,ssp585,Crozet Islands,-28.91,-11.46,-10.48,3.97,11.13,"Year: 2078
Mean change: -11.5%
SD: ±11.1%"
2078,ssp585,Heard Island and McDonald Islands,-21.54,-11.63,-12.05,1.45,6.74,"Year: 2078
Mean change: -11.6%
SD: ±6.7%"
2078,ssp585,Kerguelen Islands,-34.98,-14.32,-13.39,3.06,11.5,"Year: 2078
Mean change: -14.3%
SD: ±11.5%"
2078,ssp585,Prince Edward Islands,-33.15,-11.92,-12.06,3.08,12.55,"Year: 2078
Mean change: -11.9%
SD: ±12.6%"
2079,ssp126,Crozet Islands,-19.65,-3.65,-3.81,8.06,7.94,"Year: 2079
Mean change: -3.6%
SD: ±7.9%"
2079,ssp126,Heard Island and McDonald Islands,-14.42,-3.91,-3.75,5.25,5.9,"Year: 2079
Mean change: -3.9%
SD: ±5.9%"
2079,ssp126,Kerguelen Islands,-13.53,-4.43,-3.47,3.17,5.99,"Year: 2079
Mean change: -4.4%
SD: ±6%"
2079,ssp126,Prince Edward Islands,-18.16,-6.48,-6.84,2.37,5.87,"Year: 2079
Mean change: -6.5%
SD: ±5.9%"
2079,ssp585,Crozet Islands,-33.73,-11.55,-10.15,4.59,12.04,"Year: 2079
Mean change: -11.6%
SD: ±12%"
2079,ssp585,Heard Island and McDonald Islands,-21.19,-12.09,-13.48,0.27,6.72,"Year: 2079
Mean change: -12.1%
SD: ±6.7%"
2079,ssp585,Kerguelen Islands,-26.4,-12.73,-13.18,-0.19,8.77,"Year: 2079
Mean change: -12.7%
SD: ±8.8%"
2079,ssp585,Prince Edward Islands,-35.98,-11,-11.46,11.01,13.81,"Year: 2079
Mean change: -11%
SD: ±13.8%"
2080,ssp126,Crozet Islands,-13.98,-1.97,-2.28,11.19,7.67,"Year: 2080
Mean change: -2%
SD: ±7.7%"
2080,ssp126,Heard Island and McDonald Islands,-9.93,-4.61,-4.98,0.67,4.21,"Year: 2080
Mean change: -4.6%
SD: ±4.2%"
2080,ssp126,Kerguelen Islands,-12.36,-4.56,-4.2,0.39,4.04,"Year: 2080
Mean change: -4.6%
SD: ±4%"
2080,ssp126,Prince Edward Islands,-16.1,-6.69,-6.62,1.56,5.49,"Year: 2080
Mean change: -6.7%
SD: ±5.5%"
2080,ssp585,Crozet Islands,-36.73,-11.37,-10.05,5.97,13.43,"Year: 2080
Mean change: -11.4%
SD: ±13.4%"
2080,ssp585,Heard Island and McDonald Islands,-20.44,-10.53,-10.53,1.87,6.91,"Year: 2080
Mean change: -10.5%
SD: ±6.9%"
2080,ssp585,Kerguelen Islands,-27.93,-12.5,-13.08,3.33,10.13,"Year: 2080
Mean change: -12.5%
SD: ±10.1%"
2080,ssp585,Prince Edward Islands,-35.01,-9.6,-9.95,12.06,14.04,"Year: 2080
Mean change: -9.6%
SD: ±14%"
2081,ssp126,Crozet Islands,-24.9,-5.81,-4.2,7.66,8.72,"Year: 2081
Mean change: -5.8%
SD: ±8.7%"
2081,ssp126,Heard Island and McDonald Islands,-8.93,-4.26,-5.12,0.97,3.18,"Year: 2081
Mean change: -4.3%
SD: ±3.2%"
2081,ssp126,Kerguelen Islands,-14.48,-5.72,-4.91,1.27,4.82,"Year: 2081
Mean change: -5.7%
SD: ±4.8%"
