longitude,latitude,decade,scenario,min_change,mean_change,median_change,max_change,sd_change,region_name,cv,cv_mask,mpa,subregion
-35.5,-57.5,2041-2050,ssp585,-21.23,-6.9,-4.86,-1.05,6.76,Atlantic,0.9797101449275362,NA,NA,482
-35.5,-56.5,2041-2050,ssp585,-19.7,-2.64,-0.58,2.26,6.65,Atlantic,2.518939393939394,1,NA,483
-35.5,-55.5,2041-2050,ssp585,-10.7,-0.57,-0.9,13.69,6.84,Atlantic,12,1,NA,483
-35.5,-54.5,2041-2050,ssp585,-7.67,-4.35,-4.5,-0.72,3.21,Atlantic,0.7379310344827587,NA,NA,483
-35.5,-53.5,2041-2050,ssp585,-5.56,-1.01,-3.06,7.31,4.44,Atlantic,4.396039603960396,1,NA,483
-35.5,-52.5,2041-2050,ssp585,-6.55,2.02,1.66,10.16,5.5,Atlantic,2.722772277227723,1,NA,483
-35.5,-51.5,2041-2050,ssp585,-6.28,5.29,4.16,19.78,8.52,Atlantic,1.6105860113421548,1,NA,483
-35.5,-50.5,2041-2050,ssp585,-5.42,5.28,3.01,20.61,9.09,Atlantic,1.721590909090909,1,NA,483
-34.5,-77.5,2041-2050,ssp585,-11.97,3.47,7.77,14.62,13.8,Atlantic,3.9769452449567724,1,NA,485
-34.5,-76.5,2041-2050,ssp585,-1.72,13.5,9.06,48.42,16.12,Atlantic,1.194074074074074,1,NA,485
-34.5,-75.5,2041-2050,ssp585,0.37,17.96,16.93,43.5,13.69,Atlantic,0.7622494432071268,NA,NA,485
-34.5,-74.5,2041-2050,ssp585,-3.2,15.21,16.02,32.02,10.92,Atlantic,0.717948717948718,NA,NA,485
-34.5,-73.5,2041-2050,ssp585,-7.14,14.86,15.37,30.43,11.48,Atlantic,0.7725437415881562,NA,NA,485
-34.5,-72.5,2041-2050,ssp585,-7.79,11.6,11.49,25.57,10.15,Atlantic,0.8750000000000001,NA,NA,485
-34.5,-71.5,2041-2050,ssp585,-6.53,12.12,10.68,27.39,10.8,Atlantic,0.8910891089108912,NA,NA,485
-34.5,-70.5,2041-2050,ssp585,-2.85,11.81,9.38,27.5,10.25,Atlantic,0.8679085520745131,NA,NA,485
-34.5,-69.5,2041-2050,ssp585,-3.63,7.13,4.29,23.56,8.06,Atlantic,1.1304347826086958,1,NA,485
-34.5,-68.5,2041-2050,ssp585,-5.77,4.9,1.76,20.48,8,Atlantic,1.6326530612244896,1,NA,485
-34.5,-67.5,2041-2050,ssp585,-7,0.59,-2.5,13.92,7,Atlantic,11.864406779661017,1,NA,485
-34.5,-66.5,2041-2050,ssp585,-12.22,-2.93,-3.17,9.17,6.45,Atlantic,2.2013651877133107,1,NA,485
-34.5,-65.5,2041-2050,ssp585,-13.85,-5.05,-5.48,3.89,5.75,Atlantic,1.1386138613861387,1,NA,485
-34.5,-64.5,2041-2050,ssp585,-28.14,-5.56,-1.72,6.67,10.9,Atlantic,1.9604316546762592,1,NA,485
-34.5,-63.5,2041-2050,ssp585,-30.55,-5.88,-3,7.95,11.41,Atlantic,1.9404761904761905,1,NA,482
-34.5,-62.5,2041-2050,ssp585,-23.67,-4.6,-0.96,5.76,9.47,Atlantic,2.0586956521739133,1,NA,482
-34.5,-61.5,2041-2050,ssp585,-13.86,-4.28,-1.86,2.67,5.73,Atlantic,1.338785046728972,1,NA,482
-34.5,-60.5,2041-2050,ssp585,-13.14,-5.93,-5.75,-1.69,3.62,Atlantic,0.6104553119730186,NA,NA,482
-34.5,-59.5,2041-2050,ssp585,-16.08,-9.25,-9.11,-1.81,4.87,Atlantic,0.5264864864864865,NA,NA,482
-34.5,-58.5,2041-2050,ssp585,-20.59,-9.18,-8.29,-3.33,5.16,Atlantic,0.5620915032679739,NA,NA,482
-34.5,-57.5,2041-2050,ssp585,-21.66,-6.86,-5.53,1.72,7.36,Atlantic,1.0728862973760933,1,NA,482
-34.5,-56.5,2041-2050,ssp585,-20.06,-3.58,-1.06,1.65,6.63,Atlantic,1.8519553072625698,1,NA,483
-34.5,-55.5,2041-2050,ssp585,-12.95,-0.91,0.64,10.7,6.45,Atlantic,7.087912087912088,1,NA,483
-34.5,-54.5,2041-2050,ssp585,-5.4,-1.1,-2.91,6.58,3.9,Atlantic,3.545454545454545,1,NA,483
-34.5,-53.5,2041-2050,ssp585,-4.55,1.87,0.39,13.81,6.23,Atlantic,3.3315508021390374,1,NA,483
-34.5,-52.5,2041-2050,ssp585,-6.01,0.85,1.06,9.26,5.06,Atlantic,5.9529411764705875,1,NA,483
-34.5,-51.5,2041-2050,ssp585,-5.42,2.87,3.98,9.32,5.57,Atlantic,1.9407665505226481,1,NA,483
-34.5,-50.5,2041-2050,ssp585,-5.47,3.8,2.42,15.57,7.71,Atlantic,2.028947368421053,1,NA,483
-33.5,-77.5,2041-2050,ssp585,-13.22,5.38,8.34,21.04,17.32,Atlantic,3.2193308550185873,1,NA,NA
-33.5,-76.5,2041-2050,ssp585,-1.37,13.91,8.5,49.65,15.54,Atlantic,1.1171818835370237,1,NA,485
-33.5,-75.5,2041-2050,ssp585,1.14,19.4,18.17,44.85,14.13,Atlantic,0.7283505154639176,NA,NA,485
-33.5,-74.5,2041-2050,ssp585,-1.42,16.56,16.26,36.26,11.52,Atlantic,0.6956521739130435,NA,NA,485
-33.5,-73.5,2041-2050,ssp585,-6.8,13.34,14.6,33.45,12.25,Atlantic,0.9182908545727136,NA,NA,485
-33.5,-72.5,2041-2050,ssp585,-8.37,9.96,10.76,20.95,9.02,Atlantic,0.9056224899598392,NA,NA,485
-33.5,-71.5,2041-2050,ssp585,-7.93,12,12.75,25.28,10.61,Atlantic,0.8841666666666667,NA,NA,485
-33.5,-70.5,2041-2050,ssp585,-4.24,11.95,11.01,26.23,10.22,Atlantic,0.8552301255230127,NA,NA,485
-33.5,-69.5,2041-2050,ssp585,-3.61,6.1,5.08,20.44,7.1,Atlantic,1.1639344262295082,1,NA,485
-33.5,-68.5,2041-2050,ssp585,-5.87,4.7,4.51,18.55,7.18,Atlantic,1.527659574468085,1,NA,485
-33.5,-67.5,2041-2050,ssp585,-7.94,-0.01,-1.3,13.51,6.99,Atlantic,699,1,NA,485
-33.5,-66.5,2041-2050,ssp585,-12.61,-2.77,-2.62,8.11,6.48,Atlantic,2.339350180505415,1,NA,485
-33.5,-65.5,2041-2050,ssp585,-13.46,-5.36,-6.65,3.12,5.45,Atlantic,1.0167910447761195,1,NA,485
-33.5,-64.5,2041-2050,ssp585,-25.83,-5.62,-1.8,7.27,10.24,Atlantic,1.8220640569395017,1,NA,485
-33.5,-63.5,2041-2050,ssp585,-30.1,-5.87,-2.91,6.78,11.24,Atlantic,1.9148211243611584,1,NA,482
-33.5,-62.5,2041-2050,ssp585,-23.26,-4.51,-2,7.9,9.52,Atlantic,2.1108647450110865,1,NA,482
-33.5,-61.5,2041-2050,ssp585,-11.11,-3.05,-1.35,5.38,6.01,Atlantic,1.9704918032786887,1,NA,482
-33.5,-60.5,2041-2050,ssp585,-15.95,-7.01,-6.29,-1.23,5.03,Atlantic,0.7175463623395151,NA,NA,482
-33.5,-59.5,2041-2050,ssp585,-16.65,-9.4,-9.88,-2.05,4.67,Atlantic,0.49680851063829784,NA,NA,482
-33.5,-58.5,2041-2050,ssp585,-21.94,-9.61,-9.81,-2.39,5.98,Atlantic,0.6222684703433924,NA,NA,482
-33.5,-57.5,2041-2050,ssp585,-21.59,-6.28,-5.65,5.57,7.36,Atlantic,1.1719745222929936,1,NA,482
-33.5,-56.5,2041-2050,ssp585,-20.41,-4.32,-1.87,0.77,6.68,Atlantic,1.546296296296296,1,NA,483
-33.5,-55.5,2041-2050,ssp585,-15.76,-1.1,0.18,9.52,7.21,Atlantic,6.554545454545454,1,NA,483
-33.5,-54.5,2041-2050,ssp585,-7.09,0.4,0.25,8.06,4.92,Atlantic,12.299999999999999,1,NA,483
-33.5,-53.5,2041-2050,ssp585,-4,2.11,1.02,17.16,6.37,Atlantic,3.018957345971564,1,NA,483
-33.5,-52.5,2041-2050,ssp585,-5.55,-0.21,0.91,6.42,4.39,Atlantic,20.904761904761905,1,NA,483
-33.5,-51.5,2041-2050,ssp585,-5.11,2.04,1.85,13.88,5.84,Atlantic,2.8627450980392157,1,NA,483
-33.5,-50.5,2041-2050,ssp585,-5.4,2.97,1.83,13.15,6.36,Atlantic,2.1414141414141414,1,NA,483
-32.5,-77.5,2041-2050,ssp585,-21.79,-3.24,4.02,8.03,16.18,Atlantic,4.993827160493827,1,NA,NA
-32.5,-76.5,2041-2050,ssp585,-6.42,12.29,7.86,51.25,16.53,Atlantic,1.3449959316517495,1,NA,485
-32.5,-75.5,2041-2050,ssp585,1.28,19.42,17.22,45.83,13.54,Atlantic,0.6972193614830071,NA,NA,485
-32.5,-74.5,2041-2050,ssp585,-1.27,18.64,16.38,38.97,11.36,Atlantic,0.6094420600858369,NA,NA,485
-32.5,-73.5,2041-2050,ssp585,-7.29,13.34,14.06,36.64,12.02,Atlantic,0.9010494752623688,NA,NA,485
-32.5,-72.5,2041-2050,ssp585,-9.39,8.49,9.57,16.73,8.47,Atlantic,0.9976442873969377,NA,NA,485
-32.5,-71.5,2041-2050,ssp585,-9.28,11.72,10.35,27.8,11.56,Atlantic,0.9863481228668942,NA,NA,485
-32.5,-70.5,2041-2050,ssp585,-5.37,10.47,8.21,24.59,9.84,Atlantic,0.9398280802292263,NA,NA,485
-32.5,-69.5,2041-2050,ssp585,-3.61,5.48,5.64,17.34,6.38,Atlantic,1.1642335766423357,1,NA,485
-32.5,-68.5,2041-2050,ssp585,-6.06,3.23,2.81,15.86,6.49,Atlantic,2.0092879256965945,1,NA,485
-32.5,-67.5,2041-2050,ssp585,-10.44,-0.3,-1.14,12.94,7.16,Atlantic,23.866666666666667,1,NA,485
-32.5,-66.5,2041-2050,ssp585,-17.51,-4.1,-3.15,6.99,6.94,Atlantic,1.6926829268292685,1,NA,485
-32.5,-65.5,2041-2050,ssp585,-14.42,-5.28,-4.45,2.08,6.05,Atlantic,1.1458333333333333,1,NA,485
-32.5,-64.5,2041-2050,ssp585,-23.07,-6.23,-2.75,4.76,8.97,Atlantic,1.4398073836276084,1,NA,485
-32.5,-63.5,2041-2050,ssp585,-29.39,-6.37,-2.74,4.33,10.66,Atlantic,1.6734693877551021,1,NA,482
-32.5,-62.5,2041-2050,ssp585,-23.15,-4.29,-0.72,7.06,9.47,Atlantic,2.2074592074592077,1,NA,482
-32.5,-61.5,2041-2050,ssp585,-11.51,-3.29,-0.45,5.11,6.05,Atlantic,1.8389057750759878,1,NA,482
-32.5,-60.5,2041-2050,ssp585,-13.73,-4.93,-5.65,5.23,5.11,Atlantic,1.0365111561866127,1,NA,482
-32.5,-59.5,2041-2050,ssp585,-16.79,-9.89,-8.94,-2.38,5.13,Atlantic,0.5187057633973711,NA,NA,482
-32.5,-58.5,2041-2050,ssp585,-20.4,-8.4,-6.9,-2.35,5.51,Atlantic,0.655952380952381,NA,NA,482
-32.5,-57.5,2041-2050,ssp585,-21.1,-6.4,-4.86,4.76,6.79,Atlantic,1.0609374999999999,1,NA,482
-32.5,-56.5,2041-2050,ssp585,-20.36,-4.79,-2.65,2.72,6.77,Atlantic,1.4133611691022963,1,NA,483
-32.5,-55.5,2041-2050,ssp585,-17.91,-3.75,-1.42,6.03,6.6,Atlantic,1.76,1,NA,483
-32.5,-54.5,2041-2050,ssp585,-12.51,-1.23,-0.73,6.84,5.13,Atlantic,4.170731707317073,1,NA,483
-32.5,-53.5,2041-2050,ssp585,-2.86,1.51,0.45,9.73,4.34,Atlantic,2.8741721854304636,1,NA,483
-32.5,-52.5,2041-2050,ssp585,-5.23,0.33,0.91,7.18,4.46,Atlantic,13.515151515151514,1,NA,483
-32.5,-51.5,2041-2050,ssp585,-5.6,0.47,0.51,8.76,4.69,Atlantic,9.978723404255321,1,NA,483
-32.5,-50.5,2041-2050,ssp585,-6.67,2.1,1.04,14.54,6.38,Atlantic,3.038095238095238,1,NA,483
-31.5,-77.5,2041-2050,ssp585,-3.5,-0.69,0.21,1.23,2.49,Atlantic,3.6086956521739135,1,NA,NA
-31.5,-76.5,2041-2050,ssp585,-3.9,9.87,6.19,51.19,16.29,Atlantic,1.6504559270516719,1,NA,485
-31.5,-75.5,2041-2050,ssp585,0.81,18.44,15.84,42.81,12.18,Atlantic,0.6605206073752711,NA,NA,485
-31.5,-74.5,2041-2050,ssp585,-1.61,18.32,15.54,39.58,11.98,Atlantic,0.6539301310043668,NA,NA,485
-31.5,-73.5,2041-2050,ssp585,-7.5,13.39,14.08,38.57,12.59,Atlantic,0.9402539208364451,NA,NA,485
-31.5,-72.5,2041-2050,ssp585,-10.84,8.35,10.34,17.75,8.86,Atlantic,1.0610778443113773,1,NA,485
-31.5,-71.5,2041-2050,ssp585,-10.17,9.87,9.44,25.71,10.48,Atlantic,1.0618034447821683,1,NA,485
-31.5,-70.5,2041-2050,ssp585,-6,9.7,8.33,22.19,9.42,Atlantic,0.9711340206185568,NA,NA,485
-31.5,-69.5,2041-2050,ssp585,-3.6,4.74,5.57,14.47,5.6,Atlantic,1.181434599156118,1,NA,485
-31.5,-68.5,2041-2050,ssp585,-6.18,3.01,3.95,13.15,6.3,Atlantic,2.0930232558139537,1,NA,485
-31.5,-67.5,2041-2050,ssp585,-8.43,-0.4,-1.79,11.4,6.61,Atlantic,16.525,1,NA,485
-31.5,-66.5,2041-2050,ssp585,-15.35,-3.96,-3.48,5.9,6.39,Atlantic,1.6136363636363635,1,NA,485
-31.5,-65.5,2041-2050,ssp585,-15.65,-6.09,-4.48,1.36,5.67,Atlantic,0.9310344827586207,NA,NA,485
-31.5,-64.5,2041-2050,ssp585,-19.97,-6.63,-3.98,2.5,7.99,Atlantic,1.2051282051282053,1,NA,485
-31.5,-63.5,2041-2050,ssp585,-28.61,-6.05,-3.01,5.56,10.94,Atlantic,1.8082644628099174,1,NA,482
-31.5,-62.5,2041-2050,ssp585,-23.4,-4.29,-0.07,6.24,9.53,Atlantic,2.2214452214452214,1,NA,482
-31.5,-61.5,2041-2050,ssp585,-15.04,-3.45,-0.39,6.98,7.32,Atlantic,2.121739130434783,1,NA,482
-31.5,-60.5,2041-2050,ssp585,-13.52,-5.34,-4.43,0.69,4.04,Atlantic,0.7565543071161049,NA,NA,482
-31.5,-59.5,2041-2050,ssp585,-16.25,-8.98,-7.77,-2.06,4.73,Atlantic,0.5267260579064588,NA,NA,482
-31.5,-58.5,2041-2050,ssp585,-18.25,-8.07,-7.5,-1.62,5.41,Atlantic,0.6703841387856257,NA,NA,482
-31.5,-57.5,2041-2050,ssp585,-19.28,-7.46,-5.98,0.96,5.78,Atlantic,0.7747989276139411,NA,NA,482
-31.5,-56.5,2041-2050,ssp585,-19.17,-6.16,-4.53,2.3,6.12,Atlantic,0.9935064935064934,NA,NA,483
-31.5,-55.5,2041-2050,ssp585,-18.31,-5.66,-3.23,-0.18,5.69,Atlantic,1.0053003533568905,1,NA,483
-31.5,-54.5,2041-2050,ssp585,-14.42,-1.51,-2.96,9.84,7.2,Atlantic,4.768211920529802,1,NA,483
-31.5,-53.5,2041-2050,ssp585,-3.86,1.18,-0.23,9.29,4.73,Atlantic,4.008474576271187,1,NA,483
-31.5,-52.5,2041-2050,ssp585,-5.52,0.86,0.94,10.27,4.96,Atlantic,5.767441860465117,1,NA,483
-31.5,-51.5,2041-2050,ssp585,-5.92,-0.2,0,6.2,4.35,Atlantic,21.749999999999996,1,NA,483
-31.5,-50.5,2041-2050,ssp585,-8.78,0.62,0.17,13.05,6.47,Atlantic,10.435483870967742,1,NA,483
-30.5,-76.5,2041-2050,ssp585,-7.29,0.56,1.11,7.32,6.91,Atlantic,12.339285714285714,1,NA,485
-30.5,-75.5,2041-2050,ssp585,1,16.84,17.59,41.58,12.03,Atlantic,0.7143705463182898,NA,NA,485
-30.5,-74.5,2041-2050,ssp585,-1.52,17.94,16.43,37.04,11.59,Atlantic,0.6460423634336677,NA,NA,485
-30.5,-73.5,2041-2050,ssp585,-7.29,14.15,14,39.93,12.34,Atlantic,0.8720848056537102,NA,NA,485
-30.5,-72.5,2041-2050,ssp585,-11.5,8.14,10.6,20.04,9.05,Atlantic,1.1117936117936118,1,NA,485
-30.5,-71.5,2041-2050,ssp585,-10.61,7.45,7.47,21.61,9.1,Atlantic,1.221476510067114,1,NA,485
-30.5,-70.5,2041-2050,ssp585,-6.42,8.94,8.19,18.33,8.69,Atlantic,0.9720357941834452,NA,NA,485
-30.5,-69.5,2041-2050,ssp585,-3.6,3.21,5.08,12.03,5.53,Atlantic,1.722741433021807,1,NA,485
-30.5,-68.5,2041-2050,ssp585,-6.35,0.49,1.99,10.22,5.65,Atlantic,11.53061224489796,1,NA,485
-30.5,-67.5,2041-2050,ssp585,-7.17,-0.61,-3.14,9.04,6.29,Atlantic,10.311475409836065,1,NA,485
-30.5,-66.5,2041-2050,ssp585,-14.92,-3.97,-3.87,4.98,6.17,Atlantic,1.5541561712846346,1,NA,485
-30.5,-65.5,2041-2050,ssp585,-17.06,-6.37,-4.64,0.55,5.9,Atlantic,0.9262166405023549,NA,NA,485
-30.5,-64.5,2041-2050,ssp585,-17.41,-5.99,-1.83,2.53,7.6,Atlantic,1.2687813021702836,1,NA,485
-30.5,-63.5,2041-2050,ssp585,-27.55,-6.54,-2.86,5.93,10.25,Atlantic,1.5672782874617737,1,NA,482
-30.5,-62.5,2041-2050,ssp585,-23.43,-4.63,-0.64,4.57,9.36,Atlantic,2.021598272138229,1,NA,482
-30.5,-61.5,2041-2050,ssp585,-18.28,-4.64,-1.63,3.66,7.52,Atlantic,1.620689655172414,1,NA,482
-30.5,-60.5,2041-2050,ssp585,-13.29,-5.69,-5.16,1.28,4.5,Atlantic,0.7908611599297012,NA,NA,482
-30.5,-59.5,2041-2050,ssp585,-15.05,-7.43,-7.13,-0.79,4.32,Atlantic,0.5814266487213998,NA,NA,482
-30.5,-58.5,2041-2050,ssp585,-15.14,-7.99,-8.4,-3.11,4.24,Atlantic,0.5306633291614519,NA,NA,482
-30.5,-57.5,2041-2050,ssp585,-15.49,-7.94,-7.37,-3.25,3.73,Atlantic,0.46977329974811083,NA,NA,482
-30.5,-56.5,2041-2050,ssp585,-17.56,-7.8,-6.78,-1.3,5.07,Atlantic,0.65,NA,NA,483
-30.5,-55.5,2041-2050,ssp585,-17.92,-6.12,-4.38,-0.7,5.69,Atlantic,0.9297385620915033,NA,NA,483
-30.5,-54.5,2041-2050,ssp585,-13.45,-3.31,-2.24,3.97,4.79,Atlantic,1.447129909365559,1,NA,483
-30.5,-53.5,2041-2050,ssp585,-4.41,1.36,-0.51,11.94,5.54,Atlantic,4.073529411764706,1,NA,483
-30.5,-52.5,2041-2050,ssp585,-5.53,0.59,0.78,8.02,4.26,Atlantic,7.220338983050848,1,NA,483
-30.5,-51.5,2041-2050,ssp585,-5.56,-0.63,-0.71,5.95,4.2,Atlantic,6.666666666666667,1,NA,483
-30.5,-50.5,2041-2050,ssp585,-8.3,1.18,0.56,16.7,6.92,Atlantic,5.864406779661017,1,NA,483
-29.5,-76.5,2041-2050,ssp585,-13.2,-0.92,4.72,5.71,10.64,Atlantic,11.565217391304348,1,NA,NA
-29.5,-75.5,2041-2050,ssp585,-1.42,14.57,15.96,40.18,13.18,Atlantic,0.9045984900480439,NA,NA,485
-29.5,-74.5,2041-2050,ssp585,-0.53,19.18,19.63,36.12,11.63,Atlantic,0.6063607924921794,NA,NA,485
-29.5,-73.5,2041-2050,ssp585,-6.54,14.34,14.16,37.73,11.61,Atlantic,0.809623430962343,NA,NA,485
-29.5,-72.5,2041-2050,ssp585,-11.39,9.03,12.51,21.6,9.73,Atlantic,1.0775193798449614,1,NA,485
-29.5,-71.5,2041-2050,ssp585,-10.44,6.91,7.66,18.8,8.87,Atlantic,1.2836468885672936,1,NA,485
-29.5,-70.5,2041-2050,ssp585,-6.67,7.72,8.41,16.9,7.98,Atlantic,1.033678756476684,1,NA,485
-29.5,-69.5,2041-2050,ssp585,-10.7,2.14,4.47,10.85,6.78,Atlantic,3.1682242990654204,1,NA,485
-29.5,-68.5,2041-2050,ssp585,-7.97,0.13,0.81,7.85,5,Atlantic,38.46153846153846,1,NA,485
-29.5,-67.5,2041-2050,ssp585,-7.77,-1.62,-3.51,8.38,5.86,Atlantic,3.617283950617284,1,NA,485
-29.5,-66.5,2041-2050,ssp585,-9.35,-3.47,-4.32,5.11,5.15,Atlantic,1.484149855907781,1,NA,485
-29.5,-65.5,2041-2050,ssp585,-12.99,-6.06,-5.11,0.35,5.33,Atlantic,0.8795379537953796,NA,NA,485
-29.5,-64.5,2041-2050,ssp585,-17.22,-7.01,-6.78,2.86,6.61,Atlantic,0.942938659058488,NA,NA,485
-29.5,-63.5,2041-2050,ssp585,-26,-6.12,-2.19,7.18,10.42,Atlantic,1.7026143790849673,1,NA,484
-29.5,-62.5,2041-2050,ssp585,-23.34,-5.05,-1.91,5.59,9.29,Atlantic,1.8396039603960395,1,NA,484
-29.5,-61.5,2041-2050,ssp585,-19.28,-5.13,-2.17,4.09,7.61,Atlantic,1.483430799220273,1,NA,484
-29.5,-60.5,2041-2050,ssp585,-11.82,-5.25,-5.95,3.15,5.43,Atlantic,1.0342857142857143,1,NA,484
-29.5,-59.5,2041-2050,ssp585,-13.72,-6.04,-5.73,1.22,4.55,Atlantic,0.7533112582781457,NA,NA,484
-29.5,-58.5,2041-2050,ssp585,-13.28,-7.9,-8.71,-2.77,4.15,Atlantic,0.5253164556962026,NA,NA,484
-29.5,-57.5,2041-2050,ssp585,-13.2,-8.24,-8.52,-3.09,3.29,Atlantic,0.39927184466019416,NA,NA,484
-29.5,-56.5,2041-2050,ssp585,-16.5,-8.51,-8.25,-2.83,4.18,Atlantic,0.4911868390129259,NA,NA,484
-29.5,-55.5,2041-2050,ssp585,-16.89,-5.03,-4.6,5.36,6.77,Atlantic,1.3459244532803178,1,NA,484
-29.5,-54.5,2041-2050,ssp585,-10.76,-1.81,-0.18,6.53,5.06,Atlantic,2.7955801104972373,1,NA,484
-29.5,-53.5,2041-2050,ssp585,-4.72,1.18,0.63,10.41,4.57,Atlantic,3.8728813559322037,1,NA,484
-29.5,-52.5,2041-2050,ssp585,-5.6,0.71,1.36,5.8,3.96,Atlantic,5.577464788732395,1,NA,484
-29.5,-51.5,2041-2050,ssp585,-5.41,-0,-0.27,8.42,4.59,Atlantic,NA,NA,NA,484
-29.5,-50.5,2041-2050,ssp585,-6.16,-0.43,-2.48,8.65,4.8,Atlantic,11.162790697674419,1,NA,484
-28.5,-76.5,2041-2050,ssp585,-24.33,-5.88,2.38,4.3,16,Atlantic,2.7210884353741496,1,NA,NA
-28.5,-75.5,2041-2050,ssp585,-9.26,11.3,10.87,40.22,15.04,Atlantic,1.3309734513274334,1,NA,485
-28.5,-74.5,2041-2050,ssp585,1.12,19.24,16.16,46.91,13.53,Atlantic,0.7032224532224532,NA,NA,485
-28.5,-73.5,2041-2050,ssp585,-5.76,14.32,13.12,35.43,11.52,Atlantic,0.8044692737430167,NA,NA,485
-28.5,-72.5,2041-2050,ssp585,-11.05,8.49,9.23,22.15,9.91,Atlantic,1.1672555948174324,1,NA,485
-28.5,-71.5,2041-2050,ssp585,-10.76,7.24,7.9,17.73,8.64,Atlantic,1.1933701657458564,1,NA,485
-28.5,-70.5,2041-2050,ssp585,-6.99,6.76,8.2,17.49,7.73,Atlantic,1.1434911242603552,1,NA,485
-28.5,-69.5,2041-2050,ssp585,-9.49,1.61,3.36,10.61,6.28,Atlantic,3.900621118012422,1,NA,485
-28.5,-68.5,2041-2050,ssp585,-11.12,-1.35,1.28,6.41,5.86,Atlantic,4.340740740740741,1,NA,485
-28.5,-67.5,2041-2050,ssp585,-9.66,-3.06,-4.17,7.59,5.51,Atlantic,1.8006535947712417,1,NA,485
-28.5,-66.5,2041-2050,ssp585,-10.31,-4.19,-4.93,4.93,4.99,Atlantic,1.1909307875894988,1,NA,485
-28.5,-65.5,2041-2050,ssp585,-12.9,-5.39,-4.47,1.8,5.04,Atlantic,0.9350649350649352,NA,NA,485
-28.5,-64.5,2041-2050,ssp585,-17.04,-6.99,-7.38,3,6.51,Atlantic,0.9313304721030042,NA,NA,485
-28.5,-63.5,2041-2050,ssp585,-23.99,-5.92,-2.26,7.57,10.27,Atlantic,1.7347972972972971,1,NA,484
-28.5,-62.5,2041-2050,ssp585,-23.3,-5.02,-2.76,6.22,9.55,Atlantic,1.9023904382470123,1,NA,484
-28.5,-61.5,2041-2050,ssp585,-20.44,-6.09,-4.71,4.3,7.67,Atlantic,1.25944170771757,1,NA,484
-28.5,-60.5,2041-2050,ssp585,-10.59,-4.29,-4.49,3.15,4.94,Atlantic,1.1515151515151516,1,NA,484
-28.5,-59.5,2041-2050,ssp585,-11.66,-4.94,-5.18,2.21,4.03,Atlantic,0.8157894736842105,NA,NA,484
-28.5,-58.5,2041-2050,ssp585,-11.5,-5.39,-5.66,0.36,4,Atlantic,0.7421150278293136,NA,NA,484
-28.5,-57.5,2041-2050,ssp585,-10.28,-6.17,-5.7,-0.71,2.9,Atlantic,0.4700162074554295,NA,NA,484
-28.5,-56.5,2041-2050,ssp585,-13.07,-6.72,-6.85,-0.82,4.25,Atlantic,0.6324404761904762,NA,NA,484
-28.5,-55.5,2041-2050,ssp585,-12.89,-4.19,-4.47,6.84,6.2,Atlantic,1.4797136038186156,1,NA,484
-28.5,-54.5,2041-2050,ssp585,-6.48,-0.42,0.03,5.2,4.3,Atlantic,10.238095238095237,1,NA,484
-28.5,-53.5,2041-2050,ssp585,-5.09,2.26,0.8,12.02,5.94,Atlantic,2.6283185840707968,1,NA,484
-28.5,-52.5,2041-2050,ssp585,-5.48,1.41,1.12,12.35,5.15,Atlantic,3.6524822695035466,1,NA,484
-28.5,-51.5,2041-2050,ssp585,-5.91,-0.69,-2.11,6.35,4.11,Atlantic,5.9565217391304355,1,NA,484
-28.5,-50.5,2041-2050,ssp585,-5.56,-0.88,-2.01,4.95,3.87,Atlantic,4.3977272727272725,1,NA,484
-27.5,-76.5,2041-2050,ssp585,-24.51,-6.92,-0.11,3.86,15.36,Atlantic,2.2196531791907512,1,NA,NA
-27.5,-75.5,2041-2050,ssp585,-15.24,9.31,8.87,39.32,15.13,Atlantic,1.6251342642320086,1,NA,485
-27.5,-74.5,2041-2050,ssp585,0.71,19.07,13.65,56.27,16.37,Atlantic,0.8584163607760882,NA,NA,485
-27.5,-73.5,2041-2050,ssp585,-5.07,16.42,16.26,35.92,12.38,Atlantic,0.7539585870889159,NA,NA,485
-27.5,-72.5,2041-2050,ssp585,-11.42,7.83,7.65,22.43,9.82,Atlantic,1.2541507024265646,1,NA,485
-27.5,-71.5,2041-2050,ssp585,-11.16,6.89,7.2,17.3,8.73,Atlantic,1.2670537010159653,1,NA,485
-27.5,-70.5,2041-2050,ssp585,-7.46,5.6,7.79,18,8.13,Atlantic,1.4517857142857145,1,NA,485
-27.5,-69.5,2041-2050,ssp585,-4.67,1.54,2.24,10.24,5.08,Atlantic,3.2987012987012987,1,NA,485
-27.5,-68.5,2041-2050,ssp585,-7.83,-2.05,-2.21,5.32,4.67,Atlantic,2.278048780487805,1,NA,485
-27.5,-67.5,2041-2050,ssp585,-10.61,-3.44,-4.64,6.64,5.26,Atlantic,1.5290697674418605,1,NA,485
-27.5,-66.5,2041-2050,ssp585,-10.42,-4.77,-5.86,4.46,4.85,Atlantic,1.0167714884696017,1,NA,485
-27.5,-65.5,2041-2050,ssp585,-12.9,-5.75,-4.32,3.01,5.49,Atlantic,0.9547826086956522,NA,NA,485
-27.5,-64.5,2041-2050,ssp585,-16.93,-6.43,-4.53,2.32,6.37,Atlantic,0.9906687402799379,NA,NA,485
