longitude,latitude,decade,scenario,min_change,mean_change,median_change,max_change,sd_change,region_name,cv,cv_mask,mpa,subregion
-52.5,-64.5,2041-2050,ssp126,-39.31,-10.15,-10.53,25.43,19.03,Atlantic,1.8748768472906405,1,NA,481
-52.5,-63.5,2041-2050,ssp126,-29.28,-7.99,-6.27,12.67,15.1,Atlantic,1.8898623279098872,1,NA,481
-52.5,-62.5,2041-2050,ssp126,-22.54,-4.2,-9.22,16.84,13.03,Atlantic,3.102380952380952,1,NA,481
-52.5,-61.5,2041-2050,ssp126,-16.9,-2.59,-4.91,10.92,8.71,Atlantic,3.3629343629343635,1,NA,481
-52.5,-60.5,2041-2050,ssp126,-15.63,-1.86,-1.07,10.9,8.85,Atlantic,4.758064516129032,1,NA,481
-51.5,-77.5,2041-2050,ssp126,3.58,10.45,6.98,24.26,9.73,Atlantic,0.9311004784688997,NA,NA,485
-51.5,-76.5,2041-2050,ssp126,-4.39,12.67,9.38,41.16,13.48,Atlantic,1.063930544593528,1,NA,485
-51.5,-75.5,2041-2050,ssp126,-7.87,10.33,7.65,40.89,14.99,Atlantic,1.4511132623426912,1,NA,485
-51.5,-74.5,2041-2050,ssp126,-30.57,6.59,3.58,45.21,20.63,Atlantic,3.1305007587253413,1,NA,485
-51.5,-73.5,2041-2050,ssp126,-44.1,2.58,3.99,35.07,23.51,Atlantic,9.112403100775195,1,NA,485
-51.5,-72.5,2041-2050,ssp126,-28.01,8.73,10.89,45.41,20.11,Atlantic,2.3035509736540662,1,NA,485
-51.5,-71.5,2041-2050,ssp126,-9.05,15.73,14.01,52.12,16.74,Atlantic,1.0642085187539732,1,NA,485
-51.5,-70.5,2041-2050,ssp126,-13.97,10.84,12.91,36.61,14.41,Atlantic,1.3293357933579335,1,NA,485
-51.5,-69.5,2041-2050,ssp126,-12.7,6.76,7.18,19.5,10.01,Atlantic,1.4807692307692308,1,NA,485
-51.5,-68.5,2041-2050,ssp126,-20.84,-1.83,-0.57,9.73,10.07,Atlantic,5.502732240437158,1,NA,485
-51.5,-67.5,2041-2050,ssp126,-27.61,-9.27,-6.33,6.09,11.87,Atlantic,1.2804746494066883,1,NA,485
-51.5,-66.5,2041-2050,ssp126,-36.11,-14.34,-12.61,7.03,15.09,Atlantic,1.0523012552301256,1,NA,485
-51.5,-65.5,2041-2050,ssp126,-35.01,-13.78,-15.88,16.3,15.96,Atlantic,1.158200290275762,1,NA,485
-51.5,-64.5,2041-2050,ssp126,-31.21,-13.01,-14.95,8.09,14.48,Atlantic,1.1129900076863952,1,NA,481
-51.5,-63.5,2041-2050,ssp126,-27.22,-6.74,-5.61,15.26,14.92,Atlantic,2.2136498516320473,1,NA,481
-51.5,-62.5,2041-2050,ssp126,-19.06,-7.43,-10.86,13.35,10.81,Atlantic,1.4549125168236878,1,NA,481
-51.5,-61.5,2041-2050,ssp126,-12.25,-1.26,-4.49,13.05,8.38,Atlantic,6.650793650793651,1,NA,481
-51.5,-60.5,2041-2050,ssp126,-11.76,-2.5,-1.34,7.45,5.63,Atlantic,2.252,1,NA,481
-50.5,-77.5,2041-2050,ssp126,-2.3,9.21,6.95,25.26,11.79,Atlantic,1.2801302931596088,1,NA,485
-50.5,-76.5,2041-2050,ssp126,-4.82,12.89,9.69,38.93,12,Atlantic,0.9309542280837858,NA,NA,485
-50.5,-75.5,2041-2050,ssp126,-10.33,10.5,7.22,39.26,14.85,Atlantic,1.4142857142857141,1,NA,485
-50.5,-74.5,2041-2050,ssp126,-25.98,6.1,5.79,40.84,19.16,Atlantic,3.140983606557377,1,NA,485
-50.5,-73.5,2041-2050,ssp126,-36.67,2.68,3.73,27.96,18.86,Atlantic,7.037313432835821,1,NA,485
-50.5,-72.5,2041-2050,ssp126,-18.62,12.08,13.17,46.03,16.87,Atlantic,1.396523178807947,1,NA,485
-50.5,-71.5,2041-2050,ssp126,-2.17,16.92,12.69,53.05,15.98,Atlantic,0.9444444444444444,NA,NA,485
-50.5,-70.5,2041-2050,ssp126,-9.03,13.7,16.22,35.27,12.94,Atlantic,0.9445255474452555,NA,NA,485
-50.5,-69.5,2041-2050,ssp126,-7.06,7.68,6.31,22.01,9.59,Atlantic,1.2486979166666667,1,NA,485
-50.5,-68.5,2041-2050,ssp126,-21.38,-2.27,-1.4,9.16,9.85,Atlantic,4.3392070484581495,1,NA,485
-50.5,-67.5,2041-2050,ssp126,-24.33,-8.04,-2.96,5.86,11.64,Atlantic,1.447761194029851,1,NA,485
-50.5,-66.5,2041-2050,ssp126,-35.86,-12.51,-9.29,7.42,14.31,Atlantic,1.143884892086331,1,NA,485
-50.5,-65.5,2041-2050,ssp126,-36.68,-15.1,-13.37,2.56,12.72,Atlantic,0.8423841059602649,NA,NA,485
-50.5,-64.5,2041-2050,ssp126,-30.54,-13.82,-13.47,3.13,11.94,Atlantic,0.8639652677279305,NA,NA,481
-50.5,-63.5,2041-2050,ssp126,-23.69,-7.58,-11.48,17.84,13.27,Atlantic,1.75065963060686,1,NA,481
-50.5,-62.5,2041-2050,ssp126,-22.3,-8.38,-11.08,13.44,12.11,Atlantic,1.445107398568019,1,NA,481
-50.5,-61.5,2041-2050,ssp126,-9.95,0.53,-1.96,17.25,9.47,Atlantic,17.867924528301888,1,NA,481
-50.5,-60.5,2041-2050,ssp126,-6.4,-1.2,-1.26,8.1,3.89,Atlantic,3.2416666666666667,1,NA,481
-49.5,-77.5,2041-2050,ssp126,0.85,6.73,6.02,14.03,5.57,Atlantic,0.8276374442793462,NA,NA,485
-49.5,-76.5,2041-2050,ssp126,-1.44,14.44,15.09,37.23,11.12,Atlantic,0.7700831024930748,NA,NA,485
-49.5,-75.5,2041-2050,ssp126,-11.7,10.05,9.97,38.13,13.94,Atlantic,1.3870646766169152,1,NA,485
-49.5,-74.5,2041-2050,ssp126,-21.51,5.44,4.74,35.03,17.07,Atlantic,3.1378676470588234,1,NA,485
-49.5,-73.5,2041-2050,ssp126,-28.96,2.36,4.39,20.89,15.38,Atlantic,6.516949152542374,1,NA,485
-49.5,-72.5,2041-2050,ssp126,-11.46,11.78,13.64,43.9,15.76,Atlantic,1.3378607809847198,1,NA,485
-49.5,-71.5,2041-2050,ssp126,1.36,17.8,14.76,53.33,15.92,Atlantic,0.8943820224719101,NA,NA,485
-49.5,-70.5,2041-2050,ssp126,-4.73,15.12,14.59,33.18,12.55,Atlantic,0.8300264550264551,NA,NA,485
-49.5,-69.5,2041-2050,ssp126,-7.02,6.27,5.29,20.11,9.08,Atlantic,1.4481658692185009,1,NA,485
-49.5,-68.5,2041-2050,ssp126,-20.93,-2.06,-2.12,13.16,10.24,Atlantic,4.970873786407767,1,NA,485
-49.5,-67.5,2041-2050,ssp126,-25.34,-6.63,-2.49,5.72,11.18,Atlantic,1.6862745098039216,1,NA,485
-49.5,-66.5,2041-2050,ssp126,-29.82,-11.45,-6.93,4.23,12.87,Atlantic,1.1240174672489083,1,NA,485
-49.5,-65.5,2041-2050,ssp126,-36.51,-14.15,-11.58,0.1,11.61,Atlantic,0.820494699646643,NA,NA,485
-49.5,-64.5,2041-2050,ssp126,-35.69,-14.42,-10.64,-1.15,10.77,Atlantic,0.746879334257975,NA,NA,485
-49.5,-63.5,2041-2050,ssp126,-22.93,-10.28,-9.59,6.28,9.1,Atlantic,0.8852140077821012,NA,NA,482
-49.5,-62.5,2041-2050,ssp126,-24.91,-5.58,-7.69,13.93,14.01,Atlantic,2.510752688172043,1,NA,482
-49.5,-61.5,2041-2050,ssp126,-16.12,1.06,-2.34,23.34,14.18,Atlantic,13.377358490566037,1,NA,482
-49.5,-60.5,2041-2050,ssp126,-6.66,0.83,0.87,7.83,4.45,Atlantic,5.36144578313253,1,NA,482
-49.5,-59.5,2041-2050,ssp126,-22.68,-5.52,-5.84,6.61,7.84,Atlantic,1.4202898550724639,1,NA,482
-49.5,-58.5,2041-2050,ssp126,-30.78,-5.48,-4.43,8.48,11.01,Atlantic,2.009124087591241,1,NA,482
-49.5,-57.5,2041-2050,ssp126,-27.62,-6.26,-3.6,7.91,9.46,Atlantic,1.5111821086261983,1,NA,482
-49.5,-56.5,2041-2050,ssp126,-15.55,-6.99,-8.12,2.39,5.21,Atlantic,0.7453505007153075,NA,NA,483
-49.5,-55.5,2041-2050,ssp126,-13.44,-6.28,-6.12,-1.53,4.09,Atlantic,0.6512738853503184,NA,NA,483
-49.5,-54.5,2041-2050,ssp126,-14.03,-5.18,-5.43,1.05,4.67,Atlantic,0.9015444015444016,NA,NA,483
-49.5,-53.5,2041-2050,ssp126,-13.01,-4.34,-4.83,4.08,4.88,Atlantic,1.1244239631336406,1,NA,483
-49.5,-52.5,2041-2050,ssp126,-11.98,-3.52,-3.7,6.42,5.38,Atlantic,1.5284090909090908,1,NA,483
-49.5,-51.5,2041-2050,ssp126,-9.47,-3.45,-3.11,0.94,3.51,Atlantic,1.017391304347826,1,NA,483
-49.5,-50.5,2041-2050,ssp126,-5.87,-2.69,-2.63,2.21,2.58,Atlantic,0.9591078066914499,NA,NA,483
-48.5,-77.5,2041-2050,ssp126,-1.05,14.47,8.34,51.25,21.47,Atlantic,1.4837595024187973,1,NA,485
-48.5,-76.5,2041-2050,ssp126,-5.03,15.92,14.26,37.02,13.77,Atlantic,0.8649497487437185,NA,NA,485
-48.5,-75.5,2041-2050,ssp126,-11.33,10.12,11.7,36.65,13.61,Atlantic,1.3448616600790515,1,NA,485
-48.5,-74.5,2041-2050,ssp126,-17.71,6.62,6.5,32.75,14.72,Atlantic,2.2235649546827796,1,NA,485
-48.5,-73.5,2041-2050,ssp126,-24.32,4.48,6.35,24.43,14.75,Atlantic,3.292410714285714,1,NA,485
-48.5,-72.5,2041-2050,ssp126,-3.37,13.06,13.7,40.89,12.86,Atlantic,0.9846860643185298,NA,NA,485
-48.5,-71.5,2041-2050,ssp126,-1.18,18.2,16.8,51.53,15.36,Atlantic,0.843956043956044,NA,NA,485
-48.5,-70.5,2041-2050,ssp126,-1.82,13.53,11.81,30.77,12.66,Atlantic,0.9356984478935699,NA,NA,485
-48.5,-69.5,2041-2050,ssp126,-11.55,4.46,2.82,21.11,9.59,Atlantic,2.1502242152466366,1,NA,485
-48.5,-68.5,2041-2050,ssp126,-19.04,-0.68,0.5,16.71,10.82,Atlantic,15.911764705882351,1,NA,485
-48.5,-67.5,2041-2050,ssp126,-23.55,-4.83,-2.89,8,10.66,Atlantic,2.20703933747412,1,NA,485
-48.5,-66.5,2041-2050,ssp126,-23.14,-9.65,-8.88,1.83,9.07,Atlantic,0.9398963730569948,NA,NA,485
-48.5,-65.5,2041-2050,ssp126,-31.65,-12.2,-11.35,-1.22,9.51,Atlantic,0.7795081967213116,NA,NA,485
-48.5,-64.5,2041-2050,ssp126,-37.71,-13.64,-10.56,-3.69,10.44,Atlantic,0.7653958944281525,NA,NA,485
-48.5,-63.5,2041-2050,ssp126,-27.88,-10.34,-7.65,2.73,10.04,Atlantic,0.9709864603481624,NA,NA,482
-48.5,-62.5,2041-2050,ssp126,-25.37,-4.82,-4.26,13.84,13.56,Atlantic,2.813278008298755,1,NA,482
-48.5,-61.5,2041-2050,ssp126,-17.23,-0.15,-0.91,21.42,13.34,Atlantic,88.93333333333334,1,NA,482
-48.5,-60.5,2041-2050,ssp126,-9.14,1.11,3.65,8.75,6.4,Atlantic,5.7657657657657655,1,NA,482
-48.5,-59.5,2041-2050,ssp126,-21.24,-5.18,-2.87,2.99,7.54,Atlantic,1.4555984555984556,1,NA,482
-48.5,-58.5,2041-2050,ssp126,-29.97,-5.56,-3.97,5.07,9.59,Atlantic,1.7248201438848922,1,NA,482
-48.5,-57.5,2041-2050,ssp126,-25.41,-4.89,-4.84,6.73,8.99,Atlantic,1.8384458077709613,1,NA,482
-48.5,-56.5,2041-2050,ssp126,-16.95,-5.2,-5.74,2.06,5.97,Atlantic,1.148076923076923,1,NA,483
-48.5,-55.5,2041-2050,ssp126,-11.7,-6.09,-5.93,-1.27,3.57,Atlantic,0.5862068965517241,NA,NA,483
-48.5,-54.5,2041-2050,ssp126,-10.77,-5.07,-4.72,1.67,4.19,Atlantic,0.8264299802761341,NA,NA,483
-48.5,-53.5,2041-2050,ssp126,-9.7,-3.49,-4.99,6.3,5.44,Atlantic,1.5587392550143266,1,NA,483
-48.5,-52.5,2041-2050,ssp126,-8.83,-3.82,-4.15,4.01,3.83,Atlantic,1.0026178010471205,1,NA,483
-48.5,-51.5,2041-2050,ssp126,-6.02,-2.07,-3.17,4.66,3.93,Atlantic,1.8985507246376814,1,NA,483
-48.5,-50.5,2041-2050,ssp126,-5.49,-1.75,-2.12,4.46,3.03,Atlantic,1.7314285714285713,1,NA,483
-47.5,-77.5,2041-2050,ssp126,-6.87,13.65,11.11,47.95,15.86,Atlantic,1.1619047619047618,1,NA,485
-47.5,-76.5,2041-2050,ssp126,-2.19,17.05,15.47,38.83,14.24,Atlantic,0.8351906158357771,NA,NA,485
-47.5,-75.5,2041-2050,ssp126,-5.98,9.97,8.51,33.9,11.94,Atlantic,1.1975927783350049,1,NA,485
-47.5,-74.5,2041-2050,ssp126,-14.01,6.11,5,30.4,13.47,Atlantic,2.204582651391162,1,NA,485
-47.5,-73.5,2041-2050,ssp126,-22.04,7.68,7.43,30.91,16.07,Atlantic,2.092447916666667,1,NA,485
-47.5,-72.5,2041-2050,ssp126,2.01,15.76,11.37,47.01,12.85,Atlantic,0.8153553299492385,NA,NA,485
-47.5,-71.5,2041-2050,ssp126,-1.38,18.8,18.86,48.62,14.92,Atlantic,0.7936170212765957,NA,NA,485
-47.5,-70.5,2041-2050,ssp126,-0.41,13.99,11.52,32.2,12.07,Atlantic,0.862759113652609,NA,NA,485
-47.5,-69.5,2041-2050,ssp126,-9.89,3.92,2.42,21.6,10.19,Atlantic,2.5994897959183674,1,NA,485
-47.5,-68.5,2041-2050,ssp126,-20.84,0.29,1.19,18.89,12.18,Atlantic,42,1,NA,485
-47.5,-67.5,2041-2050,ssp126,-19.95,-3.11,-2.4,12.07,9.98,Atlantic,3.209003215434084,1,NA,485
-47.5,-66.5,2041-2050,ssp126,-18.37,-5.3,-4.94,5.61,7.49,Atlantic,1.4132075471698113,1,NA,485
-47.5,-65.5,2041-2050,ssp126,-23.88,-9.41,-9.64,1.32,8.13,Atlantic,0.8639744952178534,NA,NA,485
-47.5,-64.5,2041-2050,ssp126,-37.86,-12.57,-8.86,-3.95,10.61,Atlantic,0.8440731901352426,NA,NA,485
-47.5,-63.5,2041-2050,ssp126,-32.93,-9.91,-7.34,9.08,11.99,Atlantic,1.2098890010090817,1,SOSS,482
-47.5,-62.5,2041-2050,ssp126,-24.33,-2.83,-2.21,15.49,14.8,Atlantic,5.229681978798586,1,SOSS,482
-47.5,-61.5,2041-2050,ssp126,-15.21,-1.14,-0.88,13.75,10.93,Atlantic,9.587719298245615,1,NA,482
-47.5,-60.5,2041-2050,ssp126,-9.67,0.66,0.38,8.45,6.11,Atlantic,9.257575757575758,1,NA,482
-47.5,-59.5,2041-2050,ssp126,-18.23,-2.72,-4.42,10.37,8.3,Atlantic,3.0514705882352944,1,NA,482
-47.5,-58.5,2041-2050,ssp126,-24.19,-0.67,1.14,9.63,9.41,Atlantic,14.044776119402984,1,NA,482
-47.5,-57.5,2041-2050,ssp126,-21.53,-1.37,-2.02,13.47,8.93,Atlantic,6.518248175182481,1,NA,482
-47.5,-56.5,2041-2050,ssp126,-17.32,-4.96,-5.65,1.76,5.34,Atlantic,1.0766129032258065,1,NA,483
-47.5,-55.5,2041-2050,ssp126,-12.75,-5.82,-6.02,-1.08,3.5,Atlantic,0.6013745704467354,NA,NA,483
-47.5,-54.5,2041-2050,ssp126,-10.75,-4.8,-4.52,-1.11,3.1,Atlantic,0.6458333333333334,NA,NA,483
-47.5,-53.5,2041-2050,ssp126,-8.34,-4.33,-5.19,2.47,3.16,Atlantic,0.7297921478060047,NA,NA,483
-47.5,-52.5,2041-2050,ssp126,-7.4,-3.18,-3.82,2.5,2.99,Atlantic,0.940251572327044,NA,NA,483
-47.5,-51.5,2041-2050,ssp126,-4.94,-1.15,-1.35,9.59,4.39,Atlantic,3.8173913043478263,1,NA,483
-47.5,-50.5,2041-2050,ssp126,-5.97,-2.36,-2.04,2.67,2.8,Atlantic,1.1864406779661016,1,NA,483
-46.5,-77.5,2041-2050,ssp126,-10.07,14.19,12.96,45.21,16.2,Atlantic,1.1416490486257929,1,NA,485
-46.5,-76.5,2041-2050,ssp126,0.34,19.55,16.65,52.77,17.82,Atlantic,0.9115089514066496,NA,NA,485
-46.5,-75.5,2041-2050,ssp126,-3.55,10.52,9.75,30.22,10.54,Atlantic,1.0019011406844105,1,NA,485
-46.5,-74.5,2041-2050,ssp126,-11.22,6.79,5.59,29.9,13.3,Atlantic,1.9587628865979383,1,NA,485
-46.5,-73.5,2041-2050,ssp126,-21.18,7.97,8.78,33.56,17.59,Atlantic,2.20702634880803,1,NA,485
-46.5,-72.5,2041-2050,ssp126,2.46,16.18,10.55,51.96,15.05,Atlantic,0.9301606922126082,NA,NA,485
-46.5,-71.5,2041-2050,ssp126,-3.6,19.05,19.26,47.85,15.45,Atlantic,0.811023622047244,NA,NA,485
-46.5,-70.5,2041-2050,ssp126,-0.38,11.79,7.57,31.67,11.86,Atlantic,1.0059372349448685,1,NA,485
-46.5,-69.5,2041-2050,ssp126,-11.05,3.56,2.75,21.01,10.54,Atlantic,2.9606741573033704,1,NA,485
-46.5,-68.5,2041-2050,ssp126,-16.54,0.67,1.53,19.56,11.42,Atlantic,17.044776119402982,1,NA,485
-46.5,-67.5,2041-2050,ssp126,-17.07,-1.9,-1.36,14.45,9.25,Atlantic,4.868421052631579,1,NA,485
-46.5,-66.5,2041-2050,ssp126,-15.8,-3.58,-2.75,8.03,7.71,Atlantic,2.153631284916201,1,NA,485
-46.5,-65.5,2041-2050,ssp126,-17.58,-6.61,-4.97,4.12,7.33,Atlantic,1.1089258698940998,1,NA,485
-46.5,-64.5,2041-2050,ssp126,-37.35,-10.17,-5.8,1.19,11.65,Atlantic,1.145526057030482,1,NA,485
-46.5,-63.5,2041-2050,ssp126,-33.9,-10.13,-8.18,7.69,11.92,Atlantic,1.1767028627838103,1,SOSS,482
-46.5,-62.5,2041-2050,ssp126,-15.65,-1.11,-2.26,14.11,11.18,Atlantic,10.072072072072071,1,SOSS,482
-46.5,-61.5,2041-2050,ssp126,-10.77,-0.64,-0.89,6.62,6.01,Atlantic,9.390625,1,NA,482
-46.5,-60.5,2041-2050,ssp126,-11.53,1.2,2.75,14.04,7.86,Atlantic,6.550000000000001,1,NA,482
-46.5,-59.5,2041-2050,ssp126,-13.39,0.89,1.33,11.15,7.93,Atlantic,8.910112359550562,1,NA,482
-46.5,-58.5,2041-2050,ssp126,-18.74,3.43,4.04,17.11,9.48,Atlantic,2.7638483965014577,1,NA,482
-46.5,-57.5,2041-2050,ssp126,-18.52,1.16,1.41,12.05,8.35,Atlantic,7.198275862068965,1,NA,482
-46.5,-56.5,2041-2050,ssp126,-17.18,-3.07,-4.13,7.84,6.7,Atlantic,2.182410423452769,1,NA,483
-46.5,-55.5,2041-2050,ssp126,-13.67,-4.69,-4.8,-0.25,3.94,Atlantic,0.8400852878464818,NA,NA,483
-46.5,-54.5,2041-2050,ssp126,-11.17,-3.82,-3.74,1.43,3.62,Atlantic,0.9476439790575917,NA,NA,483
-46.5,-53.5,2041-2050,ssp126,-8.75,-4.1,-4.45,-0.14,2.76,Atlantic,0.6731707317073171,NA,NA,483
-46.5,-52.5,2041-2050,ssp126,-6.56,-2.3,-2.79,3.45,2.81,Atlantic,1.2217391304347827,1,NA,483
-46.5,-51.5,2041-2050,ssp126,-4.99,-0.46,-1.17,12.18,4.98,Atlantic,10.82608695652174,1,NA,483
-46.5,-50.5,2041-2050,ssp126,-5.78,-1.51,-1.8,4.67,3.15,Atlantic,2.086092715231788,1,NA,483
-45.5,-77.5,2041-2050,ssp126,-12.27,12.95,9.87,43.58,16.78,Atlantic,1.2957528957528959,1,NA,485
-45.5,-76.5,2041-2050,ssp126,-1.26,19.38,14.18,58.98,19,Atlantic,0.9803921568627452,NA,NA,485
-45.5,-75.5,2041-2050,ssp126,-2.94,11.36,11.39,24.83,9.69,Atlantic,0.8529929577464789,NA,NA,485
-45.5,-74.5,2041-2050,ssp126,-2.36,10.86,7.99,27.84,10.19,Atlantic,0.9383057090239411,NA,NA,485
-45.5,-73.5,2041-2050,ssp126,-17.87,10.31,11.64,32.5,15.6,Atlantic,1.5130940834141609,1,NA,485
-45.5,-72.5,2041-2050,ssp126,2.99,17.39,10.16,54.94,15.64,Atlantic,0.8993674525589419,NA,NA,485
-45.5,-71.5,2041-2050,ssp126,-4.41,18.17,16.96,44.17,14.7,Atlantic,0.8090258668134286,NA,NA,485
-45.5,-70.5,2041-2050,ssp126,-1.09,9.71,6.3,30.82,12.12,Atlantic,1.2481977342945416,1,NA,485
-45.5,-69.5,2041-2050,ssp126,-14.54,2.61,2.72,20.23,10.98,Atlantic,4.206896551724138,1,NA,485
-45.5,-68.5,2041-2050,ssp126,-16.87,0.25,0.89,19.26,10.78,Atlantic,43.12,1,NA,485
-45.5,-67.5,2041-2050,ssp126,-15.09,-1.96,-0.89,16.03,9.37,Atlantic,4.780612244897958,1,NA,485
-45.5,-66.5,2041-2050,ssp126,-14,-2.64,-2.05,9.82,7.68,Atlantic,2.9090909090909087,1,NA,485
-45.5,-65.5,2041-2050,ssp126,-14.99,-6.63,-5.23,5.68,6.7,Atlantic,1.0105580693815988,1,NA,485
-45.5,-64.5,2041-2050,ssp126,-37.07,-9.01,-5.25,3.51,12.08,Atlantic,1.3407325194228634,1,NA,485
-45.5,-63.5,2041-2050,ssp126,-35.99,-9.92,-7.99,6.22,12.49,Atlantic,1.2590725806451613,1,SOSS,482
-45.5,-62.5,2041-2050,ssp126,-10.88,1.54,1.06,16.74,10.86,Atlantic,7.0519480519480515,1,SOSS,482
-45.5,-61.5,2041-2050,ssp126,-8.96,0.04,-0.99,9.5,5.67,Atlantic,141.75,1,NA,482
-45.5,-60.5,2041-2050,ssp126,-13.14,-2.83,-2.47,6.4,6.96,Atlantic,2.459363957597173,1,NA,482
-45.5,-59.5,2041-2050,ssp126,-11.56,1.51,3.78,9.45,6.72,Atlantic,4.450331125827814,1,NA,482
-45.5,-58.5,2041-2050,ssp126,-16.37,5.41,6.61,14.37,9.49,Atlantic,1.7541589648798521,1,NA,482
-45.5,-57.5,2041-2050,ssp126,-15.01,3.55,2.54,22.06,9.21,Atlantic,2.594366197183099,1,NA,482
-45.5,-56.5,2041-2050,ssp126,-17.3,-2.61,-3.43,14.1,7.86,Atlantic,3.0114942528735633,1,NA,483
-45.5,-55.5,2041-2050,ssp126,-14.08,-3.14,-2.92,3.85,5.24,Atlantic,1.6687898089171975,1,NA,483
-45.5,-54.5,2041-2050,ssp126,-10.89,-2.08,-3.14,9.32,5.39,Atlantic,2.5913461538461537,1,NA,483
-45.5,-53.5,2041-2050,ssp126,-6.15,-2.59,-2.9,1.11,2.36,Atlantic,0.9111969111969112,NA,NA,483
-45.5,-52.5,2041-2050,ssp126,-5.31,-0.75,-2,7.67,3.96,Atlantic,5.28,1,NA,483
-45.5,-51.5,2041-2050,ssp126,-4.67,-0.42,-1.28,7.63,3.8,Atlantic,9.047619047619047,1,NA,483
-45.5,-50.5,2041-2050,ssp126,-6,-1.16,-1.62,5.15,3.4,Atlantic,2.931034482758621,1,NA,483
-44.5,-77.5,2041-2050,ssp126,-15,12.65,9.77,42.07,17.54,Atlantic,1.3865612648221344,1,NA,485
-44.5,-76.5,2041-2050,ssp126,-1.71,17.59,11.84,55.69,18.69,Atlantic,1.0625355315520182,1,NA,485
-44.5,-75.5,2041-2050,ssp126,-0.48,11.52,8.6,27.48,10.31,Atlantic,0.8949652777777779,NA,NA,485
-44.5,-74.5,2041-2050,ssp126,4.33,13.12,10.65,25.64,8.1,Atlantic,0.6173780487804879,NA,NA,485
-44.5,-73.5,2041-2050,ssp126,-15.22,12.71,13.76,39.46,14.88,Atlantic,1.170731707317073,1,NA,485
-44.5,-72.5,2041-2050,ssp126,-0.82,17.71,14.75,53.46,15.74,Atlantic,0.8887634105025409,NA,NA,485
-44.5,-71.5,2041-2050,ssp126,-4.66,16.02,14.34,39.68,13.79,Atlantic,0.8607990012484394,NA,NA,485
-44.5,-70.5,2041-2050,ssp126,-6.55,8.42,4.88,31.55,12.79,Atlantic,1.519002375296912,1,NA,485
-44.5,-69.5,2041-2050,ssp126,-11.42,1.84,0.19,20.67,10.98,Atlantic,5.967391304347826,1,NA,485
-44.5,-68.5,2041-2050,ssp126,-16.77,-0.78,-0.75,19.05,10,Atlantic,12.82051282051282,1,NA,485
-44.5,-67.5,2041-2050,ssp126,-13.89,-1.89,-1.79,17.05,8.82,Atlantic,4.666666666666667,1,NA,485
-44.5,-66.5,2041-2050,ssp126,-12.74,-2.81,-2.37,10.99,7.38,Atlantic,2.6263345195729535,1,NA,485
-44.5,-65.5,2041-2050,ssp126,-15.27,-6.76,-7.67,5.73,6.74,Atlantic,0.9970414201183433,NA,NA,485
-44.5,-64.5,2041-2050,ssp126,-37.07,-8.68,-5.64,5.01,12.29,Atlantic,1.4158986175115207,1,NA,485
-44.5,-63.5,2041-2050,ssp126,-36,-9.38,-7.88,6.71,12.48,Atlantic,1.3304904051172708,1,SOSS,482
-44.5,-62.5,2041-2050,ssp126,-11.05,2.03,1.08,16.6,10.32,Atlantic,5.083743842364533,1,SOSS,482
-44.5,-61.5,2041-2050,ssp126,-10.92,-0.34,0.6,7.55,6.21,Atlantic,18.26470588235294,1,NA,482
-44.5,-60.5,2041-2050,ssp126,-12.7,-2.64,-2.69,7.09,6.28,Atlantic,2.378787878787879,1,NA,482
-44.5,-59.5,2041-2050,ssp126,-12.31,-1.5,-2.44,8.45,6.91,Atlantic,4.6066666666666665,1,NA,482
-44.5,-58.5,2041-2050,ssp126,-16.48,3.13,3.34,14.87,8.63,Atlantic,2.7571884984025563,1,NA,482
-44.5,-57.5,2041-2050,ssp126,-11.59,5.12,3.85,14.57,7.47,Atlantic,1.458984375,1,NA,482
-44.5,-56.5,2041-2050,ssp126,-14.95,-0.41,-0.74,19.55,8.74,Atlantic,21.31707317073171,1,NA,483
-44.5,-55.5,2041-2050,ssp126,-13.49,-1.39,-2.13,12.7,7.19,Atlantic,5.172661870503598,1,NA,483
-44.5,-54.5,2041-2050,ssp126,-9.57,-1.5,-2.2,9.48,5.46,Atlantic,3.64,1,NA,483
-44.5,-53.5,2041-2050,ssp126,-4.71,-0.49,-1.12,10.57,4.87,Atlantic,9.938775510204081,1,NA,483
-44.5,-52.5,2041-2050,ssp126,-3.72,0.16,-1.1,12.29,5.03,Atlantic,31.4375,1,NA,483
-44.5,-51.5,2041-2050,ssp126,-4.12,0.09,-1.07,8.47,3.99,Atlantic,44.333333333333336,1,NA,483
-44.5,-50.5,2041-2050,ssp126,-5.16,-0.26,-1.17,8.24,4.1,Atlantic,15.769230769230766,1,NA,483
-43.5,-77.5,2041-2050,ssp126,-9.58,12.83,8.26,41.09,16.83,Atlantic,1.3117692907248635,1,NA,485
-43.5,-76.5,2041-2050,ssp126,-8.75,14.86,11.4,49.04,18.14,Atlantic,1.220726783310902,1,NA,485
-43.5,-75.5,2041-2050,ssp126,-1.82,10.77,8.46,30.47,10.28,Atlantic,0.9545032497678737,NA,NA,485
-43.5,-74.5,2041-2050,ssp126,-9.41,11.48,13.09,24.29,10.74,Atlantic,0.9355400696864111,NA,NA,485
-43.5,-73.5,2041-2050,ssp126,-17.65,12.61,17.28,40.6,17.58,Atlantic,1.394131641554322,1,NA,485
-43.5,-72.5,2041-2050,ssp126,-8.35,16.2,17.95,50.12,16.47,Atlantic,1.0166666666666666,1,NA,485
